,Binaria,Ordinal,rpb
440,D27,BPI_9g_v1,0.399508964
441,D28,Se_SP_haquantosanos,0.002486274
442,D28,QtCirColuna,-0.401610294
443,D28,Trabalho_Cansativo,-0.173126801
444,D28,Licenca_Tempo,NA
445,D28,Tempo_dor_costas,0.314780418
446,D28,Tempo_dor_pernas,-0.170149269
447,D28,Andar_velocidade,-0.092337036
448,D28,Dor_costas_VAS,0.075087122
449,D28,Dor_pernas_VAS,-0.210556332
450,D28,IDADE,0.151207939
451,D28,BPI_3_v1,0.10521767
452,D28,BPI_4_v1,-0.23179032
453,D28,BPI_5_v1,-0.011271608
454,D28,BPI_6_v1,0.099518525
455,D28,BPI_8_v1,0.423205634
456,D28,BPI_9a_v1,0.394447174
457,D28,BPI_9b_v1,0.236313451
458,D28,BPI_9c_v1,0.208138383
459,D28,BPI_9d_v1,0.170468576
460,D28,BPI_9e_v1,0.113896396
461,D28,BPI_9f_v1,0.169397936
462,D28,BPI_9g_v1,0.453483227
463,D29,Se_SP_haquantosanos,0.348311553
464,D29,QtCirColuna,0.152142349
465,D29,Trabalho_Cansativo,-0.021305894
466,D29,Licenca_Tempo,-0.395458746
467,D29,Tempo_dor_costas,0.362040008
468,D29,Tempo_dor_pernas,0.439400501
469,D29,Andar_velocidade,-0.264137776
470,D29,Dor_costas_VAS,0.221263418
471,D29,Dor_pernas_VAS,0.400412302
472,D29,IDADE,0.115919599
473,D29,BPI_3_v1,0.231405391
474,D29,BPI_4_v1,0.19114702
475,D29,BPI_5_v1,0.264471102
476,D29,BPI_6_v1,0.211415245
477,D29,BPI_8_v1,0.18232832
478,D29,BPI_9a_v1,0.051223418
479,D29,BPI_9b_v1,0.053119018
480,D29,BPI_9c_v1,0.125562908
481,D29,BPI_9d_v1,0.040488877
482,D29,BPI_9e_v1,0.066881017
483,D29,BPI_9f_v1,0.059954677
484,D29,BPI_9g_v1,0.034241176
485,D3,Se_SP_haquantosanos,NA
486,D3,QtCirColuna,0.245223357
487,D3,Trabalho_Cansativo,-0.058524927
488,D3,Licenca_Tempo,NA
489,D3,Tempo_dor_costas,0.128632343
490,D3,Tempo_dor_pernas,0.051302592
491,D3,Andar_velocidade,0.039123115
492,D3,Dor_costas_VAS,0.311326037
493,D3,Dor_pernas_VAS,0.058068795
494,D3,IDADE,0.117286192
495,D3,BPI_3_v1,0.38877323
496,D3,BPI_4_v1,0.45605982
497,D3,BPI_5_v1,0.424826244
498,D3,BPI_6_v1,-0.011213154
499,D3,BPI_8_v1,0.10343099
500,D3,BPI_9a_v1,0.501020755
501,D3,BPI_9b_v1,0.144690035
502,D3,BPI_9c_v1,0.701289522
503,D3,BPI_9d_v1,0.670109666
504,D3,BPI_9e_v1,0.46144832
505,D3,BPI_9f_v1,0.6996011
506,D3,BPI_9g_v1,0.212015575
507,D30,Se_SP_haquantosanos,0.691234835
508,D30,Tempo_dor_costas,0.566037439
509,D30,BPI_6_v1,0.517612138
510,D30,QtCirColuna,0.514526836
511,D30,Dor_pernas_VAS,0.503584404
512,D30,Dor_costas_VAS,0.494060717
513,D30,Tempo_dor_pernas,0.489404496
514,D30,BPI_5_v1,0.430694931
515,D30,BPI_3_v1,0.422720751
516,D30,BPI_4_v1,0.416275039
517,D30,BPI_9c_v1,0.30202091
518,D30,BPI_9d_v1,0.250883763
519,D30,BPI_9e_v1,0.170144881
520,D30,BPI_9a_v1,0.165763924
521,D30,IDADE,0.162462937
522,D30,BPI_9f_v1,0.162256472
523,D30,BPI_9g_v1,0.158808036
524,D30,BPI_9b_v1,0.142576702
525,D30,BPI_8_v1,-0.001211327
526,D30,Trabalho_Cansativo,-0.038216087
527,D30,Licenca_Tempo,-0.195655051
528,D30,Andar_velocidade,-0.465011842
529,D31,Se_SP_haquantosanos,0.111554885
530,D31,QtCirColuna,0.091668848
531,D31,Trabalho_Cansativo,-0.210840772
532,D31,Licenca_Tempo,NA
533,D31,Tempo_dor_costas,0.150294684
534,D31,Tempo_dor_pernas,0.142613455
535,D31,Andar_velocidade,-0.209212849
536,D31,Dor_costas_VAS,0.105800346
537,D31,Dor_pernas_VAS,0.302004508
538,D31,IDADE,0.174443307
539,D31,BPI_3_v1,0.388182327
540,D31,BPI_4_v1,0.202027567
541,D31,BPI_5_v1,0.323705116
542,D31,BPI_6_v1,0.136872553
543,D31,BPI_8_v1,-0.136969078
544,D31,BPI_9a_v1,0.423120136
545,D31,BPI_9b_v1,0.28170258
546,D31,BPI_9c_v1,0.26904289
547,D31,BPI_9d_v1,0.302838812
548,D31,BPI_9e_v1,0.249368089
549,D31,BPI_9f_v1,0.378413982
550,D31,BPI_9g_v1,0.147843803
551,D32,Se_SP_haquantosanos,0.625213908
552,D32,QtCirColuna,0.150587105
553,D32,Trabalho_Cansativo,0.140056309
554,D32,Licenca_Tempo,-0.608704604
555,D32,Tempo_dor_costas,0.453211243
556,D32,Tempo_dor_pernas,0.529702692
557,D32,Andar_velocidade,-0.241158488
558,D32,Dor_costas_VAS,0.284352731
