Binaria,Ordinal,rpb,pvalue,Bin_0,Bin_1,Missing
DN4 - Alfinetada e agulhada,BPI - General activities,0.713100441,7.74E-14,86,62,7
DN4 - Alfinetada e agulhada,BPI - Humor,0.61369164,3.83E-10,86,62,7
DN4 - Alfinetada e agulhada,BPI - Working,0.608446628,5.67E-10,86,62,7
DN4 - Alfinetada e agulhada,BPI - Relationship with \n other people,0.644183012,3.54E-11,86,62,7
