"","demonimador","numerador","Frequência","Qtd_0_Denom","Qtd_1_Denom","D0N0","D0N1","D1N0","D1N1"
"2195","Retornar_trabalho","D16","0.35","99","20","89","10","13","7"
"2196","Masc","D16","0.159090909090909","48","88","42","6","74","14"
"2197","Fem","D16","0.125","88","48","74","14","42","6"
"2198","Casado_Amasiado","D16","0.181818181818182","81","55","71","10","45","10"
"2199","Solteiro","D16","0.101694915254237","77","59","63","14","53","6"
"2200","Separado_Divorciado","D16","0.142857142857143","129","7","110","19","6","1"
"2201","X4","D16","0","133","3","113","20","3","0"
"2202","X5","D16","0","134","2","114","20","2","0"
"2203","X6","D16","0.3","126","10","109","17","7","3"
"2204","Livrar_costas","D16","0.197674418604651","14","86","12","2","69","17"
"2205","Livrar_perna","D16","0.142857142857143","86","14","69","17","12","2"
"2206","Livrar_perda_sens","D16","NaN","100","0","81","19","0","0"
"2207","D1","D16","0","135","1","115","20","1","0"
"2208","D15","D16","0.428571428571429","129","7","112","17","4","3"
"2209","D16","D16","1","116","20","116","0","0","20"
"2210","D17","D16","0.2","131","5","112","19","4","1"
"2211","D18","D16","0.0625","120","16","101","19","15","1"
"2212","D19","D16","0.142857142857143","129","7","110","19","6","1"
"2213","D2","D16","0.125","128","8","109","19","7","1"
"2214","D20","D16","0","128","8","108","20","8","0"
"2215","D21","D16","0.142857142857143","129","7","110","19","6","1"
"2216","D22","D16","0","134","2","114","20","2","0"
"2217","D23","D16","0","134","2","114","20","2","0"
"2218","D24","D16","0.0769230769230769","110","26","92","18","24","2"
"2219","D25","D16","0","132","4","112","20","4","0"
"2220","D26","D16","0","134","2","114","20","2","0"
"2221","D27","D16","0.2","131","5","112","19","4","1"
"2222","D28","D16","0","130","6","110","20","6","0"
"2223","D29","D16","0.380952380952381","94","42","90","4","26","16"
"2224","D3","D16","0","134","2","114","20","2","0"
"2225","D30","D16","0.258064516129032","74","62","70","4","46","16"
"2226","D31","D16","0.0588235294117647","119","17","100","19","16","1"
"2227","D32","D16","0.459459459459459","99","37","96","3","20","17"
"2228","D33","D16","0.0833333333333333","124","12","105","19","11","1"
"2229","D34","D16","0.333333333333333","133","3","114","19","2","1"
"2230","D35","D16","0.5","134","2","115","19","1","1"
"2231","D36","D16","0.125","128","8","109","19","7","1"
"2232","D37","D16","0.818181818181818","114","22","112","2","4","18"
"2233","D38","D16","0","133","3","113","20","3","0"
"2234","D39","D16","0.866666666666667","121","15","114","7","2","13"
"2235","D4","D16","0.25","132","4","113","19","3","1"
"2236","D40","D16","0","131","5","111","20","5","0"
"2237","D41","D16","0.571428571428571","129","7","113","16","3","4"
"2238","D42","D16","0","133","3","113","20","3","0"
"2239","D43","D16","0","133","3","113","20","3","0"
"2240","D44","D16","0.421052631578947","98","38","94","4","22","16"
"2241","D45","D16","0.166666666666667","124","12","106","18","10","2"
"2242","D46","D16","0.421052631578947","98","38","94","4","22","16"
"2243","D47","D16","0.0833333333333333","124","12","105","19","11","1"
"2244","D48","D16","0.576923076923077","110","26","105","5","11","15"
"2245","D49","D16","0","123","13","103","20","13","0"
"2246","D5","D16","0.333333333333333","133","3","114","19","2","1"
"2247","D50","D16","0","134","2","114","20","2","0"
"2248","D51","D16","1","135","1","116","19","0","1"
"2249","D52","D16","0","134","2","114","20","2","0"
"2250","D53","D16","0","134","2","114","20","2","0"
"2251","D9","D16","1","135","1","116","19","0","1"
"2252","RMDQ1_v1","D16","0.232558139534884","73","43","63","10","33","10"
"2253","RMDQ2_v1","D16","0.191489361702128","69","47","58","11","38","9"
"2254","RMDQ3_v1","D16","0.333333333333333","82","36","74","8","24","12"
"2255","RMDQ4_v1","D16","0.269230769230769","92","26","79","13","19","7"
"2256","RMDQ5_v1","D16","0.393939393939394","85","33","78","7","20","13"
"2257","RMDQ6_v1","D16","0.344827586206897","89","29","79","10","19","10"
"2258","RMDQ7_v1","D16","0.3","97","20","83","14","14","6"
"2259","RMDQ8_v1","D16","0","113","4","93","20","4","0"
"2260","RMDQ9_v1","D16","0.277777777777778","99","18","84","15","13","5"
"2261","RMDQ10_v1","D16","0.227272727272727","95","22","80","15","17","5"
"2262","RMDQ11_v1","D16","0.260869565217391","94","23","80","14","17","6"
"2263","RMDQ12_v1","D16","0.272727272727273","95","22","81","14","16","6"
"2264","RMDQ13_v1","D16","0.272727272727273","95","22","81","14","16","6"
"2265","RMDQ14_v1","D16","0.16","92","25","76","16","21","4"
"2266","RMDQ15_v1","D16","0.266666666666667","102","15","86","16","11","4"
"2267","RMDQ16_v1","D16","0.263157894736842","98","19","83","15","14","5"
"2268","RMDQ17_v1","D16","0.181818181818182","95","22","79","16","18","4"
"2269","RMDQ18_v1","D16","0.2","97","20","81","16","16","4"
"2270","RMDQ19_v1","D16","0.375","101","16","87","14","10","6"
"2271","RMDQ20_v1","D16","0.238095238095238","96","21","81","15","16","5"
"2272","RMDQ21_v1","D16","0.291666666666667","93","24","80","13","17","7"
"2273","RMDQ22_v1","D16","0.3","97","20","83","14","14","6"
"2274","RMDQ23_v1","D16","0.263157894736842","98","19","83","15","14","5"
"2275","RMDQ24_v1","D16","0.263157894736842","98","19","83","15","14","5"
"2276","Fuma","D17","0.0652173913043478","82","46","81","1","43","3"
"2277","Cirurgia_coluna","D17","0.0363636363636364","63","55","62","1","53","2"
"2278","Aposentado","D17","0","101","31","96","5","31","0"
"2279","Desempregado","D17","0.04","105","25","101","4","24","1"
"2280","Licenca_Medica","D17","0.111111111111111","114","18","111","3","16","2"
"2281","Aposentado_Invalidez","D17","0","123","8","118","5","8","0"
"2282","Analg.e9.sicos","D17","0.0454545454545455","42","88","41","1","84","4"
"2283","OutraDoenca","D17","0","80","50","75","5","50","0"
"2284","Dor_costas","D17","0.0549450549450549","37","91","37","0","86","5"
"2285","Dor_pernas","D17","0.0363636363636364","72","55","69","3","53","2"
"2286","Retornar_trabalho","D17","0","99","20","94","5","20","0"
"2287","Masc","D17","0.0568181818181818","48","88","48","0","83","5"
"2288","Fem","D17","0","88","48","83","5","48","0"
"2289","Casado_Amasiado","D17","0.0363636363636364","81","55","78","3","53","2"
"2290","Solteiro","D17","0.0338983050847458","77","59","74","3","57","2"
"2291","Separado_Divorciado","D17","0","129","7","124","5","7","0"
"2292","X4","D17","0.333333333333333","133","3","129","4","2","1"
"2293","X5","D17","0","134","2","129","5","2","0"
"2294","X6","D17","0","126","10","121","5","10","0"
"2295","Livrar_costas","D17","0.0465116279069767","14","86","14","0","82","4"
"2296","Livrar_perna","D17","0","86","14","82","4","14","0"
"2297","Livrar_perda_sens","D17","NaN","100","0","96","4","0","0"
"2298","D1","D17","1","135","1","131","4","0","1"
"2299","D15","D17","0.285714285714286","129","7","126","3","5","2"
"2300","D16","D17","0.05","116","20","112","4","19","1"
"2301","D17","D17","1","131","5","131","0","0","5"
"2302","D18","D17","0.3125","120","16","120","0","11","5"
"2303","D19","D17","0.142857142857143","129","7","125","4","6","1"
"2304","D2","D17","0.125","128","8","124","4","7","1"
"2305","D20","D17","0","128","8","123","5","8","0"
"2306","D21","D17","0.142857142857143","129","7","125","4","6","1"
"2307","D22","D17","0","134","2","129","5","2","0"
"2308","D23","D17","0","134","2","129","5","2","0"
"2309","D24","D17","0.0384615384615385","110","26","106","4","25","1"
"2310","D25","D17","0","132","4","127","5","4","0"
"2311","D26","D17","0","134","2","129","5","2","0"
"2312","D27","D17","0","131","5","126","5","5","0"
"2313","D28","D17","0","130","6","125","5","6","0"
"2314","D29","D17","0.0476190476190476","94","42","91","3","40","2"
"2315","D3","D17","0","134","2","129","5","2","0"
"2316","D30","D17","0.0161290322580645","74","62","70","4","61","1"
"2317","D31","D17","0.0588235294117647","119","17","115","4","16","1"
"2318","D32","D17","0.027027027027027","99","37","95","4","36","1"
"2319","D33","D17","0","124","12","119","5","12","0"
"2320","D34","D17","0","133","3","128","5","3","0"
"2321","D35","D17","0","134","2","129","5","2","0"
"2322","D36","D17","0.25","128","8","125","3","6","2"
"2323","D37","D17","0.136363636363636","114","22","112","2","19","3"
"2324","D38","D17","0","133","3","128","5","3","0"
"2325","D39","D17","0.0666666666666667","121","15","117","4","14","1"
"2326","D4","D17","0","132","4","127","5","4","0"
"2327","D40","D17","0.4","131","5","128","3","3","2"
"2328","D41","D17","0.285714285714286","129","7","126","3","5","2"
"2329","D42","D17","0","133","3","128","5","3","0"
"2330","D43","D17","0","133","3","128","5","3","0"
"2331","D44","D17","0","98","38","93","5","38","0"
"2332","D45","D17","0","124","12","119","5","12","0"
"2333","D46","D17","0.0263157894736842","98","38","94","4","37","1"
"2334","D47","D17","0","124","12","119","5","12","0"
"2335","D48","D17","0","110","26","105","5","26","0"
"2336","D49","D17","0","123","13","118","5","13","0"
"2337","D5","D17","0","133","3","128","5","3","0"
"2338","D50","D17","0","134","2","129","5","2","0"
"2339","D51","D17","0","135","1","130","5","1","0"
"2340","D52","D17","0","134","2","129","5","2","0"
"2341","D53","D17","0","134","2","129","5","2","0"
"2342","D9","D17","0","135","1","130","5","1","0"
"2343","RMDQ1_v1","D17","0.0232558139534884","73","43","69","4","42","1"
"2344","RMDQ2_v1","D17","0.0425531914893617","69","47","66","3","45","2"
"2345","RMDQ3_v1","D17","0.0555555555555556","82","36","79","3","34","2"
"2346","RMDQ4_v1","D17","0.0384615384615385","92","26","88","4","25","1"
"2347","RMDQ5_v1","D17","0.0303030303030303","85","33","81","4","32","1"
"2348","RMDQ6_v1","D17","0","89","29","84","5","29","0"
"2349","RMDQ7_v1","D17","0.05","97","20","93","4","19","1"
"2350","RMDQ8_v1","D17","0","113","4","108","5","4","0"
"2351","RMDQ9_v1","D17","0","99","18","94","5","18","0"
"2352","RMDQ10_v1","D17","0","95","22","90","5","22","0"
"2353","RMDQ11_v1","D17","0","94","23","89","5","23","0"
"2354","RMDQ12_v1","D17","0","95","22","90","5","22","0"
"2355","RMDQ13_v1","D17","0.0454545454545455","95","22","91","4","21","1"
"2356","RMDQ14_v1","D17","0","92","25","87","5","25","0"
"2357","RMDQ15_v1","D17","0","102","15","97","5","15","0"
"2358","RMDQ16_v1","D17","0","98","19","93","5","19","0"
"2359","RMDQ17_v1","D17","0","95","22","90","5","22","0"
"2360","RMDQ18_v1","D17","0","97","20","92","5","20","0"
"2361","RMDQ19_v1","D17","0","101","16","96","5","16","0"
"2362","RMDQ20_v1","D17","0","96","21","91","5","21","0"
"2363","RMDQ21_v1","D17","0","93","24","88","5","24","0"
"2364","RMDQ22_v1","D17","0","97","20","92","5","20","0"
"2365","RMDQ23_v1","D17","0","98","19","93","5","19","0"
"2366","RMDQ24_v1","D17","0","98","19","93","5","19","0"
"2367","Fuma","D18","0.195652173913043","82","46","77","5","37","9"
"2368","Cirurgia_coluna","D18","0.127272727272727","63","55","58","5","48","7"
"2369","Aposentado","D18","0.0645161290322581","101","31","87","14","29","2"
"2370","Desempregado","D18","0.16","105","25","93","12","21","4"
"2371","Licenca_Medica","D18","0.166666666666667","114","18","101","13","15","3"
"2372","Aposentado_Invalidez","D18","0.125","123","8","108","15","7","1"
"2373","Analg.e9.sicos","D18","0.147727272727273","42","88","40","2","75","13"
"2374","OutraDoenca","D18","0.1","80","50","69","11","45","5"
"2375","Dor_costas","D18","0.164835164835165","37","91","36","1","76","15"
"2376","Dor_pernas","D18","0.0909090909090909","72","55","61","11","50","5"
"2377","Retornar_trabalho","D18","0.1","99","20","85","14","18","2"
"2378","Masc","D18","0.147727272727273","48","88","45","3","75","13"
"2379","Fem","D18","0.0625","88","48","75","13","45","3"
"2380","Casado_Amasiado","D18","0.109090909090909","81","55","71","10","49","6"
"2381","Solteiro","D18","0.135593220338983","77","59","69","8","51","8"
"2382","Separado_Divorciado","D18","0","129","7","113","16","7","0"
"2383","X4","D18","0.333333333333333","133","3","118","15","2","1"
"2384","X5","D18","0.5","134","2","119","15","1","1"
"2385","X6","D18","0","126","10","110","16","10","0"
"2386","Livrar_costas","D18","0.13953488372093","14","86","14","0","74","12"
"2387","Livrar_perna","D18","0","86","14","74","12","14","0"
"2388","Livrar_perda_sens","D18","NaN","100","0","88","12","0","0"
"2389","D1","D18","1","135","1","120","15","0","1"
"2390","D15","D18","0.285714285714286","129","7","115","14","5","2"
"2391","D16","D18","0.05","116","20","101","15","19","1"
"2392","D17","D18","1","131","5","120","11","0","5"
"2393","D18","D18","1","120","16","120","0","0","16"
"2394","D19","D18","0.571428571428571","129","7","117","12","3","4"
"2395","D2","D18","0.5","128","8","116","12","4","4"
"2396","D20","D18","0.625","128","8","117","11","3","5"
"2397","D21","D18","0.428571428571429","129","7","116","13","4","3"
"2398","D22","D18","1","134","2","120","14","0","2"
"2399","D23","D18","0","134","2","118","16","2","0"
"2400","D24","D18","0.153846153846154","110","26","98","12","22","4"
"2401","D25","D18","0","132","4","116","16","4","0"
"2402","D26","D18","0.5","134","2","119","15","1","1"
"2403","D27","D18","0","131","5","115","16","5","0"
"2404","D28","D18","0.166666666666667","130","6","115","15","5","1"
"2405","D29","D18","0.0476190476190476","94","42","80","14","40","2"
"2406","D3","D18","0.5","134","2","119","15","1","1"
"2407","D30","D18","0.0645161290322581","74","62","62","12","58","4"
"2408","D31","D18","0.0588235294117647","119","17","104","15","16","1"
"2409","D32","D18","0.027027027027027","99","37","84","15","36","1"
"2410","D33","D18","0","124","12","108","16","12","0"
"2411","D34","D18","0","133","3","117","16","3","0"
"2412","D35","D18","0.5","134","2","119","15","1","1"
"2413","D36","D18","0.25","128","8","114","14","6","2"
"2414","D37","D18","0.136363636363636","114","22","101","13","19","3"
"2415","D38","D18","0","133","3","117","16","3","0"
"2416","D39","D18","0.0666666666666667","121","15","106","15","14","1"
"2417","D4","D18","0.5","132","4","118","14","2","2"
"2418","D40","D18","0.4","131","5","117","14","3","2"
"2419","D41","D18","0.285714285714286","129","7","115","14","5","2"
"2420","D42","D18","0.666666666666667","133","3","119","14","1","2"
"2421","D43","D18","0.666666666666667","133","3","119","14","1","2"
"2422","D44","D18","0","98","38","82","16","38","0"
"2423","D45","D18","0","124","12","108","16","12","0"
"2424","D46","D18","0.0526315789473684","98","38","84","14","36","2"
"2425","D47","D18","0.0833333333333333","124","12","109","15","11","1"
"2426","D48","D18","0","110","26","94","16","26","0"
"2427","D49","D18","0","123","13","107","16","13","0"
"2428","D5","D18","0","133","3","117","16","3","0"
"2429","D50","D18","0","134","2","118","16","2","0"
"2430","D51","D18","0","135","1","119","16","1","0"
"2431","D52","D18","0","134","2","118","16","2","0"
"2432","D53","D18","0.5","134","2","119","15","1","1"
"2433","D9","D18","0","135","1","119","16","1","0"
"2434","RMDQ1_v1","D18","0.116279069767442","73","43","66","7","38","5"
"2435","RMDQ2_v1","D18","0.170212765957447","69","47","65","4","39","8"
"2436","RMDQ3_v1","D18","0.166666666666667","82","36","75","7","30","6"
"2437","RMDQ4_v1","D18","0.230769230769231","92","26","85","7","20","6"
"2438","RMDQ5_v1","D18","0.121212121212121","85","33","76","9","29","4"
"2439","RMDQ6_v1","D18","0.137931034482759","89","29","80","9","25","4"
"2440","RMDQ7_v1","D18","0.2","97","20","88","9","16","4"
"2441","RMDQ8_v1","D18","0.25","113","4","101","12","3","1"
"2442","RMDQ9_v1","D18","0.166666666666667","99","18","89","10","15","3"
"2443","RMDQ10_v1","D18","0.227272727272727","95","22","87","8","17","5"
"2444","RMDQ11_v1","D18","0.217391304347826","94","23","86","8","18","5"
"2445","RMDQ12_v1","D18","0.181818181818182","95","22","86","9","18","4"
"2446","RMDQ13_v1","D18","0.181818181818182","95","22","86","9","18","4"
"2447","RMDQ14_v1","D18","0.2","92","25","84","8","20","5"
"2448","RMDQ15_v1","D18","0.133333333333333","102","15","91","11","13","2"
"2449","RMDQ16_v1","D18","0.157894736842105","98","19","88","10","16","3"
"2450","RMDQ17_v1","D18","0.136363636363636","95","22","85","10","19","3"
"2451","RMDQ18_v1","D18","0.2","97","20","88","9","16","4"
"2452","RMDQ19_v1","D18","0.125","101","16","90","11","14","2"
"2453","RMDQ20_v1","D18","0.19047619047619","96","21","87","9","17","4"
"2454","RMDQ21_v1","D18","0.208333333333333","93","24","85","8","19","5"
"2455","RMDQ22_v1","D18","0.15","97","20","87","10","17","3"
"2456","RMDQ23_v1","D18","0.157894736842105","98","19","88","10","16","3"
"2457","RMDQ24_v1","D18","0.210526315789474","98","19","89","9","15","4"
"2458","Fuma","D19","0.0869565217391304","82","46","79","3","42","4"
"2459","Cirurgia_coluna","D19","0","63","55","59","4","55","0"
"2460","Aposentado","D19","0.0645161290322581","101","31","96","5","29","2"
"2461","Desempregado","D19","0.08","105","25","100","5","23","2"
"2462","Licenca_Medica","D19","0.0555555555555556","114","18","108","6","17","1"
"2463","Aposentado_Invalidez","D19","0.125","123","8","117","6","7","1"
"2464","Analg.e9.sicos","D19","0.0568181818181818","42","88","41","1","83","5"
"2465","OutraDoenca","D19","0.06","80","50","76","4","47","3"
"2466","Dor_costas","D19","0.0769230769230769","37","91","37","0","84","7"
"2467","Dor_pernas","D19","0.0545454545454545","72","55","68","4","52","3"
"2468","Retornar_trabalho","D19","0.15","99","20","95","4","17","3"
"2469","Masc","D19","0.0795454545454545","48","88","48","0","81","7"
"2470","Fem","D19","0","88","48","81","7","48","0"
"2471","Casado_Amasiado","D19","0.0545454545454545","81","55","77","4","52","3"
"2472","Solteiro","D19","0.0508474576271186","77","59","73","4","56","3"
"2473","Separado_Divorciado","D19","0","129","7","122","7","7","0"
"2474","X4","D19","0.333333333333333","133","3","127","6","2","1"
"2475","X5","D19","0","134","2","127","7","2","0"
"2476","X6","D19","0","126","10","119","7","10","0"
"2477","Livrar_costas","D19","0.0581395348837209","14","86","14","0","81","5"
"2478","Livrar_perna","D19","0","86","14","81","5","14","0"
"2479","Livrar_perda_sens","D19","NaN","100","0","95","5","0","0"
"2480","D1","D19","0","135","1","128","7","1","0"
"2481","D15","D19","0","129","7","122","7","7","0"
"2482","D16","D19","0.05","116","20","110","6","19","1"
"2483","D17","D19","0.2","131","5","125","6","4","1"
"2484","D18","D19","0.25","120","16","117","3","12","4"
"2485","D19","D19","1","129","7","129","0","0","7"
"2486","D2","D19","0.25","128","8","123","5","6","2"
"2487","D20","D19","0.5","128","8","125","3","4","4"
"2488","D21","D19","0.571428571428571","129","7","126","3","3","4"
"2489","D22","D19","1","134","2","129","5","0","2"
"2490","D23","D19","0","134","2","127","7","2","0"
"2491","D24","D19","0.153846153846154","110","26","107","3","22","4"
"2492","D25","D19","0.5","132","4","127","5","2","2"
"2493","D26","D19","0.5","134","2","128","6","1","1"
"2494","D27","D19","0","131","5","124","7","5","0"
"2495","D28","D19","0","130","6","123","7","6","0"
"2496","D29","D19","0.0238095238095238","94","42","88","6","41","1"
"2497","D3","D19","1","134","2","129","5","0","2"
"2498","D30","D19","0.0645161290322581","74","62","71","3","58","4"
"2499","D31","D19","0","119","17","112","7","17","0"
"2500","D32","D19","0.027027027027027","99","37","93","6","36","1"
"2501","D33","D19","0","124","12","117","7","12","0"
"2502","D34","D19","0","133","3","126","7","3","0"
"2503","D35","D19","0","134","2","127","7","2","0"
"2504","D36","D19","0","128","8","121","7","8","0"
"2505","D37","D19","0.0454545454545455","114","22","108","6","21","1"
"2506","D38","D19","0","133","3","126","7","3","0"
"2507","D39","D19","0.0666666666666667","121","15","115","6","14","1"
"2508","D4","D19","0.5","132","4","127","5","2","2"
"2509","D40","D19","0","131","5","124","7","5","0"
"2510","D41","D19","0","129","7","122","7","7","0"
"2511","D42","D19","0.666666666666667","133","3","128","5","1","2"
"2512","D43","D19","0.333333333333333","133","3","127","6","2","1"
"2513","D44","D19","0","98","38","91","7","38","0"
"2514","D45","D19","0","124","12","117","7","12","0"
"2515","D46","D19","0.0526315789473684","98","38","93","5","36","2"
"2516","D47","D19","0.0833333333333333","124","12","118","6","11","1"
"2517","D48","D19","0","110","26","103","7","26","0"
"2518","D49","D19","0","123","13","116","7","13","0"
"2519","D5","D19","0","133","3","126","7","3","0"
"2520","D50","D19","0","134","2","127","7","2","0"
"2521","D51","D19","0","135","1","128","7","1","0"
"2522","D52","D19","0","134","2","127","7","2","0"
"2523","D53","D19","0","134","2","127","7","2","0"
"2524","D9","D19","0","135","1","128","7","1","0"
"2525","RMDQ1_v1","D19","0.0465116279069767","73","43","69","4","41","2"
"2526","RMDQ2_v1","D19","0.0851063829787234","69","47","67","2","43","4"
"2527","RMDQ3_v1","D19","0.111111111111111","82","36","80","2","32","4"
"2528","RMDQ4_v1","D19","0.0384615384615385","92","26","87","5","25","1"
"2529","RMDQ5_v1","D19","0.0909090909090909","85","33","82","3","30","3"
"2530","RMDQ6_v1","D19","0.0689655172413793","89","29","85","4","27","2"
"2531","RMDQ7_v1","D19","0.1","97","20","93","4","18","2"
"2532","RMDQ8_v1","D19","0","113","4","107","6","4","0"
"2533","RMDQ9_v1","D19","0.0555555555555556","99","18","94","5","17","1"
"2534","RMDQ10_v1","D19","0.0909090909090909","95","22","91","4","20","2"
"2535","RMDQ11_v1","D19","0.0869565217391304","94","23","90","4","21","2"
"2536","RMDQ12_v1","D19","0.0909090909090909","95","22","91","4","20","2"
"2537","RMDQ13_v1","D19","0.0454545454545455","95","22","90","5","21","1"
"2538","RMDQ14_v1","D19","0.08","92","25","88","4","23","2"
"2539","RMDQ15_v1","D19","0.0666666666666667","102","15","97","5","14","1"
"2540","RMDQ16_v1","D19","0.0526315789473684","98","19","93","5","18","1"
"2541","RMDQ17_v1","D19","0.0909090909090909","95","22","91","4","20","2"
"2542","RMDQ18_v1","D19","0.1","97","20","93","4","18","2"
"2543","RMDQ19_v1","D19","0.0625","101","16","96","5","15","1"
"2544","RMDQ20_v1","D19","0.0952380952380952","96","21","92","4","19","2"
"2545","RMDQ21_v1","D19","0.0833333333333333","93","24","89","4","22","2"
"2546","RMDQ22_v1","D19","0.1","97","20","93","4","18","2"
"2547","RMDQ23_v1","D19","0.105263157894737","98","19","94","4","17","2"
"2548","RMDQ24_v1","D19","0.105263157894737","98","19","94","4","17","2"
"2549","Fuma","D2","0.173913043478261","82","46","82","0","38","8"
"2550","Cirurgia_coluna","D2","0.0545454545454545","63","55","61","2","52","3"
"2551","Aposentado","D2","0.0645161290322581","101","31","95","6","29","2"
"2552","Desempregado","D2","0.12","105","25","100","5","22","3"
"2553","Licenca_Medica","D2","0.111111111111111","114","18","108","6","16","2"
"2554","Aposentado_Invalidez","D2","0.125","123","8","116","7","7","1"
"2555","Analg.e9.sicos","D2","0.0795454545454545","42","88","41","1","81","7"
"2556","OutraDoenca","D2","0.08","80","50","76","4","46","4"
"2557","Dor_costas","D2","0.0879120879120879","37","91","37","0","83","8"
"2558","Dor_pernas","D2","0.0727272727272727","72","55","68","4","51","4"
"2559","Retornar_trabalho","D2","0.1","99","20","93","6","18","2"
"2560","Masc","D2","0.0681818181818182","48","88","46","2","82","6"
"2561","Fem","D2","0.0416666666666667","88","48","82","6","46","2"
"2562","Casado_Amasiado","D2","0.0181818181818182","81","55","74","7","54","1"
"2563","Solteiro","D2","0.0677966101694915","77","59","73","4","55","4"
"2564","Separado_Divorciado","D2","0","129","7","121","8","7","0"
"2565","X4","D2","0.666666666666667","133","3","127","6","1","2"
"2566","X5","D2","0","134","2","126","8","2","0"
"2567","X6","D2","0.1","126","10","119","7","9","1"
"2568","Livrar_costas","D2","0.0813953488372093","14","86","14","0","79","7"
"2569","Livrar_perna","D2","0","86","14","79","7","14","0"
"2570","Livrar_perda_sens","D2","NaN","100","0","93","7","0","0"
"2571","D1","D2","0","135","1","127","8","1","0"
"2572","D15","D2","0.142857142857143","129","7","122","7","6","1"
"2573","D16","D2","0.05","116","20","109","7","19","1"
"2574","D17","D2","0.2","131","5","124","7","4","1"
"2575","D18","D2","0.25","120","16","116","4","12","4"
"2576","D19","D2","0.285714285714286","129","7","123","6","5","2"
"2577","D2","D2","1","128","8","128","0","0","8"
"2578","D20","D2","0.125","128","8","121","7","7","1"
"2579","D21","D2","0.142857142857143","129","7","122","7","6","1"
"2580","D22","D2","0","134","2","126","8","2","0"
"2581","D23","D2","0","134","2","126","8","2","0"
"2582","D24","D2","0.115384615384615","110","26","105","5","23","3"
"2583","D25","D2","0","132","4","124","8","4","0"
"2584","D26","D2","0","134","2","126","8","2","0"
"2585","D27","D2","0","131","5","123","8","5","0"
"2586","D28","D2","0.166666666666667","130","6","123","7","5","1"
"2587","D29","D2","0.0238095238095238","94","42","87","7","41","1"
"2588","D3","D2","1","134","2","128","6","0","2"
"2589","D30","D2","0.032258064516129","74","62","68","6","60","2"
"2590","D31","D2","0.0588235294117647","119","17","112","7","16","1"
"2591","D32","D2","0","99","37","91","8","37","0"
"2592","D33","D2","0","124","12","116","8","12","0"
"2593","D34","D2","0.666666666666667","133","3","127","6","1","2"
"2594","D35","D2","0.5","134","2","127","7","1","1"
"2595","D36","D2","0","128","8","120","8","8","0"
"2596","D37","D2","0.0454545454545455","114","22","107","7","21","1"
"2597","D38","D2","0","133","3","125","8","3","0"
"2598","D39","D2","0","121","15","113","8","15","0"
"2599","D4","D2","0.75","132","4","127","5","1","3"
"2600","D40","D2","0","131","5","123","8","5","0"
"2601","D41","D2","0","129","7","121","8","7","0"
"2602","D42","D2","0","133","3","125","8","3","0"
"2603","D43","D2","0.333333333333333","133","3","126","7","2","1"
"2604","D44","D2","0.0263157894736842","98","38","91","7","37","1"
"2605","D45","D2","0.0833333333333333","124","12","117","7","11","1"
"2606","D46","D2","0.0526315789473684","98","38","92","6","36","2"
"2607","D47","D2","0.166666666666667","124","12","118","6","10","2"
"2608","D48","D2","0.0384615384615385","110","26","103","7","25","1"
"2609","D49","D2","0.0769230769230769","123","13","116","7","12","1"
"2610","D5","D2","1","133","3","128","5","0","3"
"2611","D50","D2","0.5","134","2","127","7","1","1"
"2612","D51","D2","1","135","1","128","7","0","1"
"2613","D52","D2","0","134","2","126","8","2","0"
"2614","D53","D2","0.5","134","2","127","7","1","1"
"2615","D9","D2","1","135","1","128","7","0","1"
"2616","RMDQ1_v1","D2","0.0697674418604651","73","43","68","5","40","3"
"2617","RMDQ2_v1","D2","0.0851063829787234","69","47","65","4","43","4"
"2618","RMDQ3_v1","D2","0.0833333333333333","82","36","77","5","33","3"
"2619","RMDQ4_v1","D2","0.0384615384615385","92","26","85","7","25","1"
"2620","RMDQ5_v1","D2","0.0909090909090909","85","33","80","5","30","3"
"2621","RMDQ6_v1","D2","0.103448275862069","89","29","84","5","26","3"
"2622","RMDQ7_v1","D2","0.2","97","20","93","4","16","4"
"2623","RMDQ8_v1","D2","0.25","113","4","106","7","3","1"
"2624","RMDQ9_v1","D2","0.166666666666667","99","18","94","5","15","3"
"2625","RMDQ10_v1","D2","0.136363636363636","95","22","90","5","19","3"
"2626","RMDQ11_v1","D2","0.130434782608696","94","23","89","5","20","3"
"2627","RMDQ12_v1","D2","0.136363636363636","95","22","90","5","19","3"
"2628","RMDQ13_v1","D2","0.136363636363636","95","22","90","5","19","3"
"2629","RMDQ14_v1","D2","0.12","92","25","87","5","22","3"
"2630","RMDQ15_v1","D2","0.133333333333333","102","15","96","6","13","2"
"2631","RMDQ16_v1","D2","0.157894736842105","98","19","93","5","16","3"
"2632","RMDQ17_v1","D2","0.0909090909090909","95","22","89","6","20","2"
"2633","RMDQ18_v1","D2","0.1","97","20","91","6","18","2"
"2634","RMDQ19_v1","D2","0.125","101","16","95","6","14","2"
"2635","RMDQ20_v1","D2","0.142857142857143","96","21","91","5","18","3"
"2636","RMDQ21_v1","D2","0.125","93","24","88","5","21","3"
"2637","RMDQ22_v1","D2","0.1","97","20","91","6","18","2"
"2638","RMDQ23_v1","D2","0.105263157894737","98","19","92","6","17","2"
"2639","RMDQ24_v1","D2","0.157894736842105","98","19","93","5","16","3"
"2640","Fuma","D20","0.0652173913043478","82","46","77","5","43","3"
