"","demonimador","numerador","Frequência","Qtd_0_Denom","Qtd_1_Denom","D0N0","D0N1","D1N0","D1N1"
"3584","D25","D3","0","132","4","130","2","4","0"
"3585","D26","D3","0","134","2","132","2","2","0"
"3586","D27","D3","0","131","5","129","2","5","0"
"3587","D28","D3","0","130","6","128","2","6","0"
"3588","D29","D3","0","94","42","92","2","42","0"
"3589","D3","D3","1","134","2","134","0","0","2"
"3590","D30","D3","0.0161290322580645","74","62","73","1","61","1"
"3591","D31","D3","0","119","17","117","2","17","0"
"3592","D32","D3","0","99","37","97","2","37","0"
"3593","D33","D3","0","124","12","122","2","12","0"
"3594","D34","D3","0","133","3","131","2","3","0"
"3595","D35","D3","0","134","2","132","2","2","0"
"3596","D36","D3","0","128","8","126","2","8","0"
"3597","D37","D3","0","114","22","112","2","22","0"
"3598","D38","D3","0","133","3","131","2","3","0"
"3599","D39","D3","0","121","15","119","2","15","0"
"3600","D4","D3","0.5","132","4","132","0","2","2"
"3601","D40","D3","0","131","5","129","2","5","0"
"3602","D41","D3","0","129","7","127","2","7","0"
"3603","D42","D3","0","133","3","131","2","3","0"
"3604","D43","D3","0","133","3","131","2","3","0"
"3605","D44","D3","0","98","38","96","2","38","0"
"3606","D45","D3","0","124","12","122","2","12","0"
"3607","D46","D3","0.0263157894736842","98","38","97","1","37","1"
"3608","D47","D3","0.0833333333333333","124","12","123","1","11","1"
"3609","D48","D3","0","110","26","108","2","26","0"
"3610","D49","D3","0","123","13","121","2","13","0"
"3611","D5","D3","0","133","3","131","2","3","0"
"3612","D50","D3","0","134","2","132","2","2","0"
"3613","D51","D3","0","135","1","133","2","1","0"
"3614","D52","D3","0","134","2","132","2","2","0"
"3615","D53","D3","0","134","2","132","2","2","0"
"3616","D9","D3","0","135","1","133","2","1","0"
"3617","RMDQ1_v1","D3","0.0232558139534884","73","43","72","1","42","1"
"3618","RMDQ2_v1","D3","0.0212765957446809","69","47","68","1","46","1"
"3619","RMDQ3_v1","D3","0.0277777777777778","82","36","81","1","35","1"
"3620","RMDQ4_v1","D3","0","92","26","90","2","26","0"
"3621","RMDQ5_v1","D3","0.0303030303030303","85","33","84","1","32","1"
"3622","RMDQ6_v1","D3","0.0344827586206897","89","29","88","1","28","1"
"3623","RMDQ7_v1","D3","0.05","97","20","96","1","19","1"
"3624","RMDQ8_v1","D3","0","113","4","111","2","4","0"
"3625","RMDQ9_v1","D3","0.0555555555555556","99","18","98","1","17","1"
"3626","RMDQ10_v1","D3","0.0454545454545455","95","22","94","1","21","1"
"3627","RMDQ11_v1","D3","0.0434782608695652","94","23","93","1","22","1"
"3628","RMDQ12_v1","D3","0.0454545454545455","95","22","94","1","21","1"
"3629","RMDQ13_v1","D3","0.0454545454545455","95","22","94","1","21","1"
"3630","RMDQ14_v1","D3","0.04","92","25","91","1","24","1"
"3631","RMDQ15_v1","D3","0.0666666666666667","102","15","101","1","14","1"
"3632","RMDQ16_v1","D3","0.0526315789473684","98","19","97","1","18","1"
"3633","RMDQ17_v1","D3","0.0454545454545455","95","22","94","1","21","1"
"3634","RMDQ18_v1","D3","0.05","97","20","96","1","19","1"
"3635","RMDQ19_v1","D3","0.0625","101","16","100","1","15","1"
"3636","RMDQ20_v1","D3","0.0476190476190476","96","21","95","1","20","1"
"3637","RMDQ21_v1","D3","0.0416666666666667","93","24","92","1","23","1"
"3638","RMDQ22_v1","D3","0.05","97","20","96","1","19","1"
"3639","RMDQ23_v1","D3","0.0526315789473684","98","19","97","1","18","1"
"3640","RMDQ24_v1","D3","0.0526315789473684","98","19","97","1","18","1"
"3641","Fuma","D30","0.369565217391304","82","46","40","42","29","17"
"3642","Cirurgia_coluna","D30","0.490909090909091","63","55","36","27","28","27"
"3643","Aposentado","D30","0.645161290322581","101","31","59","42","11","20"
"3644","Desempregado","D30","0.52","105","25","56","49","12","13"
"3645","Licenca_Medica","D30","0.555555555555556","114","18","62","52","8","10"
"3646","Aposentado_Invalidez","D30","0.875","123","8","69","54","1","7"
"3647","Analg.e9.sicos","D30","0.602272727272727","42","88","33","9","35","53"
"3648","OutraDoenca","D30","0.52","80","50","45","35","24","26"
"3649","Dor_costas","D30","0.615384615384615","37","91","32","5","35","56"
"3650","Dor_pernas","D30","0.727272727272727","72","55","51","21","15","40"
"3651","Retornar_trabalho","D30","0.85","99","20","60","39","3","17"
"3652","Masc","D30","0.477272727272727","48","88","28","20","46","42"
"3653","Fem","D30","0.416666666666667","88","48","46","42","28","20"
"3654","Casado_Amasiado","D30","0.527272727272727","81","55","48","33","26","29"
"3655","Solteiro","D30","0.406779661016949","77","59","39","38","35","24"
"3656","Separado_Divorciado","D30","0.428571428571429","129","7","70","59","4","3"
"3657","X4","D30","0","133","3","71","62","3","0"
"3658","X5","D30","0","134","2","72","62","2","0"
"3659","X6","D30","0.6","126","10","70","56","4","6"
"3660","Livrar_costas","D30","0.593023255813954","14","86","4","10","35","51"
"3661","Livrar_perna","D30","0.714285714285714","86","14","35","51","4","10"
"3662","Livrar_perda_sens","D30","NaN","100","0","39","61","0","0"
"3663","D1","D30","0","135","1","73","62","1","0"
"3664","D15","D30","0.285714285714286","129","7","69","60","5","2"
"3665","D16","D30","0.8","116","20","70","46","4","16"
"3666","D17","D30","0.2","131","5","70","61","4","1"
"3667","D18","D30","0.25","120","16","62","58","12","4"
"3668","D19","D30","0.571428571428571","129","7","71","58","3","4"
"3669","D2","D30","0.25","128","8","68","60","6","2"
"3670","D20","D30","0.625","128","8","71","57","3","5"
"3671","D21","D30","0.714285714285714","129","7","72","57","2","5"
"3672","D22","D30","0.5","134","2","73","61","1","1"
"3673","D23","D30","1","134","2","74","60","0","2"
"3674","D24","D30","0.5","110","26","61","49","13","13"
"3675","D25","D30","0.75","132","4","73","59","1","3"
"3676","D26","D30","0.5","134","2","73","61","1","1"
"3677","D27","D30","0.8","131","5","73","58","1","4"
"3678","D28","D30","0.5","130","6","71","59","3","3"
"3679","D29","D30","0.928571428571429","94","42","71","23","3","39"
"3680","D3","D30","0.5","134","2","73","61","1","1"
"3681","D30","D30","1","74","62","74","0","0","62"
"3682","D31","D30","0.647058823529412","119","17","68","51","6","11"
"3683","D32","D30","0.918918918918919","99","37","71","28","3","34"
"3684","D33","D30","0.75","124","12","71","53","3","9"
"3685","D34","D30","0","133","3","71","62","3","0"
"3686","D35","D30","0","134","2","72","62","2","0"
"3687","D36","D30","0.25","128","8","68","60","6","2"
"3688","D37","D30","0.681818181818182","114","22","67","47","7","15"
"3689","D38","D30","0","133","3","71","62","3","0"
"3690","D39","D30","0.8","121","15","71","50","3","12"
"3691","D4","D30","0.25","132","4","71","61","3","1"
"3692","D40","D30","0.2","131","5","70","61","4","1"
"3693","D41","D30","0.571428571428571","129","7","71","58","3","4"
"3694","D42","D30","0.333333333333333","133","3","72","61","2","1"
"3695","D43","D30","0.333333333333333","133","3","72","61","2","1"
"3696","D44","D30","0.868421052631579","98","38","69","29","5","33"
"3697","D45","D30","0.833333333333333","124","12","72","52","2","10"
"3698","D46","D30","0.868421052631579","98","38","69","29","5","33"
"3699","D47","D30","0.75","124","12","71","53","3","9"
"3700","D48","D30","0.884615384615385","110","26","71","39","3","23"
"3701","D49","D30","0.846153846153846","123","13","72","51","2","11"
"3702","D5","D30","0.333333333333333","133","3","72","61","2","1"
"3703","D50","D30","0","134","2","72","62","2","0"
"3704","D51","D30","0","135","1","73","62","1","0"
"3705","D52","D30","0","134","2","72","62","2","0"
"3706","D53","D30","0","134","2","72","62","2","0"
"3707","D9","D30","0","135","1","73","62","1","0"
"3708","RMDQ1_v1","D30","0.627906976744186","73","43","39","34","16","27"
"3709","RMDQ2_v1","D30","0.595744680851064","69","47","36","33","19","28"
"3710","RMDQ3_v1","D30","0.666666666666667","82","36","44","38","12","24"
"3711","RMDQ4_v1","D30","0.576923076923077","92","26","45","47","11","15"
"3712","RMDQ5_v1","D30","0.727272727272727","85","33","47","38","9","24"
"3713","RMDQ6_v1","D30","0.689655172413793","89","29","47","42","9","20"
"3714","RMDQ7_v1","D30","0.65","97","20","49","48","7","13"
"3715","RMDQ8_v1","D30","0.75","113","4","55","58","1","3"
"3716","RMDQ9_v1","D30","0.666666666666667","99","18","50","49","6","12"
"3717","RMDQ10_v1","D30","0.681818181818182","95","22","49","46","7","15"
"3718","RMDQ11_v1","D30","0.652173913043478","94","23","48","46","8","15"
"3719","RMDQ12_v1","D30","0.636363636363636","95","22","48","47","8","14"
"3720","RMDQ13_v1","D30","0.636363636363636","95","22","48","47","8","14"
"3721","RMDQ14_v1","D30","0.68","92","25","48","44","8","17"
"3722","RMDQ15_v1","D30","0.666666666666667","102","15","51","51","5","10"
"3723","RMDQ16_v1","D30","0.684210526315789","98","19","50","48","6","13"
"3724","RMDQ17_v1","D30","0.590909090909091","95","22","47","48","9","13"
"3725","RMDQ18_v1","D30","0.7","97","20","50","47","6","14"
"3726","RMDQ19_v1","D30","0.75","101","16","52","49","4","12"
"3727","RMDQ20_v1","D30","0.666666666666667","96","21","49","47","7","14"
"3728","RMDQ21_v1","D30","0.666666666666667","93","24","48","45","8","16"
"3729","RMDQ22_v1","D30","0.7","97","20","50","47","6","14"
"3730","RMDQ23_v1","D30","0.736842105263158","98","19","51","47","5","14"
"3731","RMDQ24_v1","D30","0.684210526315789","98","19","50","48","6","13"
"3732","Fuma","D31","0.173913043478261","82","46","74","8","38","8"
"3733","Cirurgia_coluna","D31","0.145454545454545","63","55","58","5","47","8"
"3734","Aposentado","D31","0.0967741935483871","101","31","88","13","28","3"
"3735","Desempregado","D31","0.16","105","25","93","12","21","4"
"3736","Licenca_Medica","D31","0.222222222222222","114","18","102","12","14","4"
"3737","Aposentado_Invalidez","D31","0.125","123","8","108","15","7","1"
"3738","Analg.e9.sicos","D31","0.102272727272727","42","88","34","8","79","9"
"3739","OutraDoenca","D31","0.16","80","50","71","9","42","8"
"3740","Dor_costas","D31","0.153846153846154","37","91","34","3","77","14"
"3741","Dor_pernas","D31","0.2","72","55","66","6","44","11"
"3742","Retornar_trabalho","D31","0.15","99","20","86","13","17","3"
"3743","Masc","D31","0.113636363636364","48","88","41","7","78","10"
"3744","Fem","D31","0.145833333333333","88","48","78","10","41","7"
"3745","Casado_Amasiado","D31","0.0909090909090909","81","55","69","12","50","5"
"3746","Solteiro","D31","0.169491525423729","77","59","70","7","49","10"
"3747","Separado_Divorciado","D31","0","129","7","112","17","7","0"
"3748","X4","D31","0.333333333333333","133","3","117","16","2","1"
"3749","X5","D31","0","134","2","117","17","2","0"
"3750","X6","D31","0.1","126","10","110","16","9","1"
"3751","Livrar_costas","D31","0.151162790697674","14","86","10","4","73","13"
"3752","Livrar_perna","D31","0.285714285714286","86","14","73","13","10","4"
"3753","Livrar_perda_sens","D31","NaN","100","0","83","17","0","0"
"3754","D1","D31","0","135","1","118","17","1","0"
"3755","D15","D31","0.571428571428571","129","7","116","13","3","4"
"3756","D16","D31","0.05","116","20","100","16","19","1"
"3757","D17","D31","0.2","131","5","115","16","4","1"
"3758","D18","D31","0.0625","120","16","104","16","15","1"
"3759","D19","D31","0","129","7","112","17","7","0"
"3760","D2","D31","0.125","128","8","112","16","7","1"
"3761","D20","D31","0","128","8","111","17","8","0"
"3762","D21","D31","0","129","7","112","17","7","0"
"3763","D22","D31","0","134","2","117","17","2","0"
"3764","D23","D31","0","134","2","117","17","2","0"
"3765","D24","D31","0.115384615384615","110","26","96","14","23","3"
"3766","D25","D31","0","132","4","115","17","4","0"
"3767","D26","D31","0.5","134","2","118","16","1","1"
"3768","D27","D31","0.2","131","5","115","16","4","1"
"3769","D28","D31","0.5","130","6","116","14","3","3"
"3770","D29","D31","0.19047619047619","94","42","85","9","34","8"
"3771","D3","D31","0","134","2","117","17","2","0"
"3772","D30","D31","0.17741935483871","74","62","68","6","51","11"
"3773","D31","D31","1","119","17","119","0","0","17"
"3774","D32","D31","0.0810810810810811","99","37","85","14","34","3"
"3775","D33","D31","0.666666666666667","124","12","115","9","4","8"
"3776","D34","D31","0.333333333333333","133","3","117","16","2","1"
"3777","D35","D31","0","134","2","117","17","2","0"
"3778","D36","D31","0.375","128","8","114","14","5","3"
"3779","D37","D31","0.0454545454545455","114","22","98","16","21","1"
"3780","D38","D31","0.666666666666667","133","3","118","15","1","2"
"3781","D39","D31","0","121","15","104","17","15","0"
"3782","D4","D31","0","132","4","115","17","4","0"
"3783","D40","D31","0.6","131","5","117","14","2","3"
"3784","D41","D31","0.142857142857143","129","7","113","16","6","1"
"3785","D42","D31","0","133","3","116","17","3","0"
"3786","D43","D31","0","133","3","116","17","3","0"
"3787","D44","D31","0.105263157894737","98","38","85","13","34","4"
"3788","D45","D31","0.583333333333333","124","12","114","10","5","7"
"3789","D46","D31","0.105263157894737","98","38","85","13","34","4"
"3790","D47","D31","0.666666666666667","124","12","115","9","4","8"
"3791","D48","D31","0.0384615384615385","110","26","94","16","25","1"
"3792","D49","D31","0.538461538461538","123","13","113","10","6","7"
"3793","D5","D31","0.333333333333333","133","3","117","16","2","1"
"3794","D50","D31","0.5","134","2","118","16","1","1"
"3795","D51","D31","0","135","1","118","17","1","0"
"3796","D52","D31","0","134","2","117","17","2","0"
"3797","D53","D31","0","134","2","117","17","2","0"
"3798","D9","D31","0","135","1","118","17","1","0"
"3799","RMDQ1_v1","D31","0.186046511627907","73","43","64","9","35","8"
"3800","RMDQ2_v1","D31","0.170212765957447","69","47","60","9","39","8"
"3801","RMDQ3_v1","D31","0.0833333333333333","82","36","68","14","33","3"
"3802","RMDQ4_v1","D31","0.0769230769230769","92","26","77","15","24","2"
"3803","RMDQ5_v1","D31","0.0909090909090909","85","33","71","14","30","3"
"3804","RMDQ6_v1","D31","0.103448275862069","89","29","75","14","26","3"
"3805","RMDQ7_v1","D31","0.15","97","20","83","14","17","3"
"3806","RMDQ8_v1","D31","0.25","113","4","97","16","3","1"
"3807","RMDQ9_v1","D31","0.166666666666667","99","18","85","14","15","3"
"3808","RMDQ10_v1","D31","0.136363636363636","95","22","81","14","19","3"
"3809","RMDQ11_v1","D31","0.130434782608696","94","23","80","14","20","3"
"3810","RMDQ12_v1","D31","0.136363636363636","95","22","81","14","19","3"
"3811","RMDQ13_v1","D31","0.136363636363636","95","22","81","14","19","3"
"3812","RMDQ14_v1","D31","0.12","92","25","78","14","22","3"
"3813","RMDQ15_v1","D31","0.0666666666666667","102","15","86","16","14","1"
"3814","RMDQ16_v1","D31","0.157894736842105","98","19","84","14","16","3"
"3815","RMDQ17_v1","D31","0.136363636363636","95","22","81","14","19","3"
"3816","RMDQ18_v1","D31","0.15","97","20","83","14","17","3"
"3817","RMDQ19_v1","D31","0.125","101","16","86","15","14","2"
"3818","RMDQ20_v1","D31","0.142857142857143","96","21","82","14","18","3"
"3819","RMDQ21_v1","D31","0.125","93","24","79","14","21","3"
"3820","RMDQ22_v1","D31","0.15","97","20","83","14","17","3"
"3821","RMDQ23_v1","D31","0.157894736842105","98","19","84","14","16","3"
"3822","RMDQ24_v1","D31","0.157894736842105","98","19","84","14","16","3"
"3823","Fuma","D32","0.239130434782609","82","46","57","25","35","11"
"3824","Cirurgia_coluna","D32","0.272727272727273","63","55","46","17","40","15"
"3825","Aposentado","D32","0.32258064516129","101","31","74","27","21","10"
"3826","Desempregado","D32","0.12","105","25","71","34","22","3"
"3827","Licenca_Medica","D32","0.333333333333333","114","18","83","31","12","6"
"3828","Aposentado_Invalidez","D32","0.5","123","8","91","32","4","4"
"3829","Analg.e9.sicos","D32","0.375","42","88","38","4","55","33"
"3830","OutraDoenca","D32","0.3","80","50","59","21","35","15"
"3831","Dor_costas","D32","0.362637362637363","37","91","34","3","58","33"
"3832","Dor_pernas","D32","0.545454545454545","72","55","66","6","25","30"
"3833","Retornar_trabalho","D32","0.35","99","20","73","26","13","7"
"3834","Masc","D32","0.318181818181818","48","88","39","9","60","28"
"3835","Fem","D32","0.1875","88","48","60","28","39","9"
"3836","Casado_Amasiado","D32","0.327272727272727","81","55","62","19","37","18"
"3837","Solteiro","D32","0.220338983050847","77","59","53","24","46","13"
"3838","Separado_Divorciado","D32","0.285714285714286","129","7","94","35","5","2"
"3839","X4","D32","0","133","3","96","37","3","0"
"3840","X5","D32","0","134","2","97","37","2","0"
"3841","X6","D32","0.4","126","10","93","33","6","4"
"3842","Livrar_costas","D32","0.337209302325581","14","86","7","7","57","29"
"3843","Livrar_perna","D32","0.5","86","14","57","29","7","7"
"3844","Livrar_perda_sens","D32","NaN","100","0","64","36","0","0"
"3845","D1","D32","0","135","1","98","37","1","0"
"3846","D15","D32","0.142857142857143","129","7","93","36","6","1"
"3847","D16","D32","0.85","116","20","96","20","3","17"
"3848","D17","D32","0.2","131","5","95","36","4","1"
"3849","D18","D32","0.0625","120","16","84","36","15","1"
"3850","D19","D32","0.142857142857143","129","7","93","36","6","1"
"3851","D2","D32","0","128","8","91","37","8","0"
"3852","D20","D32","0","128","8","91","37","8","0"
"3853","D21","D32","0.142857142857143","129","7","93","36","6","1"
"3854","D22","D32","0","134","2","97","37","2","0"
"3855","D23","D32","0","134","2","97","37","2","0"
"3856","D24","D32","0.153846153846154","110","26","77","33","22","4"
"3857","D25","D32","0","132","4","95","37","4","0"
"3858","D26","D32","0","134","2","97","37","2","0"
"3859","D27","D32","0.4","131","5","96","35","3","2"
"3860","D28","D32","0","130","6","93","37","6","0"
"3861","D29","D32","0.785714285714286","94","42","90","4","9","33"
"3862","D3","D32","0","134","2","97","37","2","0"
"3863","D30","D32","0.548387096774194","74","62","71","3","28","34"
"3864","D31","D32","0.176470588235294","119","17","85","34","14","3"
"3865","D32","D32","1","99","37","99","0","0","37"
"3866","D33","D32","0.25","124","12","90","34","9","3"
"3867","D34","D32","0","133","3","96","37","3","0"
"3868","D35","D32","0","134","2","97","37","2","0"
"3869","D36","D32","0.125","128","8","92","36","7","1"
"3870","D37","D32","0.727272727272727","114","22","93","21","6","16"
"3871","D38","D32","0","133","3","96","37","3","0"
"3872","D39","D32","0.866666666666667","121","15","97","24","2","13"
"3873","D4","D32","0","132","4","95","37","4","0"
"3874","D40","D32","0","131","5","94","37","5","0"
"3875","D41","D32","0.571428571428571","129","7","96","33","3","4"
"3876","D42","D32","0.333333333333333","133","3","97","36","2","1"
"3877","D43","D32","0","133","3","96","37","3","0"
"3878","D44","D32","0.842105263157895","98","38","93","5","6","32"
"3879","D45","D32","0.25","124","12","90","34","9","3"
"3880","D46","D32","0.789473684210526","98","38","91","7","8","30"
"3881","D47","D32","0.166666666666667","124","12","89","35","10","2"
"3882","D48","D32","0.807692307692308","110","26","94","16","5","21"
"3883","D49","D32","0.307692307692308","123","13","90","33","9","4"
"3884","D5","D32","0","133","3","96","37","3","0"
"3885","D50","D32","0","134","2","97","37","2","0"
"3886","D51","D32","0","135","1","98","37","1","0"
"3887","D52","D32","0.5","134","2","98","36","1","1"
"3888","D53","D32","0","134","2","97","37","2","0"
"3889","D9","D32","0","135","1","98","37","1","0"
"3890","RMDQ1_v1","D32","0.348837209302326","73","43","51","22","28","15"
"3891","RMDQ2_v1","D32","0.297872340425532","69","47","46","23","33","14"
"3892","RMDQ3_v1","D32","0.416666666666667","82","36","60","22","21","15"
"3893","RMDQ4_v1","D32","0.307692307692308","92","26","63","29","18","8"
"3894","RMDQ5_v1","D32","0.484848484848485","85","33","64","21","17","16"
"3895","RMDQ6_v1","D32","0.448275862068966","89","29","65","24","16","13"
"3896","RMDQ7_v1","D32","0.5","97","20","70","27","10","10"
"3897","RMDQ8_v1","D32","0.25","113","4","77","36","3","1"
"3898","RMDQ9_v1","D32","0.444444444444444","99","18","70","29","10","8"
"3899","RMDQ10_v1","D32","0.363636363636364","95","22","66","29","14","8"
"3900","RMDQ11_v1","D32","0.391304347826087","94","23","66","28","14","9"
"3901","RMDQ12_v1","D32","0.454545454545455","95","22","68","27","12","10"
"3902","RMDQ13_v1","D32","0.454545454545455","95","22","68","27","12","10"
"3903","RMDQ14_v1","D32","0.36","92","25","64","28","16","9"
"3904","RMDQ15_v1","D32","0.466666666666667","102","15","72","30","8","7"
"3905","RMDQ16_v1","D32","0.421052631578947","98","19","69","29","11","8"
"3906","RMDQ17_v1","D32","0.318181818181818","95","22","65","30","15","7"
"3907","RMDQ18_v1","D32","0.35","97","20","67","30","13","7"
"3908","RMDQ19_v1","D32","0.5625","101","16","73","28","7","9"
"3909","RMDQ20_v1","D32","0.380952380952381","96","21","67","29","13","8"
"3910","RMDQ21_v1","D32","0.416666666666667","93","24","66","27","14","10"
"3911","RMDQ22_v1","D32","0.45","97","20","69","28","11","9"
"3912","RMDQ23_v1","D32","0.421052631578947","98","19","69","29","11","8"
"3913","RMDQ24_v1","D32","0.421052631578947","98","19","69","29","11","8"
"3914","Fuma","D33","0.0869565217391304","82","46","75","7","42","4"
"3915","Cirurgia_coluna","D33","0.0727272727272727","63","55","58","5","51","4"
"3916","Aposentado","D33","0.032258064516129","101","31","91","10","30","1"
"3917","Desempregado","D33","0.04","105","25","95","10","24","1"
"3918","Licenca_Medica","D33","0","114","18","103","11","18","0"
"3919","Aposentado_Invalidez","D33","0","123","8","113","10","8","0"
"3920","Analg.e9.sicos","D33","0.0909090909090909","42","88","38","4","80","8"
"3921","OutraDoenca","D33","0.08","80","50","72","8","46","4"
"3922","Dor_costas","D33","0.0989010989010989","37","91","34","3","82","9"
"3923","Dor_pernas","D33","0.163636363636364","72","55","69","3","46","9"
"3924","Retornar_trabalho","D33","0.05","99","20","90","9","19","1"
"3925","Masc","D33","0.0795454545454545","48","88","43","5","81","7"
"3926","Fem","D33","0.104166666666667","88","48","81","7","43","5"
"3927","Casado_Amasiado","D33","0.0727272727272727","81","55","73","8","51","4"
"3928","Solteiro","D33","0.11864406779661","77","59","72","5","52","7"
"3929","Separado_Divorciado","D33","0","129","7","117","12","7","0"
"3930","X4","D33","0.333333333333333","133","3","122","11","2","1"
"3931","X5","D33","0","134","2","122","12","2","0"
"3932","X6","D33","0","126","10","114","12","10","0"
"3933","Livrar_costas","D33","0.0930232558139535","14","86","10","4","78","8"
"3934","Livrar_perna","D33","0.285714285714286","86","14","78","8","10","4"
"3935","Livrar_perda_sens","D33","NaN","100","0","88","12","0","0"
"3936","D1","D33","0","135","1","123","12","1","0"
"3937","D15","D33","0.285714285714286","129","7","119","10","5","2"
"3938","D16","D33","0.05","116","20","105","11","19","1"
"3939","D17","D33","0","131","5","119","12","5","0"
"3940","D18","D33","0","120","16","108","12","16","0"
"3941","D19","D33","0","129","7","117","12","7","0"
"3942","D2","D33","0","128","8","116","12","8","0"
"3943","D20","D33","0","128","8","116","12","8","0"
"3944","D21","D33","0.285714285714286","129","7","119","10","5","2"
"3945","D22","D33","0","134","2","122","12","2","0"
"3946","D23","D33","0","134","2","122","12","2","0"
"3947","D24","D33","0.0384615384615385","110","26","99","11","25","1"
"3948","D25","D33","0","132","4","120","12","4","0"
"3949","D26","D33","0","134","2","122","12","2","0"
"3950","D27","D33","0","131","5","119","12","5","0"
"3951","D28","D33","0","130","6","118","12","6","0"
"3952","D29","D33","0.0476190476190476","94","42","84","10","40","2"
"3953","D3","D33","0","134","2","122","12","2","0"
"3954","D30","D33","0.145161290322581","74","62","71","3","53","9"
"3955","D31","D33","0.470588235294118","119","17","115","4","9","8"
"3956","D32","D33","0.0810810810810811","99","37","90","9","34","3"
"3957","D33","D33","1","124","12","124","0","0","12"
"3958","D34","D33","0","133","3","121","12","3","0"
"3959","D35","D33","0","134","2","122","12","2","0"
"3960","D36","D33","0.25","128","8","118","10","6","2"
"3961","D37","D33","0","114","22","102","12","22","0"
"3962","D38","D33","0.666666666666667","133","3","123","10","1","2"
"3963","D39","D33","0","121","15","109","12","15","0"
"3964","D4","D33","0","132","4","120","12","4","0"
"3965","D40","D33","0.4","131","5","121","10","3","2"
"3966","D41","D33","0","129","7","117","12","7","0"
"3967","D42","D33","0","133","3","121","12","3","0"
"3968","D43","D33","0","133","3","121","12","3","0"
"3969","D44","D33","0.0789473684210526","98","38","89","9","35","3"
"3970","D45","D33","0.666666666666667","124","12","120","4","4","8"
"3971","D46","D33","0.0789473684210526","98","38","89","9","35","3"
"3972","D47","D33","0.583333333333333","124","12","119","5","5","7"
"3973","D48","D33","0.0384615384615385","110","26","99","11","25","1"
"3974","D49","D33","0.692307692307692","123","13","120","3","4","9"
"3975","D5","D33","0","133","3","121","12","3","0"
"3976","D50","D33","0","134","2","122","12","2","0"
"3977","D51","D33","0","135","1","123","12","1","0"
"3978","D52","D33","0","134","2","122","12","2","0"
"3979","D53","D33","0","134","2","122","12","2","0"
"3980","D9","D33","0","135","1","123","12","1","0"
"3981","RMDQ1_v1","D33","0.13953488372093","73","43","67","6","37","6"
"3982","RMDQ2_v1","D33","0.106382978723404","69","47","62","7","42","5"
"3983","RMDQ3_v1","D33","0.0277777777777778","82","36","71","11","35","1"
"3984","RMDQ4_v1","D33","0","92","26","80","12","26","0"
"3985","RMDQ5_v1","D33","0.0303030303030303","85","33","74","11","32","1"
"3986","RMDQ6_v1","D33","0.0344827586206897","89","29","78","11","28","1"
"3987","RMDQ7_v1","D33","0.05","97","20","86","11","19","1"
"3988","RMDQ8_v1","D33","0","113","4","101","12","4","0"
"3989","RMDQ9_v1","D33","0.0555555555555556","99","18","88","11","17","1"
"3990","RMDQ10_v1","D33","0.0909090909090909","95","22","85","10","20","2"
"3991","RMDQ11_v1","D33","0.0434782608695652","94","23","83","11","22","1"
"3992","RMDQ12_v1","D33","0.0454545454545455","95","22","84","11","21","1"
"3993","RMDQ13_v1","D33","0.0454545454545455","95","22","84","11","21","1"
"3994","RMDQ14_v1","D33","0.04","92","25","81","11","24","1"
"3995","RMDQ15_v1","D33","0.0666666666666667","102","15","91","11","14","1"
"3996","RMDQ16_v1","D33","0.0526315789473684","98","19","87","11","18","1"
"3997","RMDQ17_v1","D33","0.0454545454545455","95","22","84","11","21","1"
"3998","RMDQ18_v1","D33","0.05","97","20","86","11","19","1"
"3999","RMDQ19_v1","D33","0.0625","101","16","90","11","15","1"
"4000","RMDQ20_v1","D33","0.0476190476190476","96","21","85","11","20","1"
"4001","RMDQ21_v1","D33","0.0416666666666667","93","24","82","11","23","1"
"4002","RMDQ22_v1","D33","0.05","97","20","86","11","19","1"
"4003","RMDQ23_v1","D33","0.105263157894737","98","19","88","10","17","2"
"4004","RMDQ24_v1","D33","0.0526315789473684","98","19","87","11","18","1"
"4005","Fuma","D34","0.0652173913043478","82","46","82","0","43","3"
"4006","Cirurgia_coluna","D34","0.0363636363636364","63","55","63","0","53","2"
"4007","Aposentado","D34","0.032258064516129","101","31","99","2","30","1"
"4008","Desempregado","D34","0.08","105","25","104","1","23","2"
"4009","Licenca_Medica","D34","0.111111111111111","114","18","113","1","16","2"
"4010","Aposentado_Invalidez","D34","0","123","8","120","3","8","0"
"4011","Analg.e9.sicos","D34","0.0227272727272727","42","88","41","1","86","2"
"4012","OutraDoenca","D34","0.02","80","50","78","2","49","1"
"4013","Dor_costas","D34","0.021978021978022","37","91","36","1","89","2"
"4014","Dor_pernas","D34","0.0181818181818182","72","55","70","2","54","1"
"4015","Retornar_trabalho","D34","0","99","20","96","3","20","0"
"4016","Masc","D34","0.0113636363636364","48","88","46","2","87","1"
"4017","Fem","D34","0.0416666666666667","88","48","87","1","46","2"
"4018","Casado_Amasiado","D34","0.0181818181818182","81","55","79","2","54","1"
"4019","Solteiro","D34","0.0338983050847458","77","59","76","1","57","2"
"4020","Separado_Divorciado","D34","0","129","7","126","3","7","0"
"4021","X4","D34","0","133","3","130","3","3","0"
"4022","X5","D34","0","134","2","131","3","2","0"
"4023","X6","D34","0","126","10","123","3","10","0"
"4024","Livrar_costas","D34","0.0232558139534884","14","86","14","0","84","2"
"4025","Livrar_perna","D34","0","86","14","84","2","14","0"
