"","demonimador","numerador","Frequência","Qtd_1_Denom","Qtd_0_Demon","D0N0","D0N1","D1N0","D1N1"
"333","RMDQ9_v1","RMDQ7_v1","0.970588235294118","34","186","180","6","1","33"
"334","RMDQ10_v1","RMDQ7_v1","0.825","40","180","174","6","7","33"
"335","RMDQ11_v1","RMDQ7_v1","0.785714285714286","42","178","172","6","9","33"
"336","RMDQ12_v1","RMDQ7_v1","0.818181818181818","44","176","173","3","8","36"
"337","RMDQ13_v1","RMDQ7_v1","0.717391304347826","46","174","168","6","13","33"
"338","RMDQ14_v1","RMDQ7_v1","0.714285714285714","49","171","167","4","14","35"
"339","RMDQ15_v1","RMDQ7_v1","0.870967741935484","31","189","177","12","4","27"
"340","RMDQ16_v1","RMDQ7_v1","0.864864864864865","37","183","176","7","5","32"
"341","RMDQ17_v1","RMDQ7_v1","0.63265306122449","49","171","163","8","18","31"
"342","RMDQ18_v1","RMDQ7_v1","0.861111111111111","36","184","176","8","5","31"
"343","RMDQ19_v1","RMDQ7_v1","0.96875","32","188","180","8","1","31"
"344","RMDQ20_v1","RMDQ7_v1","0.868421052631579","38","182","176","6","5","33"
"345","RMDQ21_v1","RMDQ7_v1","0.6875","48","172","166","6","15","33"
"346","RMDQ22_v1","RMDQ7_v1","0.842105263157895","38","182","175","7","6","32"
"347","RMDQ23_v1","RMDQ7_v1","0.864864864864865","37","183","176","7","5","32"
"348","RMDQ24_v1","RMDQ7_v1","0.942857142857143","35","185","179","6","2","33"
"349","Dor_costas","RMDQ8_v1","0.0569105691056911","123","67","66","1","116","7"
"350","Dor_pernas","RMDQ8_v1","0.0461538461538462","65","123","118","5","62","3"
"351","Livrar_costas","RMDQ8_v1","0.0654205607476635","107","16","16","0","100","7"
"352","Livrar_perna","RMDQ8_v1","0","14","109","102","7","14","0"
"353","D30","RMDQ8_v1","0.0491803278688525","61","56","55","1","58","3"
"354","RMDQ1_v1","RMDQ8_v1","0.0470588235294118","85","134","130","4","81","4"
"355","RMDQ2_v1","RMDQ8_v1","0.0555555555555556","90","129","126","3","85","5"
"356","RMDQ3_v1","RMDQ8_v1","0.10126582278481","79","141","141","0","71","8"
"357","RMDQ4_v1","RMDQ8_v1","0.12962962962963","54","166","165","1","47","7"
"358","RMDQ5_v1","RMDQ8_v1","0.111111111111111","72","148","148","0","64","8"
"359","RMDQ6_v1","RMDQ8_v1","0.125","56","164","163","1","49","7"
"360","RMDQ7_v1","RMDQ8_v1","0.205128205128205","39","181","181","0","31","8"
"361","RMDQ8_v1","RMDQ8_v1","1","8","212","212","0","0","8"
"362","RMDQ9_v1","RMDQ8_v1","0.205882352941176","34","186","185","1","27","7"
"363","RMDQ10_v1","RMDQ8_v1","0.175","40","180","179","1","33","7"
"364","RMDQ11_v1","RMDQ8_v1","0.166666666666667","42","178","177","1","35","7"
"365","RMDQ12_v1","RMDQ8_v1","0.159090909090909","44","176","175","1","37","7"
"366","RMDQ13_v1","RMDQ8_v1","0.152173913043478","46","174","173","1","39","7"
"367","RMDQ14_v1","RMDQ8_v1","0.142857142857143","49","171","170","1","42","7"
"368","RMDQ15_v1","RMDQ8_v1","0.129032258064516","31","189","185","4","27","4"
"369","RMDQ16_v1","RMDQ8_v1","0.189189189189189","37","183","182","1","30","7"
"370","RMDQ17_v1","RMDQ8_v1","0.142857142857143","49","171","170","1","42","7"
"371","RMDQ18_v1","RMDQ8_v1","0.194444444444444","36","184","183","1","29","7"
"372","RMDQ19_v1","RMDQ8_v1","0.21875","32","188","187","1","25","7"
"373","RMDQ20_v1","RMDQ8_v1","0.184210526315789","38","182","181","1","31","7"
"374","RMDQ21_v1","RMDQ8_v1","0.145833333333333","48","172","171","1","41","7"
"375","RMDQ22_v1","RMDQ8_v1","0.184210526315789","38","182","181","1","31","7"
"376","RMDQ23_v1","RMDQ8_v1","0.189189189189189","37","183","182","1","30","7"
"377","RMDQ24_v1","RMDQ8_v1","0.2","35","185","184","1","28","7"
"378","Dor_costas","RMDQ9_v1","0.195121951219512","123","67","62","5","99","24"
"379","Dor_pernas","RMDQ9_v1","0.215384615384615","65","123","108","15","51","14"
"380","Livrar_costas","RMDQ9_v1","0.186915887850467","107","16","14","2","87","20"
"381","Livrar_perna","RMDQ9_v1","0.142857142857143","14","109","89","20","12","2"
"382","D30","RMDQ9_v1","0.19672131147541","61","56","50","6","49","12"
"383","RMDQ1_v1","RMDQ9_v1","0.364705882352941","85","134","131","3","54","31"
"384","RMDQ2_v1","RMDQ9_v1","0.333333333333333","90","129","125","4","60","30"
"385","RMDQ3_v1","RMDQ9_v1","0.40506329113924","79","141","139","2","47","32"
"386","RMDQ4_v1","RMDQ9_v1","0.203703703703704","54","166","143","23","43","11"
"387","RMDQ5_v1","RMDQ9_v1","0.444444444444444","72","148","146","2","40","32"
"388","RMDQ6_v1","RMDQ9_v1","0.589285714285714","56","164","163","1","23","33"
"389","RMDQ7_v1","RMDQ9_v1","0.846153846153846","39","181","180","1","6","33"
"390","RMDQ8_v1","RMDQ9_v1","0.875","8","212","185","27","1","7"
"391","RMDQ9_v1","RMDQ9_v1","1","34","186","186","0","0","34"
"392","RMDQ10_v1","RMDQ9_v1","0.825","40","180","179","1","7","33"
"393","RMDQ11_v1","RMDQ9_v1","0.785714285714286","42","178","177","1","9","33"
"394","RMDQ12_v1","RMDQ9_v1","0.75","44","176","175","1","11","33"
"395","RMDQ13_v1","RMDQ9_v1","0.717391304347826","46","174","173","1","13","33"
"396","RMDQ14_v1","RMDQ9_v1","0.653061224489796","49","171","169","2","17","32"
"397","RMDQ15_v1","RMDQ9_v1","0.870967741935484","31","189","182","7","4","27"
"398","RMDQ16_v1","RMDQ9_v1","0.864864864864865","37","183","181","2","5","32"
"399","RMDQ17_v1","RMDQ9_v1","0.63265306122449","49","171","168","3","18","31"
"400","RMDQ18_v1","RMDQ9_v1","0.861111111111111","36","184","181","3","5","31"
"401","RMDQ19_v1","RMDQ9_v1","0.96875","32","188","185","3","1","31"
"402","RMDQ20_v1","RMDQ9_v1","0.868421052631579","38","182","181","1","5","33"
"403","RMDQ21_v1","RMDQ9_v1","0.6875","48","172","171","1","15","33"
"404","RMDQ22_v1","RMDQ9_v1","0.842105263157895","38","182","180","2","6","32"
"405","RMDQ23_v1","RMDQ9_v1","0.864864864864865","37","183","181","2","5","32"
"406","RMDQ24_v1","RMDQ9_v1","0.942857142857143","35","185","184","1","2","33"
"407","Dor_costas","RMDQ10_v1","0.235772357723577","123","67","61","6","94","29"
"408","Dor_pernas","RMDQ10_v1","0.230769230769231","65","123","103","20","50","15"
"409","Livrar_costas","RMDQ10_v1","0.233644859813084","107","16","14","2","82","25"
"410","Livrar_perna","RMDQ10_v1","0.142857142857143","14","109","84","25","12","2"
"411","D30","RMDQ10_v1","0.245901639344262","61","56","49","7","46","15"
"412","RMDQ1_v1","RMDQ10_v1","0.352941176470588","85","134","124","10","55","30"
"413","RMDQ2_v1","RMDQ10_v1","0.366666666666667","90","129","122","7","57","33"
"414","RMDQ3_v1","RMDQ10_v1","0.417721518987342","79","141","134","7","46","33"
"415","RMDQ4_v1","RMDQ10_v1","0.259259259259259","54","166","140","26","40","14"
"416","RMDQ5_v1","RMDQ10_v1","0.472222222222222","72","148","142","6","38","34"
"417","RMDQ6_v1","RMDQ10_v1","0.625","56","164","159","5","21","35"
"418","RMDQ7_v1","RMDQ10_v1","0.846153846153846","39","181","174","7","6","33"
"419","RMDQ8_v1","RMDQ10_v1","0.875","8","212","179","33","1","7"
"420","RMDQ9_v1","RMDQ10_v1","0.970588235294118","34","186","179","7","1","33"
"421","RMDQ10_v1","RMDQ10_v1","1","40","180","180","0","0","40"
"422","RMDQ11_v1","RMDQ10_v1","0.880952380952381","42","178","175","3","5","37"
"423","RMDQ12_v1","RMDQ10_v1","0.795454545454545","44","176","171","5","9","35"
"424","RMDQ13_v1","RMDQ10_v1","0.717391304347826","46","174","167","7","13","33"
"425","RMDQ14_v1","RMDQ10_v1","0.73469387755102","49","171","167","4","13","36"
"426","RMDQ15_v1","RMDQ10_v1","0.870967741935484","31","189","176","13","4","27"
"427","RMDQ16_v1","RMDQ10_v1","0.864864864864865","37","183","175","8","5","32"
"428","RMDQ17_v1","RMDQ10_v1","0.673469387755102","49","171","164","7","16","33"
"429","RMDQ18_v1","RMDQ10_v1","0.972222222222222","36","184","179","5","1","35"
"430","RMDQ19_v1","RMDQ10_v1","0.96875","32","188","179","9","1","31"
"431","RMDQ20_v1","RMDQ10_v1","0.921052631578947","38","182","177","5","3","35"
"432","RMDQ21_v1","RMDQ10_v1","0.770833333333333","48","172","169","3","11","37"
"433","RMDQ22_v1","RMDQ10_v1","0.894736842105263","38","182","176","6","4","34"
"434","RMDQ23_v1","RMDQ10_v1","1","37","183","180","3","0","37"
"435","RMDQ24_v1","RMDQ10_v1","1","35","185","180","5","0","35"
"436","Dor_costas","RMDQ11_v1","0.235772357723577","123","67","61","6","94","29"
"437","Dor_pernas","RMDQ11_v1","0.246153846153846","65","123","104","19","49","16"
"438","Livrar_costas","RMDQ11_v1","0.233644859813084","107","16","14","2","82","25"
"439","Livrar_perna","RMDQ11_v1","0.142857142857143","14","109","84","25","12","2"
"440","D30","RMDQ11_v1","0.245901639344262","61","56","48","8","46","15"
"441","RMDQ1_v1","RMDQ11_v1","0.352941176470588","85","134","122","12","55","30"
"442","RMDQ2_v1","RMDQ11_v1","0.366666666666667","90","129","120","9","57","33"
"443","RMDQ3_v1","RMDQ11_v1","0.468354430379747","79","141","136","5","42","37"
"444","RMDQ4_v1","RMDQ11_v1","0.333333333333333","54","166","142","24","36","18"
"445","RMDQ5_v1","RMDQ11_v1","0.527777777777778","72","148","144","4","34","38"
"446","RMDQ6_v1","RMDQ11_v1","0.696428571428571","56","164","161","3","17","39"
"447","RMDQ7_v1","RMDQ11_v1","0.846153846153846","39","181","172","9","6","33"
"448","RMDQ8_v1","RMDQ11_v1","0.875","8","212","177","35","1","7"
"449","RMDQ9_v1","RMDQ11_v1","0.970588235294118","34","186","177","9","1","33"
"450","RMDQ10_v1","RMDQ11_v1","0.925","40","180","175","5","3","37"
"451","RMDQ11_v1","RMDQ11_v1","1","42","178","178","0","0","42"
"452","RMDQ12_v1","RMDQ11_v1","0.795454545454545","44","176","169","7","9","35"
"453","RMDQ13_v1","RMDQ11_v1","0.717391304347826","46","174","165","9","13","33"
"454","RMDQ14_v1","RMDQ11_v1","0.73469387755102","49","171","165","6","13","36"
"455","RMDQ15_v1","RMDQ11_v1","0.870967741935484","31","189","174","15","4","27"
"456","RMDQ16_v1","RMDQ11_v1","0.864864864864865","37","183","173","10","5","32"
"457","RMDQ17_v1","RMDQ11_v1","0.673469387755102","49","171","162","9","16","33"
"458","RMDQ18_v1","RMDQ11_v1","0.972222222222222","36","184","177","7","1","35"
"459","RMDQ19_v1","RMDQ11_v1","0.96875","32","188","177","11","1","31"
"460","RMDQ20_v1","RMDQ11_v1","0.921052631578947","38","182","175","7","3","35"
"461","RMDQ21_v1","RMDQ11_v1","0.770833333333333","48","172","167","5","11","37"
"462","RMDQ22_v1","RMDQ11_v1","0.894736842105263","38","182","174","8","4","34"
"463","RMDQ23_v1","RMDQ11_v1","0.918918918918919","37","183","175","8","3","34"
"464","RMDQ24_v1","RMDQ11_v1","1","35","185","178","7","0","35"
"465","Dor_costas","RMDQ12_v1","0.252032520325203","123","67","59","8","92","31"
"466","Dor_pernas","RMDQ12_v1","0.230769230769231","65","123","99","24","50","15"
"467","Livrar_costas","RMDQ12_v1","0.252336448598131","107","16","14","2","80","27"
"468","Livrar_perna","RMDQ12_v1","0.142857142857143","14","109","82","27","12","2"
"469","D30","RMDQ12_v1","0.229508196721311","61","56","48","8","47","14"
"470","RMDQ1_v1","RMDQ12_v1","0.388235294117647","85","134","123","11","52","33"
"471","RMDQ2_v1","RMDQ12_v1","0.377777777777778","90","129","119","10","56","34"
"472","RMDQ3_v1","RMDQ12_v1","0.468354430379747","79","141","134","7","42","37"
"473","RMDQ4_v1","RMDQ12_v1","0.296296296296296","54","166","138","28","38","16"
"474","RMDQ5_v1","RMDQ12_v1","0.527777777777778","72","148","142","6","34","38"
"475","RMDQ6_v1","RMDQ12_v1","0.696428571428571","56","164","159","5","17","39"
"476","RMDQ7_v1","RMDQ12_v1","0.923076923076923","39","181","173","8","3","36"
"477","RMDQ8_v1","RMDQ12_v1","0.875","8","212","175","37","1","7"
"478","RMDQ9_v1","RMDQ12_v1","0.970588235294118","34","186","175","11","1","33"
"479","RMDQ10_v1","RMDQ12_v1","0.875","40","180","171","9","5","35"
"480","RMDQ11_v1","RMDQ12_v1","0.833333333333333","42","178","169","9","7","35"
"481","RMDQ12_v1","RMDQ12_v1","1","44","176","176","0","0","44"
"482","RMDQ13_v1","RMDQ12_v1","0.804347826086957","46","174","167","7","9","37"
"483","RMDQ14_v1","RMDQ12_v1","0.755102040816326","49","171","164","7","12","37"
"484","RMDQ15_v1","RMDQ12_v1","0.935483870967742","31","189","174","15","2","29"
"485","RMDQ16_v1","RMDQ12_v1","0.864864864864865","37","183","171","12","5","32"
"486","RMDQ17_v1","RMDQ12_v1","0.673469387755102","49","171","160","11","16","33"
"487","RMDQ18_v1","RMDQ12_v1","0.916666666666667","36","184","173","11","3","33"
"488","RMDQ19_v1","RMDQ12_v1","0.96875","32","188","175","13","1","31"
"489","RMDQ20_v1","RMDQ12_v1","0.921052631578947","38","182","173","9","3","35"
"490","RMDQ21_v1","RMDQ12_v1","0.729166666666667","48","172","163","9","13","35"
"491","RMDQ22_v1","RMDQ12_v1","0.894736842105263","38","182","172","10","4","34"
"492","RMDQ23_v1","RMDQ12_v1","0.918918918918919","37","183","173","10","3","34"
"493","RMDQ24_v1","RMDQ12_v1","1","35","185","176","9","0","35"
"494","Dor_costas","RMDQ13_v1","0.24390243902439","123","67","57","10","93","30"
"495","Dor_pernas","RMDQ13_v1","0.215384615384615","65","123","97","26","51","14"
"496","Livrar_costas","RMDQ13_v1","0.242990654205607","107","16","14","2","81","26"
"497","Livrar_perna","RMDQ13_v1","0.142857142857143","14","109","83","26","12","2"
"498","D30","RMDQ13_v1","0.229508196721311","61","56","48","8","47","14"
"499","RMDQ1_v1","RMDQ13_v1","0.388235294117647","85","134","121","13","52","33"
"500","RMDQ2_v1","RMDQ13_v1","0.355555555555556","90","129","115","14","58","32"
"501","RMDQ3_v1","RMDQ13_v1","0.481012658227848","79","141","133","8","41","38"
"502","RMDQ4_v1","RMDQ13_v1","0.314814814814815","54","166","137","29","37","17"
"503","RMDQ5_v1","RMDQ13_v1","0.5","72","148","138","10","36","36"
"504","RMDQ6_v1","RMDQ13_v1","0.660714285714286","56","164","155","9","19","37"
"505","RMDQ7_v1","RMDQ13_v1","0.846153846153846","39","181","168","13","6","33"
"506","RMDQ8_v1","RMDQ13_v1","0.875","8","212","173","39","1","7"
"507","RMDQ9_v1","RMDQ13_v1","0.970588235294118","34","186","173","13","1","33"
"508","RMDQ10_v1","RMDQ13_v1","0.825","40","180","167","13","7","33"
"509","RMDQ11_v1","RMDQ13_v1","0.785714285714286","42","178","165","13","9","33"
"510","RMDQ12_v1","RMDQ13_v1","0.840909090909091","44","176","167","9","7","37"
"511","RMDQ13_v1","RMDQ13_v1","1","46","174","174","0","0","46"
"512","RMDQ14_v1","RMDQ13_v1","0.653061224489796","49","171","157","14","17","32"
"513","RMDQ15_v1","RMDQ13_v1","0.870967741935484","31","189","170","19","4","27"
"514","RMDQ16_v1","RMDQ13_v1","0.945945945945946","37","183","172","11","2","35"
"515","RMDQ17_v1","RMDQ13_v1","0.693877551020408","49","171","159","12","15","34"
"516","RMDQ18_v1","RMDQ13_v1","0.861111111111111","36","184","169","15","5","31"
"517","RMDQ19_v1","RMDQ13_v1","0.96875","32","188","173","15","1","31"
"518","RMDQ20_v1","RMDQ13_v1","0.868421052631579","38","182","169","13","5","33"
"519","RMDQ21_v1","RMDQ13_v1","0.6875","48","172","159","13","15","33"
"520","RMDQ22_v1","RMDQ13_v1","0.842105263157895","38","182","168","14","6","32"
"521","RMDQ23_v1","RMDQ13_v1","0.864864864864865","37","183","169","14","5","32"
"522","RMDQ24_v1","RMDQ13_v1","0.942857142857143","35","185","172","13","2","33"
"523","Dor_costas","RMDQ14_v1","0.284552845528455","123","67","59","8","88","35"
"524","Dor_pernas","RMDQ14_v1","0.230769230769231","65","123","96","27","50","15"
"525","Livrar_costas","RMDQ14_v1","0.271028037383178","107","16","13","3","78","29"
"526","Livrar_perna","RMDQ14_v1","0.142857142857143","14","109","79","30","12","2"
"527","D30","RMDQ14_v1","0.278688524590164","61","56","48","8","44","17"
"528","RMDQ1_v1","RMDQ14_v1","0.482352941176471","85","134","126","8","44","41"
"529","RMDQ2_v1","RMDQ14_v1","0.5","90","129","125","4","45","45"
"530","RMDQ3_v1","RMDQ14_v1","0.468354430379747","79","141","129","12","42","37"
"531","RMDQ4_v1","RMDQ14_v1","0.333333333333333","54","166","135","31","36","18"
"532","RMDQ5_v1","RMDQ14_v1","0.513888888888889","72","148","136","12","35","37"
"533","RMDQ6_v1","RMDQ14_v1","0.607142857142857","56","164","149","15","22","34"
"534","RMDQ7_v1","RMDQ14_v1","0.897435897435897","39","181","167","14","4","35"
"535","RMDQ8_v1","RMDQ14_v1","0.875","8","212","170","42","1","7"
"536","RMDQ9_v1","RMDQ14_v1","0.941176470588235","34","186","169","17","2","32"
"537","RMDQ10_v1","RMDQ14_v1","0.9","40","180","167","13","4","36"
"538","RMDQ11_v1","RMDQ14_v1","0.857142857142857","42","178","165","13","6","36"
"539","RMDQ12_v1","RMDQ14_v1","0.840909090909091","44","176","164","12","7","37"
"540","RMDQ13_v1","RMDQ14_v1","0.695652173913043","46","174","157","17","14","32"
"541","RMDQ14_v1","RMDQ14_v1","1","49","171","171","0","0","49"
"542","RMDQ15_v1","RMDQ14_v1","0.935483870967742","31","189","169","20","2","29"
"543","RMDQ16_v1","RMDQ14_v1","0.864864864864865","37","183","166","17","5","32"
"544","RMDQ17_v1","RMDQ14_v1","0.673469387755102","49","171","155","16","16","33"
"545","RMDQ18_v1","RMDQ14_v1","0.972222222222222","36","184","170","14","1","35"
"546","RMDQ19_v1","RMDQ14_v1","0.9375","32","188","169","19","2","30"
"547","RMDQ20_v1","RMDQ14_v1","0.894736842105263","38","182","167","15","4","34"
"548","RMDQ21_v1","RMDQ14_v1","0.75","48","172","159","13","12","36"
"549","RMDQ22_v1","RMDQ14_v1","0.868421052631579","38","182","166","16","5","33"
"550","RMDQ23_v1","RMDQ14_v1","0.891891891891892","37","183","167","16","4","33"
"551","RMDQ24_v1","RMDQ14_v1","0.971428571428571","35","185","170","15","1","34"
"552","Dor_costas","RMDQ15_v1","0.170731707317073","123","67","62","5","102","21"
"553","Dor_pernas","RMDQ15_v1","0.169230769230769","65","123","109","14","54","11"
"554","Livrar_costas","RMDQ15_v1","0.14018691588785","107","16","13","3","92","15"
"555","Livrar_perna","RMDQ15_v1","0.142857142857143","14","109","93","16","12","2"
"556","D30","RMDQ15_v1","0.163934426229508","61","56","51","5","51","10"
"557","RMDQ1_v1","RMDQ15_v1","0.341176470588235","85","134","132","2","56","29"
"558","RMDQ2_v1","RMDQ15_v1","0.322222222222222","90","129","127","2","61","29"
"559","RMDQ3_v1","RMDQ15_v1","0.341772151898734","79","141","137","4","52","27"
"560","RMDQ4_v1","RMDQ15_v1","0.0925925925925926","54","166","140","26","49","5"
"561","RMDQ5_v1","RMDQ15_v1","0.375","72","148","144","4","45","27"
"562","RMDQ6_v1","RMDQ15_v1","0.482142857142857","56","164","160","4","29","27"
"563","RMDQ7_v1","RMDQ15_v1","0.692307692307692","39","181","177","4","12","27"
"564","RMDQ8_v1","RMDQ15_v1","0.5","8","212","185","27","4","4"
"565","RMDQ9_v1","RMDQ15_v1","0.794117647058823","34","186","182","4","7","27"
"566","RMDQ10_v1","RMDQ15_v1","0.675","40","180","176","4","13","27"
"567","RMDQ11_v1","RMDQ15_v1","0.642857142857143","42","178","174","4","15","27"
"568","RMDQ12_v1","RMDQ15_v1","0.659090909090909","44","176","174","2","15","29"
"569","RMDQ13_v1","RMDQ15_v1","0.58695652173913","46","174","170","4","19","27"
"570","RMDQ14_v1","RMDQ15_v1","0.591836734693878","49","171","169","2","20","29"
"571","RMDQ15_v1","RMDQ15_v1","1","31","189","189","0","0","31"
"572","RMDQ16_v1","RMDQ15_v1","0.72972972972973","37","183","179","4","10","27"
"573","RMDQ17_v1","RMDQ15_v1","0.551020408163265","49","171","167","4","22","27"
"574","RMDQ18_v1","RMDQ15_v1","0.75","36","184","180","4","9","27"
"575","RMDQ19_v1","RMDQ15_v1","0.84375","32","188","184","4","5","27"
"576","RMDQ20_v1","RMDQ15_v1","0.710526315789474","38","182","178","4","11","27"
"577","RMDQ21_v1","RMDQ15_v1","0.5625","48","172","168","4","21","27"
"578","RMDQ22_v1","RMDQ15_v1","0.710526315789474","38","182","178","4","11","27"
"579","RMDQ23_v1","RMDQ15_v1","0.72972972972973","37","183","179","4","10","27"
"580","RMDQ24_v1","RMDQ15_v1","0.771428571428571","35","185","181","4","8","27"
"581","Dor_costas","RMDQ16_v1","0.219512195121951","123","67","62","5","96","27"
"582","Dor_pernas","RMDQ16_v1","0.184615384615385","65","123","103","20","53","12"
"583","Livrar_costas","RMDQ16_v1","0.196261682242991","107","16","14","2","86","21"
"584","Livrar_perna","RMDQ16_v1","0.142857142857143","14","109","88","21","12","2"
"585","D30","RMDQ16_v1","0.213114754098361","61","56","50","6","48","13"
"586","RMDQ1_v1","RMDQ16_v1","0.352941176470588","85","134","127","7","55","30"
"587","RMDQ2_v1","RMDQ16_v1","0.333333333333333","90","129","122","7","60","30"
"588","RMDQ3_v1","RMDQ16_v1","0.40506329113924","79","141","136","5","47","32"
"589","RMDQ4_v1","RMDQ16_v1","0.203703703703704","54","166","140","26","43","11"
"590","RMDQ5_v1","RMDQ16_v1","0.444444444444444","72","148","143","5","40","32"
"591","RMDQ6_v1","RMDQ16_v1","0.589285714285714","56","164","160","4","23","33"
"592","RMDQ7_v1","RMDQ16_v1","0.82051282051282","39","181","176","5","7","32"
"593","RMDQ8_v1","RMDQ16_v1","0.875","8","212","182","30","1","7"
"594","RMDQ9_v1","RMDQ16_v1","0.941176470588235","34","186","181","5","2","32"
"595","RMDQ10_v1","RMDQ16_v1","0.8","40","180","175","5","8","32"
"596","RMDQ11_v1","RMDQ16_v1","0.761904761904762","42","178","173","5","10","32"
"597","RMDQ12_v1","RMDQ16_v1","0.727272727272727","44","176","171","5","12","32"
"598","RMDQ13_v1","RMDQ16_v1","0.760869565217391","46","174","172","2","11","35"
"599","RMDQ14_v1","RMDQ16_v1","0.653061224489796","49","171","166","5","17","32"
"600","RMDQ15_v1","RMDQ16_v1","0.870967741935484","31","189","179","10","4","27"
"601","RMDQ16_v1","RMDQ16_v1","1","37","183","183","0","0","37"
"602","RMDQ17_v1","RMDQ16_v1","0.693877551020408","49","171","168","3","15","34"
"603","RMDQ18_v1","RMDQ16_v1","0.861111111111111","36","184","178","6","5","31"
"604","RMDQ19_v1","RMDQ16_v1","0.9375","32","188","181","7","2","30"
"605","RMDQ20_v1","RMDQ16_v1","0.868421052631579","38","182","178","4","5","33"
"606","RMDQ21_v1","RMDQ16_v1","0.666666666666667","48","172","167","5","16","32"
"607","RMDQ22_v1","RMDQ16_v1","0.815789473684211","38","182","176","6","7","31"
"608","RMDQ23_v1","RMDQ16_v1","0.837837837837838","37","183","177","6","6","31"
"609","RMDQ24_v1","RMDQ16_v1","0.914285714285714","35","185","180","5","3","32"
"610","Dor_costas","RMDQ17_v1","0.252032520325203","123","67","56","11","92","31"
"611","Dor_pernas","RMDQ17_v1","0.215384615384615","65","123","95","28","51","14"
"612","Livrar_costas","RMDQ17_v1","0.224299065420561","107","16","14","2","83","24"
"613","Livrar_perna","RMDQ17_v1","0.142857142857143","14","109","85","24","12","2"
"614","D30","RMDQ17_v1","0.213114754098361","61","56","47","9","48","13"
"615","RMDQ1_v1","RMDQ17_v1","0.411764705882353","85","134","120","14","50","35"
"616","RMDQ2_v1","RMDQ17_v1","0.411111111111111","90","129","117","12","53","37"
"617","RMDQ3_v1","RMDQ17_v1","0.518987341772152","79","141","133","8","38","41"
"618","RMDQ4_v1","RMDQ17_v1","0.351851851851852","54","166","136","30","35","19"
"619","RMDQ5_v1","RMDQ17_v1","0.569444444444444","72","148","140","8","31","41"
"620","RMDQ6_v1","RMDQ17_v1","0.696428571428571","56","164","154","10","17","39"
"621","RMDQ7_v1","RMDQ17_v1","0.794871794871795","39","181","163","18","8","31"
"622","RMDQ8_v1","RMDQ17_v1","0.875","8","212","170","42","1","7"
"623","RMDQ9_v1","RMDQ17_v1","0.911764705882353","34","186","168","18","3","31"
"624","RMDQ10_v1","RMDQ17_v1","0.825","40","180","164","16","7","33"
"625","RMDQ11_v1","RMDQ17_v1","0.785714285714286","42","178","162","16","9","33"
"626","RMDQ12_v1","RMDQ17_v1","0.75","44","176","160","16","11","33"
"627","RMDQ13_v1","RMDQ17_v1","0.739130434782609","46","174","159","15","12","34"
"628","RMDQ14_v1","RMDQ17_v1","0.673469387755102","49","171","155","16","16","33"
"629","RMDQ15_v1","RMDQ17_v1","0.870967741935484","31","189","167","22","4","27"
"630","RMDQ16_v1","RMDQ17_v1","0.918918918918919","37","183","168","15","3","34"
"631","RMDQ17_v1","RMDQ17_v1","1","49","171","171","0","0","49"
"632","RMDQ18_v1","RMDQ17_v1","0.916666666666667","36","184","168","16","3","33"
"633","RMDQ19_v1","RMDQ17_v1","0.9375","32","188","169","19","2","30"
"634","RMDQ20_v1","RMDQ17_v1","0.921052631578947","38","182","168","14","3","35"
"635","RMDQ21_v1","RMDQ17_v1","0.75","48","172","159","13","12","36"
"636","RMDQ22_v1","RMDQ17_v1","0.868421052631579","38","182","166","16","5","33"
"637","RMDQ23_v1","RMDQ17_v1","0.891891891891892","37","183","167","16","4","33"
"638","RMDQ24_v1","RMDQ17_v1","0.942857142857143","35","185","169","16","2","33"
"639","Dor_costas","RMDQ18_v1","0.219512195121951","123","67","63","4","96","27"
"640","Dor_pernas","RMDQ18_v1","0.215384615384615","65","123","106","17","51","14"
"641","Livrar_costas","RMDQ18_v1","0.196261682242991","107","16","13","3","86","21"
"642","Livrar_perna","RMDQ18_v1","0.214285714285714","14","109","88","21","11","3"
"643","D30","RMDQ18_v1","0.229508196721311","61","56","50","6","47","14"
"644","RMDQ1_v1","RMDQ18_v1","0.329411764705882","85","134","126","8","57","28"
"645","RMDQ2_v1","RMDQ18_v1","0.355555555555556","90","129","125","4","58","32"
"646","RMDQ3_v1","RMDQ18_v1","0.417721518987342","79","141","138","3","46","33"
"647","RMDQ4_v1","RMDQ18_v1","0.240740740740741","54","166","143","23","41","13"
"648","RMDQ5_v1","RMDQ18_v1","0.458333333333333","72","148","145","3","39","33"
"649","RMDQ6_v1","RMDQ18_v1","0.589285714285714","56","164","161","3","23","33"
"650","RMDQ7_v1","RMDQ18_v1","0.794871794871795","39","181","176","5","8","31"
"651","RMDQ8_v1","RMDQ18_v1","0.875","8","212","183","29","1","7"
"652","RMDQ9_v1","RMDQ18_v1","0.911764705882353","34","186","181","5","3","31"
"653","RMDQ10_v1","RMDQ18_v1","0.875","40","180","179","1","5","35"
"654","RMDQ11_v1","RMDQ18_v1","0.833333333333333","42","178","177","1","7","35"
"655","RMDQ12_v1","RMDQ18_v1","0.75","44","176","173","3","11","33"
"656","RMDQ13_v1","RMDQ18_v1","0.673913043478261","46","174","169","5","15","31"
"657","RMDQ14_v1","RMDQ18_v1","0.714285714285714","49","171","170","1","14","35"
"658","RMDQ15_v1","RMDQ18_v1","0.870967741935484","31","189","180","9","4","27"
