"Binaria","Ordinal","rpb","pvalue","Bin_0","Bin_1","Missing"
"RMDQ24_v1","Oswestry6_v1",0.9999,8.74458948567079e-52,185,35,12
"RMDQ24_v1","Oswestry7_v1",0.9999,2.48524568964642e-48,185,35,12
"RMDQ24_v1","Oswestry8_v1",0.9999,1.03157215522936e-43,185,35,12
"RMDQ24_v1","Oswestry9_v1",0.9999,5.73711768426057e-50,185,35,12
"RMDQ24_v1","Oswestry10_v1",0.9999,2.64396503358391e-43,185,35,12
"RMDQ24_v1","Somatoria_Owestry",0.9999,1.38288577267826e-64,185,35,12
"RMDQ24_v1","Ord_RMDQ",0.9999,1.80684043495848e-83,100,35,0
"RMDQ24_v1","SF12_M1_1_v1",0.751547739525031,3.39888342573601e-15,185,35,12
"RMDQ24_v1","SF12_M1_2_v1",-0.941993934124047,3.58068088917057e-25,185,35,12
"RMDQ24_v1","SF12_M1_3_v1",-0.999158014254823,3.87818400057275e-29,185,35,12
"RMDQ24_v1","SF12_M1_4_v1",-0.839271001696248,2.88080098727712e-19,185,35,12
"RMDQ24_v1","SF12_M1_5_v1",-0.902538233210413,9.75019235968795e-23,185,35,12
"RMDQ24_v1","SF12_M1_6_v1",-0.9999,1.6466860853441e-30,185,35,12
"RMDQ24_v1","SF12_M1_7_v1",-0.9999,4.94001541793228e-36,185,35,12
"RMDQ24_v1","SF12_M1_8_v1",0.91150028350602,2.8544637760128e-23,185,35,12
"RMDQ24_v1","SF12_M1_9_v1",-0.911251515158917,2.95449769123814e-23,185,35,12
"RMDQ24_v1","SF12_M1_10_v1",-0.829096606624283,9.39668678119221e-19,185,35,12
"RMDQ24_v1","SF12_M1_11_v1",-0.9999,3.87472699273897e-34,185,35,12
"RMDQ24_v1","SF12_M1_12_v1",-0.995065903944566,7.79104232105677e-29,185,35,12
"DN4 - Queimação","Oswestry2_v1",0.176737012210711,0.0381897625436342,116,101,15
"DN4 - Queimação","SF12_M1_1_v1",0.197225183122442,0.0205598399906465,116,101,15
"DN4 - Queimação","SF12_M1_2_v1",-0.265249158113663,0.00174315253734343,116,101,15
"DN4 - Queimação","SF12_M1_3_v1",-0.207310508593171,0.0148501308161797,116,101,15
"DN4 - Queimação","SF12_M1_4_v1",-0.238506736775592,0.00497032079066802,116,101,15
"DN4 - Queimação","SF12_M1_5_v1",-0.261839746499378,0.00200380126067525,116,101,15
"DN4 - Queimação","SF12_M1_6_v1",-0.291186075448365,0.000570652266634133,116,101,15
"DN4 - Queimação","SF12_M1_7_v1",-0.210836222175098,0.0132107688030027,116,101,15
"DN4 - Queimação","SF12_M1_8_v1",0.268639013083666,0.00151505117637107,116,101,15
"DN4 - Queimação","SF12_M1_9_v1",-0.176131955827362,0.0388620369809341,116,101,15
"DN4 - Queimação","SF12_M1_10_v1",-0.197171006767029,0.0205950420497051,116,101,15
"DN4 - Queimação","SF12_M1_11_v1",-0.200124230682947,0.0187505680422356,116,101,15
"DN4 - Queimação","SF12_M1_12_v1",-0.20949873965084,0.0138129478635474,116,101,15
"DN4 - Sensação de frio dolorosa","Oswestry6_v1",-0.192085470276372,0.0433735355958045,168,48,16
"DN4 - Sensação de frio dolorosa","SF12_M1_11_v1",0.194278876343929,0.0410140362543394,168,48,16
"DN4 - Choque elétrico","SF12_M1_2_v1",-0.201371313014437,0.0253922520755053,159,61,12
"DN4 - Choque elétrico","SF12_M1_3_v1",-0.184117171689919,0.0411603981792597,159,61,12
"DN4 - Choque elétrico","SF12_M1_5_v1",-0.231654099900757,0.0099840809500537,159,61,12
"DN4 - Choque elétrico","SF12_M1_8_v1",0.275327934192145,0.00212689575262345,159,61,12
"DN4 - Choque elétrico","SF12_M1_9_v1",-0.241717145218919,0.00714218839432055,159,61,12
"DN4 - Choque elétrico","SF12_M1_10_v1",-0.20060613910052,0.0259612716504231,159,61,12
"DN4 - Choque elétrico","SF12_M1_11_v1",-0.197799717175873,0.028142938705916,159,61,12
"DN4 - Choque elétrico","SF12_M1_12_v1",-0.228588714578174,0.0110291833416312,159,61,12
"DN4 - Formigamento","SF12_M1_5_v1",-0.192734130300755,0.0347459688855812,163,57,12
"DN4 - Formigamento","SF12_M1_8_v1",0.277664042760015,0.00222254596509613,163,57,12
"DN4 - Formigamento","SF12_M1_9_v1",-0.190473882655171,0.0369518485930847,163,57,12
"DN4 - Formigamento","SF12_M1_10_v1",-0.22977929391445,0.0116485001058128,163,57,12
"DN4 - Alfinetada e agulhada","Oswestry1_v1",0.28751708284126,0.00119886652886371,156,64,12
"DN4 - Alfinetada e agulhada","Oswestry2_v1",0.359169140248339,4.60915668115028e-05,156,64,12
"DN4 - Alfinetada e agulhada","Oswestry4_v1",0.22245085607082,0.0126343014481263,156,64,12
"DN4 - Alfinetada e agulhada","Oswestry7_v1",0.332780159246545,0.000166658565183045,156,64,12
"DN4 - Alfinetada e agulhada","Oswestry9_v1",0.200074922301374,0.0250928101612839,156,64,12
"DN4 - Alfinetada e agulhada","Ord_RMDQ",0.278136211729267,0.0168056718822145,88,39,8
"DN4 - Alfinetada e agulhada","SF12_M1_1_v1",0.194552395789998,0.0294467384748064,156,64,12
"DN4 - Alfinetada e agulhada","SF12_M1_2_v1",-0.473146551434883,5.10912364150739e-08,156,64,12
"DN4 - Alfinetada e agulhada","SF12_M1_3_v1",-0.405209442965094,3.80483502556194e-06,156,64,12
"DN4 - Alfinetada e agulhada","SF12_M1_4_v1",-0.285555752807592,0.00129756700672287,156,64,12
"DN4 - Alfinetada e agulhada","SF12_M1_5_v1",-0.444114232070786,3.5490003850675e-07,156,64,12
"DN4 - Alfinetada e agulhada","SF12_M1_6_v1",-0.372222886662577,2.34900500705246e-05,156,64,12
"DN4 - Alfinetada e agulhada","SF12_M1_7_v1",-0.370541045379865,2.56583526275685e-05,156,64,12
"DN4 - Alfinetada e agulhada","SF12_M1_8_v1",0.445676770386698,3.20942036512962e-07,156,64,12
"DN4 - Alfinetada e agulhada","SF12_M1_9_v1",-0.37014971409301,2.61893091922497e-05,156,64,12
"DN4 - Alfinetada e agulhada","SF12_M1_10_v1",-0.318110284461891,0.000325992022192284,156,64,12
"DN4 - Alfinetada e agulhada","SF12_M1_11_v1",-0.371049069974103,2.49842244787636e-05,156,64,12
"DN4 - Alfinetada e agulhada","SF12_M1_12_v1",-0.338360690851705,0.000128076024528638,156,64,12
"DN4 - Adormecimento","Oswestry1_v1",0.389072875002467,1.23844919144253e-05,156,61,15
"DN4 - Adormecimento","Oswestry2_v1",0.40602524458685,4.86547919883489e-06,156,61,15
"DN4 - Adormecimento","Oswestry4_v1",0.331484900757788,0.000215026542405058,156,61,15
"DN4 - Adormecimento","Oswestry7_v1",0.263693316939238,0.00342857351850319,156,61,15
"DN4 - Adormecimento","Oswestry8_v1",0.249027143293129,0.0057683597279474,156,61,15
"DN4 - Adormecimento","Oswestry9_v1",0.212853013759235,0.0185746049056136,156,61,15
"DN4 - Adormecimento","Oswestry10_v1",0.186487557200949,0.0394684627088788,156,61,15
"DN4 - Adormecimento","Somatoria_Owestry",0.245271713093286,0.00656177563414007,156,61,15
"DN4 - Adormecimento","SF12_M1_1_v1",0.461788653592275,1.62984574295202e-07,156,61,15
"DN4 - Adormecimento","SF12_M1_2_v1",-0.534963948061279,8.34465677177554e-10,156,61,15
"DN4 - Adormecimento","SF12_M1_3_v1",-0.504657032055544,8.35691265560603e-09,156,61,15
"DN4 - Adormecimento","SF12_M1_4_v1",-0.52111297860825,2.44441576692352e-09,156,61,15
"DN4 - Adormecimento","SF12_M1_5_v1",-0.587595414252352,9.86690357376521e-12,156,61,15
"DN4 - Adormecimento","SF12_M1_6_v1",-0.408766813319297,4.16573665451476e-06,156,61,15
"DN4 - Adormecimento","SF12_M1_7_v1",-0.446563417896815,4.3341143589245e-07,156,61,15
"DN4 - Adormecimento","SF12_M1_8_v1",0.525768340800674,1.71038201427415e-09,156,61,15
"DN4 - Adormecimento","SF12_M1_9_v1",-0.537983386814734,6.56895456931395e-10,156,61,15
"DN4 - Adormecimento","SF12_M1_10_v1",-0.448198174176275,3.90936403794193e-07,156,61,15
"DN4 - Adormecimento","SF12_M1_11_v1",-0.475580643743895,6.49397436849575e-08,156,61,15
"DN4 - Adormecimento","SF12_M1_12_v1",-0.481694857136331,4.2729626127428e-08,156,61,15
"DN4 - Coceira","SF12_M1_2_v1",-0.318604463336751,0.0253298830046398,209,11,12
"DH4 - Hipoestesia ao toque","Oswestry2_v1",0.424329468126639,0.00719788808541008,212,8,12
"DH4 - Hipoestesia ao toque","Ord_RMDQ",0.619762319636094,0.00204985912608015,122,5,8
"DH4 - Hipoestesia ao toque","SF12_M1_1_v1",0.4254331556451,0.00704614074007263,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_2_v1",-0.529735113303964,0.000748828771165688,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_3_v1",-0.560604372101092,0.000352647140456847,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_4_v1",-0.348867881858828,0.0275508297307846,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_5_v1",-0.59293170018279,0.000153099181208251,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_6_v1",-0.460131908482154,0.00351578785345439,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_7_v1",-0.462194588613701,0.00336819075023378,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_8_v1",0.726435046731222,2.89222656616357e-06,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_9_v1",-0.593109818047961,0.000152376856282849,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_10_v1",-0.425859470000178,0.00698829435526539,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_11_v1",-0.624763511910539,6.42366497304447e-05,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_12_v1",-0.588665401628377,0.000171387102095363,212,8,12
"DN4 - Hipoestesia a picada de agulha","Ord_RMDQ",0.786236319857486,0.000258055104677833,123,4,8
"DN4 - Hipoestesia a picada de agulha","SF12_M1_1_v1",0.468446228005837,0.00197031707817816,211,9,12
"DN4 - Hipoestesia a picada de agulha","SF12_M1_2_v1",-0.495072805567286,0.00105715298602069,211,9,12
"DN4 - Hipoestesia a picada de agulha","SF12_M1_3_v1",-0.525772741649583,0.000494848693157853,211,9,12
"DN4 - Hipoestesia a picada de agulha","SF12_M1_4_v1",-0.396498349014317,0.00902461003070744,211,9,12
"DN4 - Hipoestesia a picada de agulha","SF12_M1_5_v1",-0.553165499492232,0.000241971810901881,211,9,12
"DN4 - Hipoestesia a picada de agulha","SF12_M1_6_v1",-0.479918641107025,0.00151278969835235,211,9,12
"DN4 - Hipoestesia a picada de agulha","SF12_M1_7_v1",-0.481941714027452,0.00144300723503002,211,9,12
"DN4 - Hipoestesia a picada de agulha","SF12_M1_8_v1",0.603425691077523,5.91363602912045e-05,211,9,12
"DN4 - Hipoestesia a picada de agulha","SF12_M1_9_v1",-0.482701949942582,0.00141755499182811,211,9,12
"DN4 - Hipoestesia a picada de agulha","SF12_M1_10_v1",-0.328853112584188,0.0307479127904398,211,9,12
"DN4 - Hipoestesia a picada de agulha","SF12_M1_11_v1",-0.51184177689382,0.000702216427854068,211,9,12
"DN4 - Hipoestesia a picada de agulha","SF12_M1_12_v1",-0.480571686959748,0.00148993363355401,211,9,12
"DN4 - Escovação","Oswestry2_v1",0.456016008851209,0.00575667368442265,213,7,12
"DN4 - Escovação","Oswestry4_v1",0.327609274278901,0.0482288612621298,213,7,12
"DN4 - Escovação","Oswestry7_v1",0.325967582512271,0.0493727108680858,213,7,12
"DN4 - Escovação","Ord_RMDQ",0.786236319857486,0.000258055104677833,123,4,8
"DN4 - Escovação","SF12_M1_1_v1",0.484326400524455,0.00332371259485011,213,7,12
"DN4 - Escovação","SF12_M1_2_v1",-0.574242970681279,0.000473162141350663,213,7,12
"DN4 - Escovação","SF12_M1_3_v1",-0.605432447148629,0.000223137344822625,213,7,12
"DN4 - Escovação","SF12_M1_4_v1",-0.378851372684832,0.0221489456258721,213,7,12
"DN4 - Escovação","SF12_M1_5_v1",-0.64393935613755,8.34306466400236e-05,213,7,12
"DN4 - Escovação","SF12_M1_6_v1",-0.532276776996774,0.00122262540740413,213,7,12
"DN4 - Escovação","SF12_M1_7_v1",-0.533559498564912,0.00118889019591815,213,7,12
"DN4 - Escovação","SF12_M1_8_v1",0.75598225008192,3.29978884837606e-06,213,7,12
"DN4 - Escovação","SF12_M1_9_v1",-0.609543659781627,0.000201485929797132,213,7,12
"DN4 - Escovação","SF12_M1_10_v1",-0.423563661426193,0.0104160078909341,213,7,12
"DN4 - Escovação","SF12_M1_11_v1",-0.641244322049269,8.95599729927051e-05,213,7,12
"DN4 - Escovação","SF12_M1_12_v1",-0.59834834144296,0.000265607289088927,213,7,12
