;Binaria;Ordinal;rpb;Bin_0;Bin_1;Missing
3235;RMDQ4_v1;BPI_8_v1;-0.0836347364841275;108;46;6
3236;RMDQ4_v1;BPI_9a_v1;0.0461217685722933;103;46;6
3237;RMDQ4_v1;BPI_9b_v1;-0.00751321040239455;103;46;6
3238;RMDQ4_v1;BPI_9c_v1;0.0501469802849301;103;46;6
3239;RMDQ4_v1;BPI_9d_v1;0.177448049269143;103;46;6
3240;RMDQ4_v1;BPI_9e_v1;-0.0221904988669667;103;46;6
3241;RMDQ4_v1;BPI_9f_v1;0.157534189878016;103;46;6
3242;RMDQ4_v1;BPI_9g_v1;0.207474340656495;103;46;6
3228;RMDQ4_v1;Dor_costas_VAS;0.208157552470645;125;40;16
3229;RMDQ4_v1;Dor_pernas_VAS;-0.130426318006233;136;51;15
3230;RMDQ4_v1;IDADE;0.0585001337368219;136;47;19
3224;RMDQ4_v1;Licenca_Tempo;-0.56522570383167;4;2;0
3222;RMDQ4_v1;QtCirColuna;-0.0526130891797274;100;40;6
3225;RMDQ4_v1;Tempo_dor_costas;0.27768031507293;99;27;16
3226;RMDQ4_v1;Tempo_dor_pernas;-0.248633630330075;98;27;16
3223;RMDQ4_v1;Trabalho_Cansativo;-0.118224863469439;95;28;16
3273;RMDQ5_v1;Andar_velocidade;-0.221215798637174;86;32;17
3277;RMDQ5_v1;BPI_3_v1;0.156097807090495;147;73;16
3278;RMDQ5_v1;BPI_4_v1;0.135167069456278;147;73;16
3279;RMDQ5_v1;BPI_5_v1;0.150763864789153;147;73;16
3280;RMDQ5_v1;BPI_6_v1;0.415988942296667;84;33;14
3281;RMDQ5_v1;BPI_8_v1;-0.127552992851959;96;58;6
3282;RMDQ5_v1;BPI_9a_v1;0.116431590375377;90;59;6
3283;RMDQ5_v1;BPI_9b_v1;-0.0106521430339764;90;59;6
3284;RMDQ5_v1;BPI_9c_v1;0.0627571540584434;90;59;6
3285;RMDQ5_v1;BPI_9d_v1;0.179253263453014;90;59;6
3286;RMDQ5_v1;BPI_9e_v1;0.0950039474537905;90;59;6
3287;RMDQ5_v1;BPI_9f_v1;0.275076710063965;90;59;6
3288;RMDQ5_v1;BPI_9g_v1;0.159567782359199;90;59;6
3274;RMDQ5_v1;Dor_costas_VAS;0.216967240306638;115;50;16
3275;RMDQ5_v1;Dor_pernas_VAS;0.0789971911381974;123;64;15
3276;RMDQ5_v1;IDADE;0.0957231897116222;121;62;19
3270;RMDQ5_v1;Licenca_Tempo;-0.56522570383167;4;2;0
3268;RMDQ5_v1;QtCirColuna;-0.0605409777408356;86;54;6
3271;RMDQ5_v1;Tempo_dor_costas;0.405520967191859;91;35;16
3272;RMDQ5_v1;Tempo_dor_pernas;0.0565090666972488;90;35;16
3269;RMDQ5_v1;Trabalho_Cansativo;-0.10707933827942;89;34;16
3319;RMDQ6_v1;Andar_velocidade;-0.150757987195394;90;28;17
3323;RMDQ6_v1;BPI_3_v1;0.100741702676346;163;57;16
3324;RMDQ6_v1;BPI_4_v1;0.134309402333822;163;57;16
3325;RMDQ6_v1;BPI_5_v1;0.116794744632593;163;57;16
3326;RMDQ6_v1;BPI_6_v1;0.417276531547415;88;29;14
3327;RMDQ6_v1;BPI_8_v1;-0.352595223716909;109;45;6
3328;RMDQ6_v1;BPI_9a_v1;0.427782799597477;104;45;6
3329;RMDQ6_v1;BPI_9b_v1;0.358800601570183;104;45;6
3330;RMDQ6_v1;BPI_9c_v1;0.349313438130079;104;45;6
3331;RMDQ6_v1;BPI_9d_v1;0.481611118253682;104;45;6
3332;RMDQ6_v1;BPI_9e_v1;0.415173461708445;104;45;6
3333;RMDQ6_v1;BPI_9f_v1;0.534000606514038;104;45;6
3334;RMDQ6_v1;BPI_9g_v1;0.454406277750191;104;45;6
3320;RMDQ6_v1;Dor_costas_VAS;0.282393199474178;127;38;16
3321;RMDQ6_v1;Dor_pernas_VAS;0.138172427285882;139;48;15
3322;RMDQ6_v1;IDADE;0.039825076595732;134;49;19
3316;RMDQ6_v1;Licenca_Tempo;-0.56522570383167;4;2;0
3314;RMDQ6_v1;QtCirColuna;0.0851256438645041;99;41;6
3317;RMDQ6_v1;Tempo_dor_costas;0.464963442122337;97;29;16
3318;RMDQ6_v1;Tempo_dor_pernas;0.069556050872346;96;29;16
3315;RMDQ6_v1;Trabalho_Cansativo;-0.0691872909997887;93;30;16
3365;RMDQ7_v1;Andar_velocidade;0.00493325606871079;96;22;17
3369;RMDQ7_v1;BPI_3_v1;0.0868052366968716;180;39;17
3370;RMDQ7_v1;BPI_4_v1;0.0166711037341305;180;39;17
3371;RMDQ7_v1;BPI_5_v1;0.0407177987062343;180;39;17
3372;RMDQ7_v1;BPI_6_v1;0.316816080359308;96;20;15
3373;RMDQ7_v1;BPI_8_v1;-0.179889141591398;124;30;6
3374;RMDQ7_v1;BPI_9a_v1;0.188258466134091;119;30;6
3375;RMDQ7_v1;BPI_9b_v1;0.0595994369936473;119;30;6
3376;RMDQ7_v1;BPI_9c_v1;-0.0309929974291741;119;30;6
3377;RMDQ7_v1;BPI_9d_v1;0.198960325668032;119;30;6
3378;RMDQ7_v1;BPI_9e_v1;0.0995932720392865;119;30;6
3379;RMDQ7_v1;BPI_9f_v1;0.317189682984943;119;30;6
3380;RMDQ7_v1;BPI_9g_v1;0.120035884165092;119;30;6
3366;RMDQ7_v1;Dor_costas_VAS;0.221057825604658;135;29;17
3367;RMDQ7_v1;Dor_pernas_VAS;0.2037345535955;152;34;16
3368;RMDQ7_v1;IDADE;-0.0263361919353937;148;34;20
3362;RMDQ7_v1;Licenca_Tempo;-0.4903688451751;5;1;0
3360;RMDQ7_v1;QtCirColuna;-0.0531862798165486;112;27;7
3363;RMDQ7_v1;Tempo_dor_costas;0.344525246192579;103;22;17
3364;RMDQ7_v1;Tempo_dor_pernas;0.0831705673257;102;22;17
3361;RMDQ7_v1;Trabalho_Cansativo;-0.0578828980897123;101;21;17
3411;RMDQ8_v1;Andar_velocidade;-0.153865759355075;113;5;17
3415;RMDQ8_v1;BPI_3_v1;-0.0556573888545305;211;8;17
3416;RMDQ8_v1;BPI_4_v1;-0.188573129783963;211;8;17
3417;RMDQ8_v1;BPI_5_v1;-0.139179567877567;211;8;17
3418;RMDQ8_v1;BPI_6_v1;0.437246261539103;112;4;15
3419;RMDQ8_v1;BPI_8_v1;-0.258088234340599;147;7;6
3420;RMDQ8_v1;BPI_9a_v1;0.134030210638508;141;8;6
3421;RMDQ8_v1;BPI_9b_v1;-0.0624382373883171;141;8;6
3422;RMDQ8_v1;BPI_9c_v1;0.0133434375370992;141;8;6
3423;RMDQ8_v1;BPI_9d_v1;0.286832744426612;141;8;6
3424;RMDQ8_v1;BPI_9e_v1;-0.0100896217508705;141;8;6
3425;RMDQ8_v1;BPI_9f_v1;0.0979982332031181;141;8;6
3426;RMDQ8_v1;BPI_9g_v1;0.0712716654112436;141;8;6
3412;RMDQ8_v1;Dor_costas_VAS;0.22864804531817;158;6;17
3413;RMDQ8_v1;Dor_pernas_VAS;0.0741687883748633;178;8;16
3414;RMDQ8_v1;IDADE;0.084921423340934;174;8;20
3408;RMDQ8_v1;Licenca_Tempo;-0.4903688451751;5;1;0
3406;RMDQ8_v1;QtCirColuna;-0.0086971861765492;134;5;7
3409;RMDQ8_v1;Tempo_dor_costas;0.388926066927148;121;4;17
3410;RMDQ8_v1;Tempo_dor_pernas;0.0189043390659236;120;4;17
3407;RMDQ8_v1;Trabalho_Cansativo;-0.341578647803058;118;4;17
3457;RMDQ9_v1;Andar_velocidade;-0.0882769039976192;99;19;17
3461;RMDQ9_v1;BPI_3_v1;0.106515584449755;185;34;17
3462;RMDQ9_v1;BPI_4_v1;0.0766260598671613;185;34;17
3463;RMDQ9_v1;BPI_5_v1;0.110444087257509;185;34;17
3464;RMDQ9_v1;BPI_6_v1;0.346528051162974;98;18;15
3465;RMDQ9_v1;BPI_8_v1;-0.183326539156961;127;27;6
3466;RMDQ9_v1;BPI_9a_v1;0.161178837481861;121;28;6
3467;RMDQ9_v1;BPI_9b_v1;0.0827457597712922;121;28;6
3468;RMDQ9_v1;BPI_9c_v1;0.0152847976657581;121;28;6
3469;RMDQ9_v1;BPI_9d_v1;0.1985781122922;121;28;6
3470;RMDQ9_v1;BPI_9e_v1;0.106718907003169;121;28;6
3471;RMDQ9_v1;BPI_9f_v1;0.241054411504404;121;28;6
3472;RMDQ9_v1;BPI_9g_v1;0.0874460731661111;121;28;6
3458;RMDQ9_v1;Dor_costas_VAS;0.222218500718964;140;24;17
3459;RMDQ9_v1;Dor_pernas_VAS;0.24921615775892;157;29;16
3460;RMDQ9_v1;IDADE;-0.0377126452563009;152;30;20
3454;RMDQ9_v1;Licenca_Tempo;-0.4903688451751;5;1;0
3452;RMDQ9_v1;QtCirColuna;0.0351506744246814;115;24;7
3455;RMDQ9_v1;Tempo_dor_costas;0.398875019379171;107;18;17
3456;RMDQ9_v1;Tempo_dor_pernas;0.191956789288096;106;18;17
3453;RMDQ9_v1;Trabalho_Cansativo;-0.120523151339667;104;18;17
697;Separado_Divorciado;Andar_velocidade;-0.100533942423506;127;6;2
701;Separado_Divorciado;BPI_3_v1;0.170310933582805;190;8;38
702;Separado_Divorciado;BPI_4_v1;0.160746970198643;190;8;38
703;Separado_Divorciado;BPI_5_v1;0.0668185401132104;190;8;38
704;Separado_Divorciado;BPI_6_v1;0.185908060786225;124;7;0
705;Separado_Divorciado;BPI_8_v1;-0.169397052264907;133;6;21
706;Separado_Divorciado;BPI_9a_v1;-0.0148009431181599;126;5;24
707;Separado_Divorciado;BPI_9b_v1;-0.00572905910154846;126;5;24
708;Separado_Divorciado;BPI_9c_v1;0.0879724473092361;126;5;24
709;Separado_Divorciado;BPI_9d_v1;0.00113642366143314;126;5;24
710;Separado_Divorciado;BPI_9e_v1;0.0075135263624529;126;5;24
711;Separado_Divorciado;BPI_9f_v1;0.0973805828863983;126;5;24
712;Separado_Divorciado;BPI_9g_v1;0.0790793263205955;126;5;24
698;Separado_Divorciado;Dor_costas_VAS;0.155385213037411;156;8;17
699;Separado_Divorciado;Dor_pernas_VAS;0.0723555283983524;174;8;20
700;Separado_Divorciado;IDADE;0.514432595877746;191;8;3
694;Separado_Divorciado;Licenca_Tempo;NA;6;0;0
692;Separado_Divorciado;QtCirColuna;0.221961428780271;107;4;35
695;Separado_Divorciado;Tempo_dor_costas;0.105742771464683;127;7;8
696;Separado_Divorciado;Tempo_dor_pernas;-0.100755996430439;126;7;8
693;Separado_Divorciado;Trabalho_Cansativo;-0.254429244444419;125;7;7
651;Solteiro;Andar_velocidade;0.142685306491;75;58;2
655;Solteiro;BPI_3_v1;-0.105707473931076;114;84;38
656;Solteiro;BPI_4_v1;-0.0745330417320609;114;84;38
657;Solteiro;BPI_5_v1;-0.0333746732233049;114;84;38
658;Solteiro;BPI_6_v1;-0.0578096491801338;77;54;0
659;Solteiro;BPI_8_v1;0.0864549457972712;84;55;21
660;Solteiro;BPI_9a_v1;0.175652455278637;78;53;24
661;Solteiro;BPI_9b_v1;0.146512906588744;78;53;24
662;Solteiro;BPI_9c_v1;0.146188242904392;78;53;24
663;Solteiro;BPI_9d_v1;0.148113000590248;78;53;24
664;Solteiro;BPI_9e_v1;0.12474157368924;78;53;24
665;Solteiro;BPI_9f_v1;0.130288738167068;78;53;24
666;Solteiro;BPI_9g_v1;0.129313469667289;78;53;24
652;Solteiro;Dor_costas_VAS;-0.0771766945945508;96;68;17
653;Solteiro;Dor_pernas_VAS;0.0674805376225861;108;74;20
654;Solteiro;IDADE;0.00729895667370615;113;86;3
648;Solteiro;Licenca_Tempo;0.86188902758821;3;3;0
646;Solteiro;QtCirColuna;-0.0376590680840581;63;48;35
649;Solteiro;Tempo_dor_costas;-0.117419534890898;78;56;8
650;Solteiro;Tempo_dor_pernas;-0.0312094041165651;77;56;8
647;Solteiro;Trabalho_Cansativo;-0.147240670406986;76;56;7
