;Binaria;Ordinal;rpb;Bin_0;Bin_1;Missing
3102;RMDQ1_v1;BPI_9e_v1;-0.159781122934324;80;68;6
3103;RMDQ1_v1;BPI_9f_v1;-0.190801313583238;80;68;6
3104;RMDQ1_v1;BPI_9g_v1;-0.168168949947671;80;68;6
3090;RMDQ1_v1;Dor_costas_VAS;0.133798801055648;99;64;17
3091;RMDQ1_v1;Dor_pernas_VAS;0.0580024116413441;111;74;16
3092;RMDQ1_v1;IDADE;-0.0133000705302261;109;72;20
3086;RMDQ1_v1;Licenca_Tempo;-0.128788015616629;3;3;0
3084;RMDQ1_v1;QtCirColuna;0.0158021411092779;84;55;7
3087;RMDQ1_v1;Tempo_dor_costas;0.23404629069093;80;44;17
3088;RMDQ1_v1;Tempo_dor_pernas;0.0283635429972708;78;45;17
3085;RMDQ1_v1;Trabalho_Cansativo;-0.190658001922356;76;45;17
3503;RMDQ10_v1;Andar_velocidade;-0.0619261121862064;95;23;17
3507;RMDQ10_v1;BPI_3_v1;0.0554290408919764;179;40;17
3508;RMDQ10_v1;BPI_4_v1;0.0341303552806636;179;40;17
3509;RMDQ10_v1;BPI_5_v1;0.0599931200613895;179;40;17
3510;RMDQ10_v1;BPI_6_v1;0.328290608385197;94;22;15
3511;RMDQ10_v1;BPI_8_v1;-0.163441063097166;121;33;6
3512;RMDQ10_v1;BPI_9a_v1;0.0941313043411982;117;32;6
3513;RMDQ10_v1;BPI_9b_v1;0.0120223506287332;117;32;6
3514;RMDQ10_v1;BPI_9c_v1;-0.0469980897785451;117;32;6
3515;RMDQ10_v1;BPI_9d_v1;0.150217696408875;117;32;6
3516;RMDQ10_v1;BPI_9e_v1;0.0323050313993375;117;32;6
3517;RMDQ10_v1;BPI_9f_v1;0.175984102976046;117;32;6
3518;RMDQ10_v1;BPI_9g_v1;0.0752535529147572;117;32;6
3504;RMDQ10_v1;Dor_costas_VAS;0.194590599177088;135;29;17
3505;RMDQ10_v1;Dor_pernas_VAS;0.175251044054342;151;35;16
3506;RMDQ10_v1;IDADE;0.00161505458630237;147;35;20
3500;RMDQ10_v1;Licenca_Tempo;-0.56522570383167;4;2;0
3498;RMDQ10_v1;QtCirColuna;0.0171700746648488;113;26;7
3501;RMDQ10_v1;Tempo_dor_costas;0.339266714216668;102;23;17
3502;RMDQ10_v1;Tempo_dor_pernas;0.0645684549654971;101;23;17
3499;RMDQ10_v1;Trabalho_Cansativo;-0.159830963556477;99;23;17
3549;RMDQ11_v1;Andar_velocidade;-0.0149726718473368;94;24;17
3553;RMDQ11_v1;BPI_3_v1;0.130930296743771;177;42;17
3554;RMDQ11_v1;BPI_4_v1;0.0878070265520285;177;42;17
3555;RMDQ11_v1;BPI_5_v1;0.132856849729529;177;42;17
3556;RMDQ11_v1;BPI_6_v1;0.369322581233842;93;23;15
3557;RMDQ11_v1;BPI_8_v1;-0.195170419521397;119;35;6
3558;RMDQ11_v1;BPI_9a_v1;0.147924321596198;115;34;6
3559;RMDQ11_v1;BPI_9b_v1;0.0632298006712082;115;34;6
3560;RMDQ11_v1;BPI_9c_v1;0.0350242081345937;115;34;6
3561;RMDQ11_v1;BPI_9d_v1;0.20687284100508;115;34;6
3562;RMDQ11_v1;BPI_9e_v1;0.12020952120328;115;34;6
3563;RMDQ11_v1;BPI_9f_v1;0.249996668780063;115;34;6
3564;RMDQ11_v1;BPI_9g_v1;0.154714345119512;115;34;6
3550;RMDQ11_v1;Dor_costas_VAS;0.260758665246013;135;29;17
3551;RMDQ11_v1;Dor_pernas_VAS;0.215444255144487;151;35;16
3552;RMDQ11_v1;IDADE;0.016732746905246;145;37;20
3546;RMDQ11_v1;Licenca_Tempo;-0.56522570383167;4;2;0
3544;RMDQ11_v1;QtCirColuna;0.0708555472723819;112;27;7
3547;RMDQ11_v1;Tempo_dor_costas;0.295251831728777;102;23;17
3548;RMDQ11_v1;Tempo_dor_pernas;0.0645684549654971;101;23;17
3545;RMDQ11_v1;Trabalho_Cansativo;-0.159830963556477;99;23;17
3595;RMDQ12_v1;Andar_velocidade;-0.0242074698275669;93;25;17
3599;RMDQ12_v1;BPI_3_v1;0.0838380020472998;175;44;17
3600;RMDQ12_v1;BPI_4_v1;0.0546572752928736;175;44;17
3601;RMDQ12_v1;BPI_5_v1;0.0567511475297712;175;44;17
3602;RMDQ12_v1;BPI_6_v1;0.373604400118517;94;22;15
3603;RMDQ12_v1;BPI_8_v1;-0.228575474957654;120;34;6
3604;RMDQ12_v1;BPI_9a_v1;0.299998962841196;117;32;6
3605;RMDQ12_v1;BPI_9b_v1;0.216181312224758;117;32;6
3606;RMDQ12_v1;BPI_9c_v1;0.160539364033214;117;32;6
3607;RMDQ12_v1;BPI_9d_v1;0.342155605043063;117;32;6
3608;RMDQ12_v1;BPI_9e_v1;0.242174145370561;117;32;6
3609;RMDQ12_v1;BPI_9f_v1;0.358692705279115;117;32;6
3610;RMDQ12_v1;BPI_9g_v1;0.225508553039365;117;32;6
3596;RMDQ12_v1;Dor_costas_VAS;0.211348629734064;133;31;17
3597;RMDQ12_v1;Dor_pernas_VAS;0.130229288156356;147;39;16
3598;RMDQ12_v1;IDADE;-0.0539981935613163;145;37;20
3592;RMDQ12_v1;Licenca_Tempo;-0.56522570383167;4;2;0
3590;RMDQ12_v1;QtCirColuna;-0.00970610594500871;108;31;7
3593;RMDQ12_v1;Tempo_dor_costas;0.31314772659304;101;24;17
3594;RMDQ12_v1;Tempo_dor_pernas;-0.00442369556388812;100;24;17
3591;RMDQ12_v1;Trabalho_Cansativo;-0.140060280805473;98;24;17
3641;RMDQ13_v1;Andar_velocidade;-0.070184399284391;94;24;17
3645;RMDQ13_v1;BPI_3_v1;0.0735177654035862;173;46;17
3646;RMDQ13_v1;BPI_4_v1;0.0761855915784286;173;46;17
3647;RMDQ13_v1;BPI_5_v1;0.0723925484883173;173;46;17
3648;RMDQ13_v1;BPI_6_v1;0.255788541611883;94;22;15
3649;RMDQ13_v1;BPI_8_v1;-0.341647829714013;121;33;6
3650;RMDQ13_v1;BPI_9a_v1;0.321119765653679;115;34;6
3651;RMDQ13_v1;BPI_9b_v1;0.260433345100858;115;34;6
3652;RMDQ13_v1;BPI_9c_v1;0.216091118094352;115;34;6
3653;RMDQ13_v1;BPI_9d_v1;0.386291079129393;115;34;6
3654;RMDQ13_v1;BPI_9e_v1;0.264074731318049;115;34;6
3655;RMDQ13_v1;BPI_9f_v1;0.426480638380416;115;34;6
3656;RMDQ13_v1;BPI_9g_v1;0.299850362471919;115;34;6
3642;RMDQ13_v1;Dor_costas_VAS;0.192307515317444;133;31;17
3643;RMDQ13_v1;Dor_pernas_VAS;0.0788764834523382;146;40;16
3644;RMDQ13_v1;IDADE;0.0296593649160533;143;39;20
3638;RMDQ13_v1;Licenca_Tempo;-0.4903688451751;5;1;0
3636;RMDQ13_v1;QtCirColuna;-0.0235106807342492;106;33;7
3639;RMDQ13_v1;Tempo_dor_costas;0.330415288176529;100;25;17
3640;RMDQ13_v1;Tempo_dor_pernas;0.0298599450562448;100;24;17
3637;RMDQ13_v1;Trabalho_Cansativo;-0.140060280805473;98;24;17
3687;RMDQ14_v1;Andar_velocidade;-0.04151758901668;91;27;17
3691;RMDQ14_v1;BPI_3_v1;0.0529348769725641;170;49;17
3692;RMDQ14_v1;BPI_4_v1;0.0510489555102425;170;49;17
3693;RMDQ14_v1;BPI_5_v1;0.0241370544981153;170;49;17
3694;RMDQ14_v1;BPI_6_v1;0.295225586426254;91;25;15
3695;RMDQ14_v1;BPI_8_v1;0.0123616021646755;115;39;6
3696;RMDQ14_v1;BPI_9a_v1;-0.0935611231168273;113;36;6
3697;RMDQ14_v1;BPI_9b_v1;-0.178412769242527;113;36;6
3698;RMDQ14_v1;BPI_9c_v1;-0.157564438190873;113;36;6
3699;RMDQ14_v1;BPI_9d_v1;-0.0178505446568058;113;36;6
3700;RMDQ14_v1;BPI_9e_v1;-0.183785531877317;113;36;6
3701;RMDQ14_v1;BPI_9f_v1;-0.049828989855777;113;36;6
3702;RMDQ14_v1;BPI_9g_v1;-0.128038863164794;113;36;6
3688;RMDQ14_v1;Dor_costas_VAS;0.162708516215854;128;36;17
3689;RMDQ14_v1;Dor_pernas_VAS;0.063012445684111;144;42;16
3690;RMDQ14_v1;IDADE;-0.0630170785470217;140;42;20
3684;RMDQ14_v1;Licenca_Tempo;-0.56522570383167;4;2;0
3682;RMDQ14_v1;QtCirColuna;0.00250076360714143;105;34;7
3685;RMDQ14_v1;Tempo_dor_costas;0.265417705782882;99;26;17
3686;RMDQ14_v1;Tempo_dor_pernas;0.0144943664273951;98;26;17
3683;RMDQ14_v1;Trabalho_Cansativo;-0.103672700045435;96;26;17
3733;RMDQ15_v1;Andar_velocidade;-0.0607600391287647;102;16;17
3737;RMDQ15_v1;BPI_3_v1;0.126245650190502;188;31;17
3738;RMDQ15_v1;BPI_4_v1;0.160792570064371;188;31;17
3739;RMDQ15_v1;BPI_5_v1;0.134545052309402;188;31;17
3740;RMDQ15_v1;BPI_6_v1;0.416077149767093;101;15;15
3741;RMDQ15_v1;BPI_8_v1;-0.142891400072768;131;23;6
3742;RMDQ15_v1;BPI_9a_v1;0.1240399369169;128;21;6
3743;RMDQ15_v1;BPI_9b_v1;0.1264161398713;128;21;6
3744;RMDQ15_v1;BPI_9c_v1;0.00070415406753072;128;21;6
3745;RMDQ15_v1;BPI_9d_v1;0.137083147226744;128;21;6
3746;RMDQ15_v1;BPI_9e_v1;0.220265489489522;128;21;6
3747;RMDQ15_v1;BPI_9f_v1;0.258348421217125;128;21;6
3748;RMDQ15_v1;BPI_9g_v1;0.105633113624705;128;21;6
3734;RMDQ15_v1;Dor_costas_VAS;0.244563359553461;142;22;17
3735;RMDQ15_v1;Dor_pernas_VAS;0.206083614926678;161;25;16
3736;RMDQ15_v1;IDADE;-0.0955980286151836;157;25;20
3730;RMDQ15_v1;Licenca_Tempo;-0.4903688451751;5;1;0
3728;RMDQ15_v1;QtCirColuna;-0.0064959809138282;118;21;7
3731;RMDQ15_v1;Tempo_dor_costas;0.347696689059654;110;15;17
3732;RMDQ15_v1;Tempo_dor_pernas;0.282707370545275;109;15;17
3729;RMDQ15_v1;Trabalho_Cansativo;-0.044388779983236;107;15;17
3779;RMDQ16_v1;Andar_velocidade;-0.0345768971709285;98;20;17
3783;RMDQ16_v1;BPI_3_v1;0.0990673001200499;182;37;17
3784;RMDQ16_v1;BPI_4_v1;0.111891360187657;182;37;17
3785;RMDQ16_v1;BPI_5_v1;0.111619466647841;182;37;17
3786;RMDQ16_v1;BPI_6_v1;0.330962493069958;97;19;15
3787;RMDQ16_v1;BPI_8_v1;-0.134997374483342;127;27;6
3788;RMDQ16_v1;BPI_9a_v1;0.124810079292175;122;27;6
3789;RMDQ16_v1;BPI_9b_v1;0.0221882444726823;122;27;6
3790;RMDQ16_v1;BPI_9c_v1;-0.0416254607677897;122;27;6
3791;RMDQ16_v1;BPI_9d_v1;0.164255590534414;122;27;6
3792;RMDQ16_v1;BPI_9e_v1;0.0581046152861165;122;27;6
3793;RMDQ16_v1;BPI_9f_v1;0.213736643252238;122;27;6
3794;RMDQ16_v1;BPI_9g_v1;0.0805530113808338;122;27;6
3780;RMDQ16_v1;Dor_costas_VAS;0.23123841161455;138;26;17
3781;RMDQ16_v1;Dor_pernas_VAS;0.112406110028441;154;32;16
3782;RMDQ16_v1;IDADE;0.068733411526068;151;31;20
3776;RMDQ16_v1;Licenca_Tempo;-0.4903688451751;5;1;0
3774;RMDQ16_v1;QtCirColuna;0.0251421989203851;111;28;7
3777;RMDQ16_v1;Tempo_dor_costas;0.397060298917437;104;21;17
3778;RMDQ16_v1;Tempo_dor_pernas;0.104861326916592;104;20;17
3775;RMDQ16_v1;Trabalho_Cansativo;-0.1424288863218;103;19;17
3825;RMDQ17_v1;Andar_velocidade;-0.0336033166901895;95;23;17
3829;RMDQ17_v1;BPI_3_v1;-0.000620771478356295;170;49;17
3830;RMDQ17_v1;BPI_4_v1;0.0603151977454212;170;49;17
3831;RMDQ17_v1;BPI_5_v1;0.028831561545262;170;49;17
3832;RMDQ17_v1;BPI_6_v1;0.273914058305212;94;22;15
3833;RMDQ17_v1;BPI_8_v1;-0.220467228414557;121;33;6
3834;RMDQ17_v1;BPI_9a_v1;0.186704392028388;116;33;6
3835;RMDQ17_v1;BPI_9b_v1;0.0801150359721081;116;33;6
3836;RMDQ17_v1;BPI_9c_v1;0.0966695757248175;116;33;6
3837;RMDQ17_v1;BPI_9d_v1;0.236776155865236;116;33;6
3838;RMDQ17_v1;BPI_9e_v1;0.176763636814696;116;33;6
3839;RMDQ17_v1;BPI_9f_v1;0.259898919019543;116;33;6
3840;RMDQ17_v1;BPI_9g_v1;0.100266559618706;116;33;6
3826;RMDQ17_v1;Dor_costas_VAS;0.150872304738521;130;34;17
3827;RMDQ17_v1;Dor_pernas_VAS;0.04239623654208;144;42;16
3828;RMDQ17_v1;IDADE;0.119692086092466;142;40;20
3822;RMDQ17_v1;Licenca_Tempo;-0.56522570383167;4;2;0
3820;RMDQ17_v1;QtCirColuna;-0.0578664219961439;104;35;7
3823;RMDQ17_v1;Tempo_dor_costas;0.270274270049633;101;24;17
3824;RMDQ17_v1;Tempo_dor_pernas;-0.041011612055008;101;23;17
3821;RMDQ17_v1;Trabalho_Cansativo;-0.199065123624667;99;23;17
3871;RMDQ18_v1;Andar_velocidade;-0.0741506028657207;97;21;17
3875;RMDQ18_v1;BPI_3_v1;0.0931357098564561;183;36;17
3876;RMDQ18_v1;BPI_4_v1;0.0893424769115057;183;36;17
3877;RMDQ18_v1;BPI_5_v1;0.0923118882457237;183;36;17
3878;RMDQ18_v1;BPI_6_v1;0.374539638456187;96;20;15
3879;RMDQ18_v1;BPI_8_v1;-0.147501584306575;125;29;6
3880;RMDQ18_v1;BPI_9a_v1;0.0820380002641346;121;28;6
3881;RMDQ18_v1;BPI_9b_v1;-0.0171429293970617;121;28;6
3882;RMDQ18_v1;BPI_9c_v1;-0.0282330657520373;121;28;6
3883;RMDQ18_v1;BPI_9d_v1;0.138207845100216;121;28;6
3884;RMDQ18_v1;BPI_9e_v1;0.0553776616137292;121;28;6
3885;RMDQ18_v1;BPI_9f_v1;0.177201776279238;121;28;6
3886;RMDQ18_v1;BPI_9g_v1;0.0264022500970039;121;28;6
3872;RMDQ18_v1;Dor_costas_VAS;0.2525355472406;138;26;17
3873;RMDQ18_v1;Dor_pernas_VAS;0.203543438836935;155;31;16
3874;RMDQ18_v1;IDADE;-0.013866520648742;150;32;20
3868;RMDQ18_v1;Licenca_Tempo;-0.56522570383167;4;2;0
3866;RMDQ18_v1;QtCirColuna;0.0311896583614061;116;23;7
3869;RMDQ18_v1;Tempo_dor_costas;0.284898817825498;105;20;17
3870;RMDQ18_v1;Tempo_dor_pernas;0.143331162826821;104;20;17
3867;RMDQ18_v1;Trabalho_Cansativo;-0.163025952911558;102;20;17
3917;RMDQ19_v1;Andar_velocidade;-0.139353514023455;101;17;17
3921;RMDQ19_v1;BPI_3_v1;0.110388485441697;187;32;17
3922;RMDQ19_v1;BPI_4_v1;0.111364944457448;187;32;17
3923;RMDQ19_v1;BPI_5_v1;0.117959399697164;187;32;17
3924;RMDQ19_v1;BPI_6_v1;0.371775386183899;100;16;15
3925;RMDQ19_v1;BPI_8_v1;-0.22317684322522;129;25;6
3926;RMDQ19_v1;BPI_9a_v1;0.169697505548476;123;26;6
3927;RMDQ19_v1;BPI_9b_v1;0.0858248922153536;123;26;6
3928;RMDQ19_v1;BPI_9c_v1;0.00509907374871396;123;26;6
3929;RMDQ19_v1;BPI_9d_v1;0.226782920853843;123;26;6
3930;RMDQ19_v1;BPI_9e_v1;0.176244428341533;123;26;6
3931;RMDQ19_v1;BPI_9f_v1;0.218706194537516;123;26;6
3932;RMDQ19_v1;BPI_9g_v1;0.094700754362342;123;26;6
3918;RMDQ19_v1;Dor_costas_VAS;0.228678848279494;142;22;17
3919;RMDQ19_v1;Dor_pernas_VAS;0.292983307838636;159;27;16
3920;RMDQ19_v1;IDADE;-0.0762854817902322;154;28;20
3914;RMDQ19_v1;Licenca_Tempo;-0.608704604126414;4;2;0
3912;RMDQ19_v1;QtCirColuna;-0.00121922372362124;117;22;7
3915;RMDQ19_v1;Tempo_dor_costas;0.337712876263174;109;16;17
3916;RMDQ19_v1;Tempo_dor_pernas;0.271867045172935;108;16;17
3913;RMDQ19_v1;Trabalho_Cansativo;-0.146496313084847;106;16;17
3135;RMDQ2_v1;Andar_velocidade;-0.266432081689664;68;49;17
3139;RMDQ2_v1;BPI_3_v1;0.247558172474745;129;89;17
3140;RMDQ2_v1;BPI_4_v1;0.104390994056727;129;89;17
3141;RMDQ2_v1;BPI_5_v1;0.198772489432012;129;89;17
3142;RMDQ2_v1;BPI_6_v1;0.346854997035198;69;46;15
3143;RMDQ2_v1;BPI_8_v1;0.178416332511756;77;76;6
3144;RMDQ2_v1;BPI_9a_v1;-0.202874776418935;77;71;6
3145;RMDQ2_v1;BPI_9b_v1;-0.199675649065353;77;71;6
3146;RMDQ2_v1;BPI_9c_v1;-0.288422028849344;77;71;6
3147;RMDQ2_v1;BPI_9d_v1;-0.145102267297777;77;71;6
3148;RMDQ2_v1;BPI_9e_v1;-0.209392953530084;77;71;6
3149;RMDQ2_v1;BPI_9f_v1;-0.17747864549294;77;71;6
3150;RMDQ2_v1;BPI_9g_v1;-0.172678869922442;77;71;6
3136;RMDQ2_v1;Dor_costas_VAS;0.197511310811187;94;69;17
3137;RMDQ2_v1;Dor_pernas_VAS;0.0623594571118232;106;79;16
3138;RMDQ2_v1;IDADE;-0.00725148522560054;104;77;20
3132;RMDQ2_v1;Licenca_Tempo;-0.369570652505323;2;4;0
3130;RMDQ2_v1;QtCirColuna;0.0250280458171055;81;58;7
3133;RMDQ2_v1;Tempo_dor_costas;0.240804928322956;75;49;17
3134;RMDQ2_v1;Tempo_dor_pernas;-0.0025840838710058;73;50;17
3131;RMDQ2_v1;Trabalho_Cansativo;-0.195841390236129;72;49;17
3963;RMDQ20_v1;Andar_velocidade;-0.104115572516937;97;21;17
3967;RMDQ20_v1;BPI_3_v1;0.0471826364097711;181;38;17
3968;RMDQ20_v1;BPI_4_v1;0.0256558765272212;181;38;17
3969;RMDQ20_v1;BPI_5_v1;0.0372439836846639;181;38;17
3970;RMDQ20_v1;BPI_6_v1;0.275909956359006;95;21;15
3971;RMDQ20_v1;BPI_8_v1;-0.13462291968768;124;30;6
3972;RMDQ20_v1;BPI_9a_v1;0.1971519453081;121;28;6
3973;RMDQ20_v1;BPI_9b_v1;0.104150478878797;121;28;6
3974;RMDQ20_v1;BPI_9c_v1;0.0370437293746558;121;28;6
3975;RMDQ20_v1;BPI_9d_v1;0.245532764552632;121;28;6
3976;RMDQ20_v1;BPI_9e_v1;0.121387834257294;121;28;6
3977;RMDQ20_v1;BPI_9f_v1;0.260210202071954;121;28;6
3978;RMDQ20_v1;BPI_9g_v1;0.101011367181468;121;28;6
3964;RMDQ20_v1;Dor_costas_VAS;0.211385317570858;137;27;17
3965;RMDQ20_v1;Dor_pernas_VAS;0.197445479730377;154;32;16
3966;RMDQ20_v1;IDADE;-0.00240814717282352;150;32;20
3960;RMDQ20_v1;Licenca_Tempo;-0.56522570383167;4;2;0
3958;RMDQ20_v1;QtCirColuna;-0.00821971659487444;113;26;7
3961;RMDQ20_v1;Tempo_dor_costas;0.38114841844222;105;20;17
3962;RMDQ20_v1;Tempo_dor_pernas;0.143331162826821;104;20;17
3959;RMDQ20_v1;Trabalho_Cansativo;-0.182501372800505;101;21;17
4009;RMDQ21_v1;Andar_velocidade;-0.078103346047433;93;25;17
4013;RMDQ21_v1;BPI_3_v1;0.155491367555617;171;48;17
4014;RMDQ21_v1;BPI_4_v1;0.0310824846083482;171;48;17
4015;RMDQ21_v1;BPI_5_v1;0.130076697316778;171;48;17
4016;RMDQ21_v1;BPI_6_v1;0.331208991084917;92;24;15
4017;RMDQ21_v1;BPI_8_v1;0.0665646920027514;113;41;6
4018;RMDQ21_v1;BPI_9a_v1;-0.148700373408339;109;40;6
4019;RMDQ21_v1;BPI_9b_v1;-0.255002545841912;109;40;6
4020;RMDQ21_v1;BPI_9c_v1;-0.262525371830183;109;40;6
4021;RMDQ21_v1;BPI_9d_v1;-0.0736069915998283;109;40;6
4022;RMDQ21_v1;BPI_9e_v1;-0.214569003215866;109;40;6
4023;RMDQ21_v1;BPI_9f_v1;-0.0831352194414403;109;40;6
4024;RMDQ21_v1;BPI_9g_v1;-0.175911123176592;109;40;6
4010;RMDQ21_v1;Dor_costas_VAS;0.203350243068726;128;36;17
4011;RMDQ21_v1;Dor_pernas_VAS;0.157157820806597;143;43;16
4012;RMDQ21_v1;IDADE;0.0455789930438951;141;41;20
4006;RMDQ21_v1;Licenca_Tempo;-0.56522570383167;4;2;0
4004;RMDQ21_v1;QtCirColuna;-0.124040743771806;108;31;7
4007;RMDQ21_v1;Tempo_dor_costas;0.24883754177793;101;24;17
4008;RMDQ21_v1;Tempo_dor_pernas;-0.0387073361840211;100;24;17
4005;RMDQ21_v1;Trabalho_Cansativo;-0.251938504288556;97;25;17
4055;RMDQ22_v1;Andar_velocidade;-0.189125149677351;98;20;17
4059;RMDQ22_v1;BPI_3_v1;0.0808093131258004;181;38;17
4060;RMDQ22_v1;BPI_4_v1;0.063473625292827;181;38;17
4061;RMDQ22_v1;BPI_5_v1;0.0646145622985613;181;38;17
4062;RMDQ22_v1;BPI_6_v1;0.307195487343162;96;20;15
4063;RMDQ22_v1;BPI_8_v1;-0.247788474446974;124;30;6
4064;RMDQ22_v1;BPI_9a_v1;0.229651252342619;119;30;6
4065;RMDQ22_v1;BPI_9b_v1;0.13485635319749;119;30;6
4066;RMDQ22_v1;BPI_9c_v1;0.128966343218084;119;30;6
4067;RMDQ22_v1;BPI_9d_v1;0.295440327375138;119;30;6
4068;RMDQ22_v1;BPI_9e_v1;0.191020839783409;119;30;6
4069;RMDQ22_v1;BPI_9f_v1;0.329435119638592;119;30;6
4070;RMDQ22_v1;BPI_9g_v1;0.139547171518472;119;30;6
4056;RMDQ22_v1;Dor_costas_VAS;0.16982624614434;137;27;17
4057;RMDQ22_v1;Dor_pernas_VAS;0.24603940527434;154;32;16
4058;RMDQ22_v1;IDADE;-0.0387466299072507;148;34;20
4052;RMDQ22_v1;Licenca_Tempo;-0.56522570383167;4;2;0
4050;RMDQ22_v1;QtCirColuna;-0.0131026997495403;114;25;7
4053;RMDQ22_v1;Tempo_dor_costas;0.314806664512407;106;19;17
4054;RMDQ22_v1;Tempo_dor_pernas;0.14680365550445;105;19;17
4051;RMDQ22_v1;Trabalho_Cansativo;-0.120161370464984;102;20;17
4101;RMDQ23_v1;Andar_velocidade;-0.158215499176067;98;20;17
4105;RMDQ23_v1;BPI_3_v1;0.0502030237094847;182;37;17
4106;RMDQ23_v1;BPI_4_v1;0.0459459700613589;182;37;17
4107;RMDQ23_v1;BPI_5_v1;0.0503686021479211;182;37;17
4108;RMDQ23_v1;BPI_6_v1;0.340905940155198;97;19;15
4109;RMDQ23_v1;BPI_8_v1;-0.217610993177829;124;30;6
4110;RMDQ23_v1;BPI_9a_v1;0.126169286821298;119;30;6
4111;RMDQ23_v1;BPI_9b_v1;0.0322332856467954;119;30;6
4112;RMDQ23_v1;BPI_9c_v1;0.0246450341003071;119;30;6
4113;RMDQ23_v1;BPI_9d_v1;0.179664325326611;119;30;6
4114;RMDQ23_v1;BPI_9e_v1;0.106626161865757;119;30;6
4115;RMDQ23_v1;BPI_9f_v1;0.219226189755755;119;30;6
4116;RMDQ23_v1;BPI_9g_v1;0.0419907347515703;119;30;6
4102;RMDQ23_v1;Dor_costas_VAS;0.18864414036245;138;26;17
4103;RMDQ23_v1;Dor_pernas_VAS;0.197445479730377;154;32;16
4104;RMDQ23_v1;IDADE;0.0104825229875847;150;32;20
4098;RMDQ23_v1;Licenca_Tempo;-0.56522570383167;4;2;0
4096;RMDQ23_v1;QtCirColuna;0.0389337363986341;114;25;7
4099;RMDQ23_v1;Tempo_dor_costas;0.38114841844222;105;20;17
4100;RMDQ23_v1;Tempo_dor_pernas;0.143331162826821;104;20;17
4097;RMDQ23_v1;Trabalho_Cansativo;-0.163025952911558;102;20;17
4147;RMDQ24_v1;Andar_velocidade;-0.0963961981734976;98;20;17
4151;RMDQ24_v1;BPI_3_v1;0.117412893582395;184;35;17
4152;RMDQ24_v1;BPI_4_v1;0.0716943802158457;184;35;17
4153;RMDQ24_v1;BPI_5_v1;0.0954181108362041;184;35;17
4154;RMDQ24_v1;BPI_6_v1;0.350849387240439;97;19;15
4155;RMDQ24_v1;BPI_8_v1;-0.176772524220156;126;28;6
4156;RMDQ24_v1;BPI_9a_v1;0.1971519453081;121;28;6
4157;RMDQ24_v1;BPI_9b_v1;0.104150478878797;121;28;6
4158;RMDQ24_v1;BPI_9c_v1;0.0370437293746558;121;28;6
4159;RMDQ24_v1;BPI_9d_v1;0.245532764552632;121;28;6
4160;RMDQ24_v1;BPI_9e_v1;0.121387834257294;121;28;6
4161;RMDQ24_v1;BPI_9f_v1;0.260210202071954;121;28;6
4162;RMDQ24_v1;BPI_9g_v1;0.101011367181468;121;28;6
4148;RMDQ24_v1;Dor_costas_VAS;0.23041486400855;139;25;17
4149;RMDQ24_v1;Dor_pernas_VAS;0.235327429500161;156;30;16
4150;RMDQ24_v1;IDADE;0.00442482880603616;151;31;20
4144;RMDQ24_v1;Licenca_Tempo;-0.56522570383167;4;2;0
4142;RMDQ24_v1;QtCirColuna;0.00845152827697259;115;24;7
4145;RMDQ24_v1;Tempo_dor_costas;0.364586339482743;106;19;17
4146;RMDQ24_v1;Tempo_dor_pernas;0.107014249422369;105;19;17
4143;RMDQ24_v1;Trabalho_Cansativo;-0.1424288863218;103;19;17
3181;RMDQ3_v1;Andar_velocidade;-0.213454723569919;83;35;17
3185;RMDQ3_v1;BPI_3_v1;0.146844564848362;140;80;16
3186;RMDQ3_v1;BPI_4_v1;0.13671440530204;140;80;16
3187;RMDQ3_v1;BPI_5_v1;0.135622297505985;140;80;16
3188;RMDQ3_v1;BPI_6_v1;0.530585341513511;81;36;14
3189;RMDQ3_v1;BPI_8_v1;-0.197421410213321;89;65;6
3190;RMDQ3_v1;BPI_9a_v1;0.114108439489788;83;66;6
3191;RMDQ3_v1;BPI_9b_v1;0.032948189705965;83;66;6
3192;RMDQ3_v1;BPI_9c_v1;0.0564204762562071;83;66;6
3193;RMDQ3_v1;BPI_9d_v1;0.223684069563592;83;66;6
3194;RMDQ3_v1;BPI_9e_v1;0.110916621091101;83;66;6
3195;RMDQ3_v1;BPI_9f_v1;0.325901040617215;83;66;6
3196;RMDQ3_v1;BPI_9g_v1;0.201880712912056;83;66;6
3182;RMDQ3_v1;Dor_costas_VAS;0.288893455603026;109;56;16
3183;RMDQ3_v1;Dor_pernas_VAS;0.055119797087184;116;71;15
3184;RMDQ3_v1;IDADE;0.0324461551112179;116;67;19
3178;RMDQ3_v1;Licenca_Tempo;-0.56522570383167;4;2;0
3176;RMDQ3_v1;QtCirColuna;-0.0459573981737073;81;59;6
3179;RMDQ3_v1;Tempo_dor_costas;0.432659552127554;88;38;16
3180;RMDQ3_v1;Tempo_dor_pernas;0.0312450096697351;87;38;16
3177;RMDQ3_v1;Trabalho_Cansativo;-0.0222320497485242;85;38;16
3227;RMDQ4_v1;Andar_velocidade;-0.212843036597098;93;25;17
3231;RMDQ4_v1;BPI_3_v1;0.11395203432405;165;55;16
3232;RMDQ4_v1;BPI_4_v1;0.0988192400614836;165;55;16
3233;RMDQ4_v1;BPI_5_v1;0.134381685628515;165;55;16
3234;RMDQ4_v1;BPI_6_v1;0.419705333064072;91;26;14
