"","demonimador","numerador","Frequência","Qtd_0_Denom","Qtd_1_Denom","D0N0","D0N1","D1N0","D1N1"
"4022","RMDQ16_v1","D3","0.0526315789473684","98","19","97","1","18","1"
"4023","RMDQ17_v1","D3","0.0454545454545455","95","22","94","1","21","1"
"4024","RMDQ18_v1","D3","0.05","97","20","96","1","19","1"
"4025","RMDQ19_v1","D3","0.0625","101","16","100","1","15","1"
"4026","RMDQ20_v1","D3","0.0476190476190476","96","21","95","1","20","1"
"4027","RMDQ21_v1","D3","0.0416666666666667","93","24","92","1","23","1"
"4028","RMDQ22_v1","D3","0.05","97","20","96","1","19","1"
"4029","RMDQ23_v1","D3","0.0526315789473684","98","19","97","1","18","1"
"4030","RMDQ24_v1","D3","0.0526315789473684","98","19","97","1","18","1"
"4031","DN4_1a_v1","D3","0.0377358490566038","65","53","65","0","51","2"
"4032","DN4_1b_v1","D3","0","94","24","92","2","24","0"
"4033","DN4_1c_v1","D3","0.0555555555555556","83","36","83","0","34","2"
"4034","DN4_2a_v1","D3","0","88","31","86","2","31","0"
"4035","DN4_2b_v1","D3","0.0555555555555556","83","36","83","0","34","2"
"4036","DN4_2c_v1","D3","0.0303030303030303","85","33","84","1","32","1"
"4037","DN4_2d_v1","D3","0.166666666666667","113","6","112","1","5","1"
"4038","DN4_3a_v1","D3","0.2","114","5","113","1","4","1"
"4039","DN4_3b_v1","D3","0.2","114","5","113","1","4","1"
"4040","DN4_4_v1","D3","0.25","115","4","114","1","3","1"
"4041","Fuma","D30","0.369565217391304","82","46","40","42","29","17"
"4042","Cirurgia_coluna","D30","0.490909090909091","63","55","36","27","28","27"
"4043","Aposentado","D30","0.645161290322581","101","31","59","42","11","20"
"4044","Desempregado","D30","0.52","105","25","56","49","12","13"
"4045","Licenca_Medica","D30","0.555555555555556","114","18","62","52","8","10"
"4046","Aposentado_Invalidez","D30","0.875","123","8","69","54","1","7"
"4047","Analg.e9.sicos","D30","0.602272727272727","42","88","33","9","35","53"
"4048","OutraDoenca","D30","0.52","80","50","45","35","24","26"
"4049","Dor_costas","D30","0.615384615384615","37","91","32","5","35","56"
"4050","Dor_pernas","D30","0.727272727272727","72","55","51","21","15","40"
"4051","Retornar_trabalho","D30","0.85","99","20","60","39","3","17"
"4052","Masc","D30","0.477272727272727","48","88","28","20","46","42"
"4053","Fem","D30","0.416666666666667","88","48","46","42","28","20"
"4054","Casado_Amasiado","D30","0.527272727272727","81","55","48","33","26","29"
"4055","Solteiro","D30","0.406779661016949","77","59","39","38","35","24"
"4056","Separado_Divorciado","D30","0.428571428571429","129","7","70","59","4","3"
"4057","X4","D30","0","133","3","71","62","3","0"
"4058","X5","D30","0","134","2","72","62","2","0"
"4059","X6","D30","0.6","126","10","70","56","4","6"
"4060","Livrar_costas","D30","0.593023255813954","14","86","4","10","35","51"
"4061","Livrar_perna","D30","0.714285714285714","86","14","35","51","4","10"
"4062","Livrar_perda_sens","D30","NaN","100","0","39","61","0","0"
"4063","D1","D30","0","135","1","73","62","1","0"
"4064","D15","D30","0.285714285714286","129","7","69","60","5","2"
"4065","D16","D30","0.8","116","20","70","46","4","16"
"4066","D17","D30","0.2","131","5","70","61","4","1"
"4067","D18","D30","0.25","120","16","62","58","12","4"
"4068","D19","D30","0.571428571428571","129","7","71","58","3","4"
"4069","D2","D30","0.25","128","8","68","60","6","2"
"4070","D20","D30","0.625","128","8","71","57","3","5"
"4071","D21","D30","0.714285714285714","129","7","72","57","2","5"
"4072","D22","D30","0.5","134","2","73","61","1","1"
"4073","D23","D30","1","134","2","74","60","0","2"
"4074","D24","D30","0.5","110","26","61","49","13","13"
"4075","D25","D30","0.75","132","4","73","59","1","3"
"4076","D26","D30","0.5","134","2","73","61","1","1"
"4077","D27","D30","0.8","131","5","73","58","1","4"
"4078","D28","D30","0.5","130","6","71","59","3","3"
"4079","D29","D30","0.928571428571429","94","42","71","23","3","39"
"4080","D3","D30","0.5","134","2","73","61","1","1"
"4081","D30","D30","1","74","62","74","0","0","62"
"4082","D31","D30","0.647058823529412","119","17","68","51","6","11"
"4083","D32","D30","0.918918918918919","99","37","71","28","3","34"
"4084","D33","D30","0.75","124","12","71","53","3","9"
"4085","D34","D30","0","133","3","71","62","3","0"
"4086","D35","D30","0","134","2","72","62","2","0"
"4087","D36","D30","0.25","128","8","68","60","6","2"
"4088","D37","D30","0.681818181818182","114","22","67","47","7","15"
"4089","D38","D30","0","133","3","71","62","3","0"
"4090","D39","D30","0.8","121","15","71","50","3","12"
"4091","D4","D30","0.25","132","4","71","61","3","1"
"4092","D40","D30","0.2","131","5","70","61","4","1"
"4093","D41","D30","0.571428571428571","129","7","71","58","3","4"
"4094","D42","D30","0.333333333333333","133","3","72","61","2","1"
"4095","D43","D30","0.333333333333333","133","3","72","61","2","1"
"4096","D44","D30","0.868421052631579","98","38","69","29","5","33"
"4097","D45","D30","0.833333333333333","124","12","72","52","2","10"
"4098","D46","D30","0.868421052631579","98","38","69","29","5","33"
"4099","D47","D30","0.75","124","12","71","53","3","9"
"4100","D48","D30","0.884615384615385","110","26","71","39","3","23"
"4101","D49","D30","0.846153846153846","123","13","72","51","2","11"
"4102","D5","D30","0.333333333333333","133","3","72","61","2","1"
"4103","D50","D30","0","134","2","72","62","2","0"
"4104","D51","D30","0","135","1","73","62","1","0"
"4105","D52","D30","0","134","2","72","62","2","0"
"4106","D53","D30","0","134","2","72","62","2","0"
"4107","D9","D30","0","135","1","73","62","1","0"
"4108","RMDQ1_v1","D30","0.627906976744186","73","43","39","34","16","27"
"4109","RMDQ2_v1","D30","0.595744680851064","69","47","36","33","19","28"
"4110","RMDQ3_v1","D30","0.666666666666667","82","36","44","38","12","24"
"4111","RMDQ4_v1","D30","0.576923076923077","92","26","45","47","11","15"
"4112","RMDQ5_v1","D30","0.727272727272727","85","33","47","38","9","24"
"4113","RMDQ6_v1","D30","0.689655172413793","89","29","47","42","9","20"
"4114","RMDQ7_v1","D30","0.65","97","20","49","48","7","13"
"4115","RMDQ8_v1","D30","0.75","113","4","55","58","1","3"
"4116","RMDQ9_v1","D30","0.666666666666667","99","18","50","49","6","12"
"4117","RMDQ10_v1","D30","0.681818181818182","95","22","49","46","7","15"
"4118","RMDQ11_v1","D30","0.652173913043478","94","23","48","46","8","15"
"4119","RMDQ12_v1","D30","0.636363636363636","95","22","48","47","8","14"
"4120","RMDQ13_v1","D30","0.636363636363636","95","22","48","47","8","14"
"4121","RMDQ14_v1","D30","0.68","92","25","48","44","8","17"
"4122","RMDQ15_v1","D30","0.666666666666667","102","15","51","51","5","10"
"4123","RMDQ16_v1","D30","0.684210526315789","98","19","50","48","6","13"
"4124","RMDQ17_v1","D30","0.590909090909091","95","22","47","48","9","13"
"4125","RMDQ18_v1","D30","0.7","97","20","50","47","6","14"
"4126","RMDQ19_v1","D30","0.75","101","16","52","49","4","12"
"4127","RMDQ20_v1","D30","0.666666666666667","96","21","49","47","7","14"
"4128","RMDQ21_v1","D30","0.666666666666667","93","24","48","45","8","16"
"4129","RMDQ22_v1","D30","0.7","97","20","50","47","6","14"
"4130","RMDQ23_v1","D30","0.736842105263158","98","19","51","47","5","14"
"4131","RMDQ24_v1","D30","0.684210526315789","98","19","50","48","6","13"
"4132","DN4_1a_v1","D30","0.584905660377358","65","53","40","25","22","31"
"4133","DN4_1b_v1","D30","0.541666666666667","94","24","51","43","11","13"
"4134","DN4_1c_v1","D30","0.638888888888889","83","36","49","34","13","23"
"4135","DN4_2a_v1","D30","0.612903225806452","88","31","50","38","12","19"
"4136","DN4_2b_v1","D30","0.555555555555556","83","36","46","37","16","20"
"4137","DN4_2c_v1","D30","0.636363636363636","85","33","50","35","12","21"
"4138","DN4_2d_v1","D30","0.5","113","6","59","54","3","3"
"4139","DN4_3a_v1","D30","0.4","114","5","59","55","3","2"
"4140","DN4_3b_v1","D30","0.4","114","5","59","55","3","2"
"4141","DN4_4_v1","D30","0.5","115","4","60","55","2","2"
"4142","Fuma","D31","0.173913043478261","82","46","74","8","38","8"
"4143","Cirurgia_coluna","D31","0.145454545454545","63","55","58","5","47","8"
"4144","Aposentado","D31","0.0967741935483871","101","31","88","13","28","3"
"4145","Desempregado","D31","0.16","105","25","93","12","21","4"
"4146","Licenca_Medica","D31","0.222222222222222","114","18","102","12","14","4"
"4147","Aposentado_Invalidez","D31","0.125","123","8","108","15","7","1"
"4148","Analg.e9.sicos","D31","0.102272727272727","42","88","34","8","79","9"
"4149","OutraDoenca","D31","0.16","80","50","71","9","42","8"
"4150","Dor_costas","D31","0.153846153846154","37","91","34","3","77","14"
"4151","Dor_pernas","D31","0.2","72","55","66","6","44","11"
"4152","Retornar_trabalho","D31","0.15","99","20","86","13","17","3"
"4153","Masc","D31","0.113636363636364","48","88","41","7","78","10"
"4154","Fem","D31","0.145833333333333","88","48","78","10","41","7"
"4155","Casado_Amasiado","D31","0.0909090909090909","81","55","69","12","50","5"
"4156","Solteiro","D31","0.169491525423729","77","59","70","7","49","10"
"4157","Separado_Divorciado","D31","0","129","7","112","17","7","0"
"4158","X4","D31","0.333333333333333","133","3","117","16","2","1"
"4159","X5","D31","0","134","2","117","17","2","0"
"4160","X6","D31","0.1","126","10","110","16","9","1"
"4161","Livrar_costas","D31","0.151162790697674","14","86","10","4","73","13"
"4162","Livrar_perna","D31","0.285714285714286","86","14","73","13","10","4"
"4163","Livrar_perda_sens","D31","NaN","100","0","83","17","0","0"
"4164","D1","D31","0","135","1","118","17","1","0"
"4165","D15","D31","0.571428571428571","129","7","116","13","3","4"
"4166","D16","D31","0.05","116","20","100","16","19","1"
"4167","D17","D31","0.2","131","5","115","16","4","1"
"4168","D18","D31","0.0625","120","16","104","16","15","1"
"4169","D19","D31","0","129","7","112","17","7","0"
"4170","D2","D31","0.125","128","8","112","16","7","1"
"4171","D20","D31","0","128","8","111","17","8","0"
"4172","D21","D31","0","129","7","112","17","7","0"
"4173","D22","D31","0","134","2","117","17","2","0"
"4174","D23","D31","0","134","2","117","17","2","0"
"4175","D24","D31","0.115384615384615","110","26","96","14","23","3"
"4176","D25","D31","0","132","4","115","17","4","0"
"4177","D26","D31","0.5","134","2","118","16","1","1"
"4178","D27","D31","0.2","131","5","115","16","4","1"
"4179","D28","D31","0.5","130","6","116","14","3","3"
"4180","D29","D31","0.19047619047619","94","42","85","9","34","8"
"4181","D3","D31","0","134","2","117","17","2","0"
"4182","D30","D31","0.17741935483871","74","62","68","6","51","11"
"4183","D31","D31","1","119","17","119","0","0","17"
"4184","D32","D31","0.0810810810810811","99","37","85","14","34","3"
"4185","D33","D31","0.666666666666667","124","12","115","9","4","8"
"4186","D34","D31","0.333333333333333","133","3","117","16","2","1"
"4187","D35","D31","0","134","2","117","17","2","0"
"4188","D36","D31","0.375","128","8","114","14","5","3"
"4189","D37","D31","0.0454545454545455","114","22","98","16","21","1"
"4190","D38","D31","0.666666666666667","133","3","118","15","1","2"
"4191","D39","D31","0","121","15","104","17","15","0"
"4192","D4","D31","0","132","4","115","17","4","0"
"4193","D40","D31","0.6","131","5","117","14","2","3"
"4194","D41","D31","0.142857142857143","129","7","113","16","6","1"
"4195","D42","D31","0","133","3","116","17","3","0"
"4196","D43","D31","0","133","3","116","17","3","0"
"4197","D44","D31","0.105263157894737","98","38","85","13","34","4"
"4198","D45","D31","0.583333333333333","124","12","114","10","5","7"
"4199","D46","D31","0.105263157894737","98","38","85","13","34","4"
"4200","D47","D31","0.666666666666667","124","12","115","9","4","8"
"4201","D48","D31","0.0384615384615385","110","26","94","16","25","1"
"4202","D49","D31","0.538461538461538","123","13","113","10","6","7"
"4203","D5","D31","0.333333333333333","133","3","117","16","2","1"
"4204","D50","D31","0.5","134","2","118","16","1","1"
"4205","D51","D31","0","135","1","118","17","1","0"
"4206","D52","D31","0","134","2","117","17","2","0"
"4207","D53","D31","0","134","2","117","17","2","0"
"4208","D9","D31","0","135","1","118","17","1","0"
"4209","RMDQ1_v1","D31","0.186046511627907","73","43","64","9","35","8"
"4210","RMDQ2_v1","D31","0.170212765957447","69","47","60","9","39","8"
"4211","RMDQ3_v1","D31","0.0833333333333333","82","36","68","14","33","3"
"4212","RMDQ4_v1","D31","0.0769230769230769","92","26","77","15","24","2"
"4213","RMDQ5_v1","D31","0.0909090909090909","85","33","71","14","30","3"
"4214","RMDQ6_v1","D31","0.103448275862069","89","29","75","14","26","3"
"4215","RMDQ7_v1","D31","0.15","97","20","83","14","17","3"
"4216","RMDQ8_v1","D31","0.25","113","4","97","16","3","1"
"4217","RMDQ9_v1","D31","0.166666666666667","99","18","85","14","15","3"
"4218","RMDQ10_v1","D31","0.136363636363636","95","22","81","14","19","3"
"4219","RMDQ11_v1","D31","0.130434782608696","94","23","80","14","20","3"
"4220","RMDQ12_v1","D31","0.136363636363636","95","22","81","14","19","3"
"4221","RMDQ13_v1","D31","0.136363636363636","95","22","81","14","19","3"
"4222","RMDQ14_v1","D31","0.12","92","25","78","14","22","3"
"4223","RMDQ15_v1","D31","0.0666666666666667","102","15","86","16","14","1"
"4224","RMDQ16_v1","D31","0.157894736842105","98","19","84","14","16","3"
"4225","RMDQ17_v1","D31","0.136363636363636","95","22","81","14","19","3"
"4226","RMDQ18_v1","D31","0.15","97","20","83","14","17","3"
"4227","RMDQ19_v1","D31","0.125","101","16","86","15","14","2"
"4228","RMDQ20_v1","D31","0.142857142857143","96","21","82","14","18","3"
"4229","RMDQ21_v1","D31","0.125","93","24","79","14","21","3"
"4230","RMDQ22_v1","D31","0.15","97","20","83","14","17","3"
"4231","RMDQ23_v1","D31","0.157894736842105","98","19","84","14","16","3"
"4232","RMDQ24_v1","D31","0.157894736842105","98","19","84","14","16","3"
"4233","DN4_1a_v1","D31","0.188679245283019","65","53","59","6","43","10"
"4234","DN4_1b_v1","D31","0.0416666666666667","94","24","79","15","23","1"
"4235","DN4_1c_v1","D31","0.305555555555556","83","36","78","5","25","11"
"4236","DN4_2a_v1","D31","0.225806451612903","88","31","79","9","24","7"
"4237","DN4_2b_v1","D31","0.277777777777778","83","36","77","6","26","10"
"4238","DN4_2c_v1","D31","0.242424242424242","85","33","77","8","25","8"
"4239","DN4_2d_v1","D31","0","113","6","97","16","6","0"
"4240","DN4_3a_v1","D31","0","114","5","98","16","5","0"
"4241","DN4_3b_v1","D31","0","114","5","98","16","5","0"
"4242","DN4_4_v1","D31","0","115","4","99","16","4","0"
"4243","Fuma","D32","0.239130434782609","82","46","57","25","35","11"
"4244","Cirurgia_coluna","D32","0.272727272727273","63","55","46","17","40","15"
"4245","Aposentado","D32","0.32258064516129","101","31","74","27","21","10"
"4246","Desempregado","D32","0.12","105","25","71","34","22","3"
"4247","Licenca_Medica","D32","0.333333333333333","114","18","83","31","12","6"
"4248","Aposentado_Invalidez","D32","0.5","123","8","91","32","4","4"
"4249","Analg.e9.sicos","D32","0.375","42","88","38","4","55","33"
"4250","OutraDoenca","D32","0.3","80","50","59","21","35","15"
"4251","Dor_costas","D32","0.362637362637363","37","91","34","3","58","33"
"4252","Dor_pernas","D32","0.545454545454545","72","55","66","6","25","30"
"4253","Retornar_trabalho","D32","0.35","99","20","73","26","13","7"
"4254","Masc","D32","0.318181818181818","48","88","39","9","60","28"
"4255","Fem","D32","0.1875","88","48","60","28","39","9"
"4256","Casado_Amasiado","D32","0.327272727272727","81","55","62","19","37","18"
"4257","Solteiro","D32","0.220338983050847","77","59","53","24","46","13"
"4258","Separado_Divorciado","D32","0.285714285714286","129","7","94","35","5","2"
"4259","X4","D32","0","133","3","96","37","3","0"
"4260","X5","D32","0","134","2","97","37","2","0"
"4261","X6","D32","0.4","126","10","93","33","6","4"
"4262","Livrar_costas","D32","0.337209302325581","14","86","7","7","57","29"
"4263","Livrar_perna","D32","0.5","86","14","57","29","7","7"
"4264","Livrar_perda_sens","D32","NaN","100","0","64","36","0","0"
"4265","D1","D32","0","135","1","98","37","1","0"
"4266","D15","D32","0.142857142857143","129","7","93","36","6","1"
"4267","D16","D32","0.85","116","20","96","20","3","17"
"4268","D17","D32","0.2","131","5","95","36","4","1"
"4269","D18","D32","0.0625","120","16","84","36","15","1"
"4270","D19","D32","0.142857142857143","129","7","93","36","6","1"
"4271","D2","D32","0","128","8","91","37","8","0"
"4272","D20","D32","0","128","8","91","37","8","0"
"4273","D21","D32","0.142857142857143","129","7","93","36","6","1"
"4274","D22","D32","0","134","2","97","37","2","0"
"4275","D23","D32","0","134","2","97","37","2","0"
"4276","D24","D32","0.153846153846154","110","26","77","33","22","4"
"4277","D25","D32","0","132","4","95","37","4","0"
"4278","D26","D32","0","134","2","97","37","2","0"
"4279","D27","D32","0.4","131","5","96","35","3","2"
"4280","D28","D32","0","130","6","93","37","6","0"
"4281","D29","D32","0.785714285714286","94","42","90","4","9","33"
"4282","D3","D32","0","134","2","97","37","2","0"
"4283","D30","D32","0.548387096774194","74","62","71","3","28","34"
"4284","D31","D32","0.176470588235294","119","17","85","34","14","3"
"4285","D32","D32","1","99","37","99","0","0","37"
"4286","D33","D32","0.25","124","12","90","34","9","3"
"4287","D34","D32","0","133","3","96","37","3","0"
"4288","D35","D32","0","134","2","97","37","2","0"
"4289","D36","D32","0.125","128","8","92","36","7","1"
"4290","D37","D32","0.727272727272727","114","22","93","21","6","16"
"4291","D38","D32","0","133","3","96","37","3","0"
"4292","D39","D32","0.866666666666667","121","15","97","24","2","13"
"4293","D4","D32","0","132","4","95","37","4","0"
"4294","D40","D32","0","131","5","94","37","5","0"
"4295","D41","D32","0.571428571428571","129","7","96","33","3","4"
"4296","D42","D32","0.333333333333333","133","3","97","36","2","1"
"4297","D43","D32","0","133","3","96","37","3","0"
"4298","D44","D32","0.842105263157895","98","38","93","5","6","32"
"4299","D45","D32","0.25","124","12","90","34","9","3"
"4300","D46","D32","0.789473684210526","98","38","91","7","8","30"
"4301","D47","D32","0.166666666666667","124","12","89","35","10","2"
"4302","D48","D32","0.807692307692308","110","26","94","16","5","21"
"4303","D49","D32","0.307692307692308","123","13","90","33","9","4"
"4304","D5","D32","0","133","3","96","37","3","0"
"4305","D50","D32","0","134","2","97","37","2","0"
"4306","D51","D32","0","135","1","98","37","1","0"
"4307","D52","D32","0.5","134","2","98","36","1","1"
"4308","D53","D32","0","134","2","97","37","2","0"
"4309","D9","D32","0","135","1","98","37","1","0"
"4310","RMDQ1_v1","D32","0.348837209302326","73","43","51","22","28","15"
"4311","RMDQ2_v1","D32","0.297872340425532","69","47","46","23","33","14"
"4312","RMDQ3_v1","D32","0.416666666666667","82","36","60","22","21","15"
"4313","RMDQ4_v1","D32","0.307692307692308","92","26","63","29","18","8"
"4314","RMDQ5_v1","D32","0.484848484848485","85","33","64","21","17","16"
"4315","RMDQ6_v1","D32","0.448275862068966","89","29","65","24","16","13"
"4316","RMDQ7_v1","D32","0.5","97","20","70","27","10","10"
"4317","RMDQ8_v1","D32","0.25","113","4","77","36","3","1"
"4318","RMDQ9_v1","D32","0.444444444444444","99","18","70","29","10","8"
"4319","RMDQ10_v1","D32","0.363636363636364","95","22","66","29","14","8"
"4320","RMDQ11_v1","D32","0.391304347826087","94","23","66","28","14","9"
"4321","RMDQ12_v1","D32","0.454545454545455","95","22","68","27","12","10"
"4322","RMDQ13_v1","D32","0.454545454545455","95","22","68","27","12","10"
"4323","RMDQ14_v1","D32","0.36","92","25","64","28","16","9"
"4324","RMDQ15_v1","D32","0.466666666666667","102","15","72","30","8","7"
"4325","RMDQ16_v1","D32","0.421052631578947","98","19","69","29","11","8"
"4326","RMDQ17_v1","D32","0.318181818181818","95","22","65","30","15","7"
"4327","RMDQ18_v1","D32","0.35","97","20","67","30","13","7"
"4328","RMDQ19_v1","D32","0.5625","101","16","73","28","7","9"
"4329","RMDQ20_v1","D32","0.380952380952381","96","21","67","29","13","8"
"4330","RMDQ21_v1","D32","0.416666666666667","93","24","66","27","14","10"
"4331","RMDQ22_v1","D32","0.45","97","20","69","28","11","9"
"4332","RMDQ23_v1","D32","0.421052631578947","98","19","69","29","11","8"
"4333","RMDQ24_v1","D32","0.421052631578947","98","19","69","29","11","8"
"4334","DN4_1a_v1","D32","0.339622641509434","65","53","48","17","35","18"
"4335","DN4_1b_v1","D32","0.333333333333333","94","24","67","27","16","8"
"4336","DN4_1c_v1","D32","0.333333333333333","83","36","59","24","24","12"
"4337","DN4_2a_v1","D32","0.354838709677419","88","31","63","25","20","11"
"4338","DN4_2b_v1","D32","0.25","83","36","56","27","27","9"
"4339","DN4_2c_v1","D32","0.363636363636364","85","33","62","23","21","12"
"4340","DN4_2d_v1","D32","0.166666666666667","113","6","78","35","5","1"
"4341","DN4_3a_v1","D32","0","114","5","78","36","5","0"
"4342","DN4_3b_v1","D32","0","114","5","78","36","5","0"
"4343","DN4_4_v1","D32","0","115","4","79","36","4","0"
"4344","Fuma","D33","0.0869565217391304","82","46","75","7","42","4"
"4345","Cirurgia_coluna","D33","0.0727272727272727","63","55","58","5","51","4"
"4346","Aposentado","D33","0.032258064516129","101","31","91","10","30","1"
"4347","Desempregado","D33","0.04","105","25","95","10","24","1"
"4348","Licenca_Medica","D33","0","114","18","103","11","18","0"
"4349","Aposentado_Invalidez","D33","0","123","8","113","10","8","0"
"4350","Analg.e9.sicos","D33","0.0909090909090909","42","88","38","4","80","8"
"4351","OutraDoenca","D33","0.08","80","50","72","8","46","4"
"4352","Dor_costas","D33","0.0989010989010989","37","91","34","3","82","9"
"4353","Dor_pernas","D33","0.163636363636364","72","55","69","3","46","9"
"4354","Retornar_trabalho","D33","0.05","99","20","90","9","19","1"
"4355","Masc","D33","0.0795454545454545","48","88","43","5","81","7"
"4356","Fem","D33","0.104166666666667","88","48","81","7","43","5"
"4357","Casado_Amasiado","D33","0.0727272727272727","81","55","73","8","51","4"
"4358","Solteiro","D33","0.11864406779661","77","59","72","5","52","7"
"4359","Separado_Divorciado","D33","0","129","7","117","12","7","0"
"4360","X4","D33","0.333333333333333","133","3","122","11","2","1"
"4361","X5","D33","0","134","2","122","12","2","0"
"4362","X6","D33","0","126","10","114","12","10","0"
"4363","Livrar_costas","D33","0.0930232558139535","14","86","10","4","78","8"
"4364","Livrar_perna","D33","0.285714285714286","86","14","78","8","10","4"
"4365","Livrar_perda_sens","D33","NaN","100","0","88","12","0","0"
"4366","D1","D33","0","135","1","123","12","1","0"
"4367","D15","D33","0.285714285714286","129","7","119","10","5","2"
"4368","D16","D33","0.05","116","20","105","11","19","1"
"4369","D17","D33","0","131","5","119","12","5","0"
"4370","D18","D33","0","120","16","108","12","16","0"
"4371","D19","D33","0","129","7","117","12","7","0"
"4372","D2","D33","0","128","8","116","12","8","0"
"4373","D20","D33","0","128","8","116","12","8","0"
"4374","D21","D33","0.285714285714286","129","7","119","10","5","2"
"4375","D22","D33","0","134","2","122","12","2","0"
"4376","D23","D33","0","134","2","122","12","2","0"
"4377","D24","D33","0.0384615384615385","110","26","99","11","25","1"
"4378","D25","D33","0","132","4","120","12","4","0"
"4379","D26","D33","0","134","2","122","12","2","0"
"4380","D27","D33","0","131","5","119","12","5","0"
"4381","D28","D33","0","130","6","118","12","6","0"
"4382","D29","D33","0.0476190476190476","94","42","84","10","40","2"
"4383","D3","D33","0","134","2","122","12","2","0"
"4384","D30","D33","0.145161290322581","74","62","71","3","53","9"
"4385","D31","D33","0.470588235294118","119","17","115","4","9","8"
"4386","D32","D33","0.0810810810810811","99","37","90","9","34","3"
"4387","D33","D33","1","124","12","124","0","0","12"
"4388","D34","D33","0","133","3","121","12","3","0"
"4389","D35","D33","0","134","2","122","12","2","0"
"4390","D36","D33","0.25","128","8","118","10","6","2"
"4391","D37","D33","0","114","22","102","12","22","0"
"4392","D38","D33","0.666666666666667","133","3","123","10","1","2"
"4393","D39","D33","0","121","15","109","12","15","0"
"4394","D4","D33","0","132","4","120","12","4","0"
"4395","D40","D33","0.4","131","5","121","10","3","2"
"4396","D41","D33","0","129","7","117","12","7","0"
"4397","D42","D33","0","133","3","121","12","3","0"
"4398","D43","D33","0","133","3","121","12","3","0"
"4399","D44","D33","0.0789473684210526","98","38","89","9","35","3"
"4400","D45","D33","0.666666666666667","124","12","120","4","4","8"
"4401","D46","D33","0.0789473684210526","98","38","89","9","35","3"
"4402","D47","D33","0.583333333333333","124","12","119","5","5","7"
"4403","D48","D33","0.0384615384615385","110","26","99","11","25","1"
"4404","D49","D33","0.692307692307692","123","13","120","3","4","9"
"4405","D5","D33","0","133","3","121","12","3","0"
"4406","D50","D33","0","134","2","122","12","2","0"
"4407","D51","D33","0","135","1","123","12","1","0"
"4408","D52","D33","0","134","2","122","12","2","0"
"4409","D53","D33","0","134","2","122","12","2","0"
"4410","D9","D33","0","135","1","123","12","1","0"
"4411","RMDQ1_v1","D33","0.13953488372093","73","43","67","6","37","6"
"4412","RMDQ2_v1","D33","0.106382978723404","69","47","62","7","42","5"
"4413","RMDQ3_v1","D33","0.0277777777777778","82","36","71","11","35","1"
"4414","RMDQ4_v1","D33","0","92","26","80","12","26","0"
"4415","RMDQ5_v1","D33","0.0303030303030303","85","33","74","11","32","1"
"4416","RMDQ6_v1","D33","0.0344827586206897","89","29","78","11","28","1"
"4417","RMDQ7_v1","D33","0.05","97","20","86","11","19","1"
"4418","RMDQ8_v1","D33","0","113","4","101","12","4","0"
"4419","RMDQ9_v1","D33","0.0555555555555556","99","18","88","11","17","1"
"4420","RMDQ10_v1","D33","0.0909090909090909","95","22","85","10","20","2"
"4421","RMDQ11_v1","D33","0.0434782608695652","94","23","83","11","22","1"
"4422","RMDQ12_v1","D33","0.0454545454545455","95","22","84","11","21","1"
"4423","RMDQ13_v1","D33","0.0454545454545455","95","22","84","11","21","1"
"4424","RMDQ14_v1","D33","0.04","92","25","81","11","24","1"
"4425","RMDQ15_v1","D33","0.0666666666666667","102","15","91","11","14","1"
"4426","RMDQ16_v1","D33","0.0526315789473684","98","19","87","11","18","1"
"4427","RMDQ17_v1","D33","0.0454545454545455","95","22","84","11","21","1"
"4428","RMDQ18_v1","D33","0.05","97","20","86","11","19","1"
"4429","RMDQ19_v1","D33","0.0625","101","16","90","11","15","1"
"4430","RMDQ20_v1","D33","0.0476190476190476","96","21","85","11","20","1"
"4431","RMDQ21_v1","D33","0.0416666666666667","93","24","82","11","23","1"
"4432","RMDQ22_v1","D33","0.05","97","20","86","11","19","1"
"4433","RMDQ23_v1","D33","0.105263157894737","98","19","88","10","17","2"
"4434","RMDQ24_v1","D33","0.0526315789473684","98","19","87","11","18","1"
"4435","DN4_1a_v1","D33","0.132075471698113","65","53","60","5","46","7"
"4436","DN4_1b_v1","D33","0.0833333333333333","94","24","84","10","22","2"
"4437","DN4_1c_v1","D33","0.194444444444444","83","36","78","5","29","7"
"4438","DN4_2a_v1","D33","0.290322580645161","88","31","85","3","22","9"
"4439","DN4_2b_v1","D33","0.194444444444444","83","36","78","5","29","7"
"4440","DN4_2c_v1","D33","0.181818181818182","85","33","79","6","27","6"
"4441","DN4_2d_v1","D33","0.166666666666667","113","6","102","11","5","1"
"4442","DN4_3a_v1","D33","0","114","5","102","12","5","0"
"4443","DN4_3b_v1","D33","0","114","5","102","12","5","0"
"4444","DN4_4_v1","D33","0","115","4","103","12","4","0"
"4445","Fuma","D34","0.0652173913043478","82","46","82","0","43","3"
"4446","Cirurgia_coluna","D34","0.0363636363636364","63","55","63","0","53","2"
"4447","Aposentado","D34","0.032258064516129","101","31","99","2","30","1"
"4448","Desempregado","D34","0.08","105","25","104","1","23","2"
"4449","Licenca_Medica","D34","0.111111111111111","114","18","113","1","16","2"
"4450","Aposentado_Invalidez","D34","0","123","8","120","3","8","0"
"4451","Analg.e9.sicos","D34","0.0227272727272727","42","88","41","1","86","2"
"4452","OutraDoenca","D34","0.02","80","50","78","2","49","1"
"4453","Dor_costas","D34","0.021978021978022","37","91","36","1","89","2"
