"","denominador","numerador","Frequência","P-value","Qtd_1_Denom","Qtd_0_Demon","D0N0","D0N1","D1N0","D1N1"
"54","RMDQ20_v1","Dor nas pernas",0.4375,0.230901271720972,32,156,105,51,18,14
"55","RMDQ21_v1","Dor nas pernas",0.418604651162791,0.252688384451229,43,145,98,47,25,18
"56","RMDQ22_v1","Dor nas pernas",0.46875,0.108258813232636,32,156,106,50,17,15
"57","RMDQ23_v1","Dor nas pernas",0.4375,0.230901271720972,32,156,105,51,18,14
"58","RMDQ24_v1","Dor nas pernas",0.466666666666667,0.128756227165614,30,158,107,51,16,14
"59","Dor nas costas","Livrar_costas",0.918918918918919,5.90344938486379e-05,111,16,7,9,9,102
"60","Dor nas pernas","Livrar_costas",0.771929824561403,0.000663642262154395,57,68,2,66,13,44
"61","Livrar_costas","Livrar_costas",1,1.12242971729829e-29,112,16,16,0,0,112
"62","Livrar_perna","Livrar_costas",0,9.62715091354252e-26,14,114,2,112,14,0
"63","Lombalgia","Livrar_costas",0.836065573770492,0.388321448368179,61,39,4,35,10,51
"64","RMDQ1_v1","Livrar_costas",0.882352941176471,0.864197877893339,51,71,10,61,6,45
"65","RMDQ2_v1","Livrar_costas",0.892857142857143,0.712528856219392,56,66,10,56,6,50
"66","RMDQ3_v1","Livrar_costas",0.936170212765957,0.0906252349756962,47,77,13,64,3,44
"67","RMDQ4_v1","Livrar_costas",0.96969696969697,0.0482807554318782,33,91,15,76,1,32
"68","RMDQ5_v1","Livrar_costas",0.926829268292683,0.192183679105858,41,83,13,70,3,38
"69","RMDQ6_v1","Livrar_costas",0.909090909090909,0.445713397608081,33,91,13,78,3,30
"70","RMDQ7_v1","Livrar_costas",0.923076923076923,0.36421929783921,26,97,14,83,2,24
"71","RMDQ8_v1","Livrar_costas",1,0.29210506754582,7,116,16,100,0,7
"72","RMDQ9_v1","Livrar_costas",0.909090909090909,0.546677512023865,22,101,14,87,2,20
"73","RMDQ10_v1","Livrar_costas",0.925925925925926,0.327453638750848,27,96,14,82,2,25
"74","RMDQ11_v1","Livrar_costas",0.925925925925926,0.327453638750848,27,96,14,82,2,25
"75","RMDQ12_v1","Livrar_costas",0.931034482758621,0.263069618166919,29,94,14,80,2,27
"76","RMDQ13_v1","Livrar_costas",0.928571428571429,0.29380489715575,28,95,14,81,2,26
"77","RMDQ14_v1","Livrar_costas",0.90625,0.477518917824818,32,91,13,78,3,29
"78","RMDQ15_v1","Livrar_costas",0.833333333333333,0.617492553600973,18,105,13,92,3,15
"79","RMDQ16_v1","Livrar_costas",0.91304347826087,0.495326116175534,23,100,14,86,2,21
"80","RMDQ17_v1","Livrar_costas",0.923076923076923,0.36421929783921,26,97,14,83,2,24
"81","RMDQ18_v1","Livrar_costas",0.875,0.934261991716333,24,99,13,86,3,21
"82","RMDQ19_v1","Livrar_costas",0.9,0.662098688194421,20,103,14,89,2,18
"83","RMDQ20_v1","Livrar_costas",0.916666666666667,0.447941658950252,24,99,14,85,2,22
"84","RMDQ21_v1","Livrar_costas",0.9375,0.186416370187659,32,91,14,77,2,30
"85","RMDQ22_v1","Livrar_costas",0.909090909090909,0.546677512023865,22,101,14,87,2,20
"86","RMDQ23_v1","Livrar_costas",0.916666666666667,0.447941658950252,24,99,14,85,2,22
"87","RMDQ24_v1","Livrar_costas",0.91304347826087,0.495326116175534,23,100,14,86,2,21
"88","Dor nas costas","Livrar_perna",0.0720720720720721,0.000297932765117485,111,16,10,6,103,8
"89","Dor nas pernas","Livrar_perna",0.228070175438596,0.000164948611540917,57,68,67,1,44,13
"90","Livrar_costas","Livrar_perna",0,9.62715091354252e-26,112,16,2,14,112,0
"91","Livrar_perna","Livrar_perna",1,1.12242971729829e-29,14,114,114,0,0,14
"92","Lombalgia","Livrar_perna",0.163934426229508,0.388321448368179,61,39,35,4,51,10
"93","RMDQ1_v1","Livrar_perna",0.0980392156862745,0.830178510429733,51,71,62,9,46,5
"94","RMDQ2_v1","Livrar_perna",0.0892857142857143,0.67194136948442,56,66,57,9,51,5
"95","RMDQ3_v1","Livrar_perna",0.0638297872340425,0.177326715684862,47,77,66,11,44,3
"96","RMDQ4_v1","Livrar_perna",0.0303030303030303,0.0800825319698658,33,91,78,13,32,1
"97","RMDQ5_v1","Livrar_perna",0.0731707317073171,0.325810897656119,41,83,72,11,38,3
"98","RMDQ6_v1","Livrar_perna",0.0909090909090909,0.64119291265472,33,91,80,11,30,3
"99","RMDQ7_v1","Livrar_perna",0.0769230769230769,0.504714328746874,26,97,85,12,24,2
"100","RMDQ8_v1","Livrar_perna",0,0.32887120486905,7,116,102,14,7,0
"101","RMDQ9_v1","Livrar_perna",0.0909090909090909,0.708837555071883,22,101,89,12,20,2
"102","RMDQ10_v1","Livrar_perna",0.0740740740740741,0.461675099076693,27,96,84,12,25,2
"103","RMDQ11_v1","Livrar_perna",0.0740740740740741,0.461675099076693,27,96,84,12,25,2
"104","RMDQ12_v1","Livrar_perna",0.0689655172413793,0.384286070333107,29,94,82,12,27,2
"105","RMDQ13_v1","Livrar_perna",0.0714285714285714,0.421577354506448,28,95,83,12,26,2
"106","RMDQ14_v1","Livrar_perna",0.0625,0.287895495678225,32,91,79,12,30,2
"107","RMDQ15_v1","Livrar_perna",0.111111111111111,0.968744634503816,18,105,93,12,16,2
"108","RMDQ16_v1","Livrar_perna",0.0869565217391304,0.65277584695815,23,100,88,12,21,2
"109","RMDQ17_v1","Livrar_perna",0.0769230769230769,0.504714328746874,26,97,85,12,24,2
"110","RMDQ18_v1","Livrar_perna",0.125,0.847581168623816,24,99,88,11,21,3
"111","RMDQ19_v1","Livrar_perna",0.1,0.831578880879003,20,103,91,12,18,2
"112","RMDQ20_v1","Livrar_perna",0.0833333333333333,0.600141486098285,24,99,87,12,22,2
"113","RMDQ21_v1","Livrar_perna",0.0625,0.287895495678225,32,91,79,12,30,2
"114","RMDQ22_v1","Livrar_perna",0.0909090909090909,0.708837555071883,22,101,89,12,20,2
"115","RMDQ23_v1","Livrar_perna",0.0833333333333333,0.600141486098285,24,99,87,12,22,2
"116","RMDQ24_v1","Livrar_perna",0.0869565217391304,0.65277584695815,23,100,88,12,21,2
"117","Dor nas costas","Lombalgia",0.615384615384615,8.1543225775394e-07,91,37,32,5,35,56
"118","Dor nas pernas","Lombalgia",0.727272727272727,1.12376429601106e-06,55,72,51,21,15,40
"119","Livrar_costas","Lombalgia",0.593023255813954,0.388321448368179,86,14,4,10,35,51
"120","Livrar_perna","Lombalgia",0.714285714285714,0.388321448368179,14,86,35,51,4,10
"121","Lombalgia","Lombalgia",1,1.99530445797665e-31,62,74,74,0,0,62
"122","RMDQ1_v1","Lombalgia",0.627906976744186,0.138764242058155,43,73,39,34,16,27
"123","RMDQ2_v1","Lombalgia",0.595744680851064,0.266469052617695,47,69,36,33,19,28
"124","RMDQ3_v1","Lombalgia",0.666666666666667,0.0417661530807971,36,82,44,38,12,24
"125","RMDQ4_v1","Lombalgia",0.576923076923077,0.551467259341997,26,92,45,47,11,15
"126","RMDQ5_v1","Lombalgia",0.727272727272727,0.00622015451316101,33,85,47,38,9,24
"127","RMDQ6_v1","Lombalgia",0.689655172413793,0.0414143166396466,29,89,47,42,9,20
"128","RMDQ7_v1","Lombalgia",0.65,0.205966241630309,20,97,49,48,7,13
"129","RMDQ8_v1","Lombalgia",0.75,0.351633021218575,4,113,55,58,1,3
"130","RMDQ9_v1","Lombalgia",0.666666666666667,0.179747246137126,18,99,50,49,6,12
"131","RMDQ10_v1","Lombalgia",0.681818181818182,0.0945435791383965,22,95,49,46,7,15
"132","RMDQ11_v1","Lombalgia",0.652173913043478,0.161203767460244,23,94,48,46,8,15
"133","RMDQ12_v1","Lombalgia",0.636363636363636,0.230814196634122,22,95,48,47,8,14
"134","RMDQ13_v1","Lombalgia",0.636363636363636,0.230814196634122,22,95,48,47,8,14
"135","RMDQ14_v1","Lombalgia",0.68,0.0733644710807919,25,92,48,44,8,17
"136","RMDQ15_v1","Lombalgia",0.666666666666667,0.227623540145872,15,102,51,51,5,10
"137","RMDQ16_v1","Lombalgia",0.684210526315789,0.120524579592681,19,98,50,48,6,13
"138","RMDQ17_v1","Lombalgia",0.590909090909091,0.468681529434374,22,95,47,48,9,13
"139","RMDQ18_v1","Lombalgia",0.7,0.0790298022673549,20,97,50,47,6,14
"140","RMDQ19_v1","Lombalgia",0.75,0.0487911470170059,16,101,52,49,4,12
"141","RMDQ20_v1","Lombalgia",0.666666666666667,0.141158982275601,21,96,49,47,7,14
"142","RMDQ21_v1","Lombalgia",0.666666666666667,0.109985422370149,24,93,48,45,8,16
"143","RMDQ22_v1","Lombalgia",0.7,0.0790298022673549,20,97,50,47,6,14
"144","RMDQ23_v1","Lombalgia",0.736842105263158,0.0399394320646895,19,98,51,47,5,14
"145","RMDQ24_v1","Lombalgia",0.684210526315789,0.120524579592681,19,98,50,48,6,13
"146","Dor nas costas","RMDQ1_v1",0.414634146341463,0.45740839548198,122,67,44,23,71,51
"147","Dor nas pernas","RMDQ1_v1",0.415384615384615,0.707240280554545,65,122,75,47,38,27
"148","Livrar_costas","RMDQ1_v1",0.420560747663551,0.864197877893339,106,16,10,6,61,45
"149","Livrar_perna","RMDQ1_v1",0.357142857142857,0.830178510429733,14,108,62,46,9,5
"150","Lombalgia","RMDQ1_v1",0.442622950819672,0.138764242058155,61,55,39,16,34,27
"151","RMDQ1_v1","RMDQ1_v1",1,6.30385557955145e-94,85,134,134,0,0,85
"152","RMDQ2_v1","RMDQ1_v1",0.922222222222222,3.17227670138496e-86,90,129,127,2,7,83
"153","RMDQ3_v1","RMDQ1_v1",0.607594936708861,8.13536480635045e-07,78,141,104,37,30,48
"154","RMDQ4_v1","RMDQ1_v1",0.5,0.0249803320986608,53,166,108,58,26,27
"155","RMDQ5_v1","RMDQ1_v1",0.625,2.38752129181465e-06,72,147,107,40,27,45
"156","RMDQ6_v1","RMDQ1_v1",0.535714285714286,0.0264557483071908,56,163,108,55,26,30
"157","RMDQ7_v1","RMDQ1_v1",0.846153846153846,6.58361960131162e-10,39,180,128,52,6,33
"158","RMDQ8_v1","RMDQ1_v1",0.5,0.787645961045798,8,211,130,81,4,4
"159","RMDQ9_v1","RMDQ1_v1",0.911764705882353,6.78569757203779e-11,34,185,131,54,3,31
"160","RMDQ10_v1","RMDQ1_v1",0.75,1.17754037412817e-06,40,179,124,55,10,30
"161","RMDQ11_v1","RMDQ1_v1",0.714285714285714,7.5201692089832e-06,42,177,122,55,12,30
"162","RMDQ12_v1","RMDQ1_v1",0.75,2.1372128783049e-07,44,175,123,52,11,33
"163","RMDQ13_v1","RMDQ1_v1",0.717391304347826,1.41417293958435e-06,46,173,121,52,13,33
"164","RMDQ14_v1","RMDQ1_v1",0.836734693877551,1.92360002097082e-12,49,170,126,44,8,41
"165","RMDQ15_v1","RMDQ1_v1",0.935483870967742,1.08138535596357e-10,31,188,132,56,2,29
"166","RMDQ16_v1","RMDQ1_v1",0.810810810810811,4.53186243686946e-08,37,182,127,55,7,30
"167","RMDQ17_v1","RMDQ1_v1",0.714285714285714,5.99187808282579e-07,49,170,120,50,14,35
"168","RMDQ18_v1","RMDQ1_v1",0.777777777777778,9.00574812795764e-07,36,183,126,57,8,28
"169","RMDQ19_v1","RMDQ1_v1",0.875,6.44774590091149e-09,32,187,130,57,4,28
"170","RMDQ20_v1","RMDQ1_v1",0.815789473684211,1.72875315140032e-08,38,181,127,54,7,31
"171","RMDQ21_v1","RMDQ1_v1",0.854166666666667,4.90670233882204e-13,48,171,127,44,7,41
"172","RMDQ22_v1","RMDQ1_v1",0.763157894736842,1.04766953979787e-06,38,181,125,56,9,29
"173","RMDQ23_v1","RMDQ1_v1",0.783783783783784,3.6302012489557e-07,37,182,126,56,8,29
"174","RMDQ24_v1","RMDQ1_v1",0.857142857142857,3.53874618470868e-09,35,184,129,55,5,30
"175","Dor nas costas","RMDQ2_v1",0.463414634146341,0.136458250890013,122,67,45,22,65,57
"176","Dor nas pernas","RMDQ2_v1",0.446153846153846,0.683484612687491,65,122,72,50,36,29
"177","Livrar_costas","RMDQ2_v1",0.467289719626168,0.712528856219392,106,16,10,6,56,50
"178","Livrar_perna","RMDQ2_v1",0.357142857142857,0.67194136948442,14,108,57,51,9,5
"179","Lombalgia","RMDQ2_v1",0.459016393442623,0.266469052617695,61,55,36,19,33,28
"180","RMDQ1_v1","RMDQ2_v1",0.976470588235294,3.17227670138496e-86,85,134,127,7,2,83
"181","RMDQ2_v1","RMDQ2_v1",1,6.30385557955145e-94,90,129,129,0,0,90
"182","RMDQ3_v1","RMDQ2_v1",0.670886075949367,6.34975435763731e-09,78,141,104,37,25,53
"183","RMDQ4_v1","RMDQ2_v1",0.574074074074074,0.00281644340627836,53,166,107,59,22,31
"184","RMDQ5_v1","RMDQ2_v1",0.680555555555556,7.65572292102654e-08,72,147,106,41,23,49
"185","RMDQ6_v1","RMDQ2_v1",0.553571428571429,0.0353763368153779,56,163,104,59,25,31
"186","RMDQ7_v1","RMDQ2_v1",0.897435897435897,6.97704241388092e-11,39,180,125,55,4,35
"187","RMDQ8_v1","RMDQ2_v1",0.625,0.445689195666228,8,211,126,85,3,5
"188","RMDQ9_v1","RMDQ2_v1",0.882352941176471,8.07881001677841e-09,34,185,125,60,4,30
"189","RMDQ10_v1","RMDQ2_v1",0.825,2.50673127666809e-08,40,179,122,57,7,33
"190","RMDQ11_v1","RMDQ2_v1",0.785714285714286,2.39311742179001e-07,42,177,120,57,9,33
"191","RMDQ12_v1","RMDQ2_v1",0.772727272727273,2.87693687167412e-07,44,175,119,56,10,34
"192","RMDQ13_v1","RMDQ2_v1",0.695652173913043,4.94798601733118e-05,46,173,115,58,14,32
"193","RMDQ14_v1","RMDQ2_v1",0.918367346938776,2.04855149266087e-15,49,170,125,45,4,45
"194","RMDQ15_v1","RMDQ2_v1",0.935483870967742,1.04211040204672e-09,31,188,127,61,2,29
"195","RMDQ16_v1","RMDQ2_v1",0.810810810810811,3.52642005073268e-07,37,182,122,60,7,30
"196","RMDQ17_v1","RMDQ2_v1",0.755102040816326,1.61969694346102e-07,49,170,117,53,12,37
"197","RMDQ18_v1","RMDQ2_v1",0.888888888888889,1.25170659308546e-09,36,183,125,58,4,32
"198","RMDQ19_v1","RMDQ2_v1",0.84375,4.38773576836436e-07,32,187,124,63,5,27
"199","RMDQ20_v1","RMDQ2_v1",0.842105263157895,1.82004320823127e-08,38,181,123,58,6,32
"200","RMDQ21_v1","RMDQ2_v1",0.916666666666667,6.16870353498056e-15,48,171,125,46,4,44
"201","RMDQ22_v1","RMDQ2_v1",0.789473684210526,1.05676818168364e-06,38,181,121,60,8,30
"202","RMDQ23_v1","RMDQ2_v1",0.810810810810811,3.52642005073268e-07,37,182,122,60,7,30
"203","RMDQ24_v1","RMDQ2_v1",0.885714285714286,3.1989979964361e-09,35,184,125,59,4,31
"204","Dor nas costas","RMDQ3_v1",0.395161290322581,0.361938081946207,124,67,45,22,75,49
"205","Dor nas pernas","RMDQ3_v1",0.353846153846154,0.733409291050627,65,124,77,47,42,23
"206","Livrar_costas","RMDQ3_v1",0.407407407407407,0.0906252349756962,108,16,13,3,64,44
"207","Livrar_perna","RMDQ3_v1",0.214285714285714,0.177326715684862,14,110,66,44,11,3
"208","Lombalgia","RMDQ3_v1",0.387096774193548,0.0417661530807971,62,56,44,12,38,24
"209","RMDQ1_v1","RMDQ3_v1",0.564705882352941,8.13536480635045e-07,85,134,104,30,37,48
"210","RMDQ2_v1","RMDQ3_v1",0.588888888888889,6.34975435763731e-09,90,129,104,25,37,53
"211","RMDQ3_v1","RMDQ3_v1",1,5.47343909811772e-50,80,141,141,0,0,80
"212","RMDQ4_v1","RMDQ3_v1",0.945454545454545,2.78172854566654e-25,55,166,138,28,3,52
"213","RMDQ5_v1","RMDQ3_v1",0.986301369863014,6.61042041026502e-42,73,148,140,8,1,72
"214","RMDQ6_v1","RMDQ3_v1",0.929824561403509,3.95177001935911e-25,57,164,137,27,4,53
"215","RMDQ7_v1","RMDQ3_v1",0.871794871794872,1.86429770521999e-13,39,181,136,45,5,34
"216","RMDQ8_v1","RMDQ3_v1",1,0.000118444481158393,8,212,141,71,0,8
"217","RMDQ9_v1","RMDQ3_v1",0.941176470588235,1.42042079788437e-14,34,186,139,47,2,32
"218","RMDQ10_v1","RMDQ3_v1",0.825,1.11696010371198e-11,40,180,134,46,7,33
"219","RMDQ11_v1","RMDQ3_v1",0.880952380952381,4.59390768870471e-15,42,178,136,42,5,37
"220","RMDQ12_v1","RMDQ3_v1",0.840909090909091,9.44652915593103e-14,44,176,134,42,7,37
"221","RMDQ13_v1","RMDQ3_v1",0.826086956521739,1.13775344270434e-13,46,174,133,41,8,38
"222","RMDQ14_v1","RMDQ3_v1",0.755102040816326,5.59488249261901e-11,49,171,129,42,12,37
"223","RMDQ15_v1","RMDQ3_v1",0.870967741935484,1.45966753489881e-10,31,189,137,52,4,27
"224","RMDQ16_v1","RMDQ3_v1",0.864864864864865,2.04450175535716e-12,37,183,136,47,5,32
"225","RMDQ17_v1","RMDQ3_v1",0.836734693877551,2.67418826934506e-15,49,171,133,38,8,41
"226","RMDQ18_v1","RMDQ3_v1",0.916666666666667,2.43460663739859e-14,36,184,138,46,3,33
"227","RMDQ19_v1","RMDQ3_v1",0.9375,1.60614407592184e-13,32,188,139,49,2,30
"228","RMDQ20_v1","RMDQ3_v1",0.868421052631579,6.21912955863492e-13,38,182,136,46,5,33
"229","RMDQ21_v1","RMDQ3_v1",0.854166666666667,6.16068599359073e-16,48,172,134,38,7,41
"230","RMDQ22_v1","RMDQ3_v1",0.973684210526316,3.86479379489919e-18,38,182,140,42,1,37
"231","RMDQ23_v1","RMDQ3_v1",0.891891891891892,1.29040585764663e-13,37,183,137,46,4,33
"232","RMDQ24_v1","RMDQ3_v1",0.942857142857143,4.14338260931118e-15,35,185,139,46,2,33
"233","Dor nas costas","RMDQ4_v1",0.266129032258065,0.969940903729132,124,67,49,18,91,33
"234","Dor nas pernas","RMDQ4_v1",0.184615384615385,0.0559905895730544,65,124,85,39,53,12
"235","Livrar_costas","RMDQ4_v1",0.296296296296296,0.0482807554318782,108,16,15,1,76,32
"236","Livrar_perna","RMDQ4_v1",0.0714285714285714,0.0800825319698658,14,110,78,32,13,1
"237","Lombalgia","RMDQ4_v1",0.241935483870968,0.551467259341997,62,56,45,11,47,15
"238","RMDQ1_v1","RMDQ4_v1",0.317647058823529,0.0249803320986608,85,134,108,26,58,27
"239","RMDQ2_v1","RMDQ4_v1",0.344444444444444,0.00281644340627836,90,129,107,22,59,31
"240","RMDQ3_v1","RMDQ4_v1",0.65,2.78172854566654e-25,80,141,138,3,28,52
"241","RMDQ4_v1","RMDQ4_v1",1,5.47343909811772e-50,55,166,166,0,0,55
"242","RMDQ5_v1","RMDQ4_v1",0.643835616438356,1.4601745853292e-21,73,148,140,8,26,47
"243","RMDQ6_v1","RMDQ4_v1",0.56140350877193,2.36888292597745e-10,57,164,141,23,25,32
"244","RMDQ7_v1","RMDQ4_v1",0.256410256410256,0.860864600166572,39,181,137,44,29,10
"245","RMDQ8_v1","RMDQ4_v1",0.875,2.49889128986684e-05,8,212,165,47,1,7
"246","RMDQ9_v1","RMDQ4_v1",0.323529411764706,0.249948124795998,34,186,143,43,23,11
"247","RMDQ10_v1","RMDQ4_v1",0.35,0.0894013050729901,40,180,140,40,26,14
"248","RMDQ11_v1","RMDQ4_v1",0.428571428571429,0.00217179157532563,42,178,142,36,24,18
"249","RMDQ12_v1","RMDQ4_v1",0.363636363636364,0.0416910696342506,44,176,138,38,28,16
"250","RMDQ13_v1","RMDQ4_v1",0.369565217391304,0.0278522648007559,46,174,137,37,29,17
"251","RMDQ14_v1","RMDQ4_v1",0.36734693877551,0.0245223053717586,49,171,135,36,31,18
"252","RMDQ15_v1","RMDQ4_v1",0.161290322580645,0.240078396774443,31,189,140,49,26,5
"253","RMDQ16_v1","RMDQ4_v1",0.297297297297297,0.421727933842598,37,183,140,43,26,11
"254","RMDQ17_v1","RMDQ4_v1",0.387755102040816,0.00865561410133531,49,171,136,35,30,19
"255","RMDQ18_v1","RMDQ4_v1",0.361111111111111,0.0778707674352351,36,184,143,41,23,13
"256","RMDQ19_v1","RMDQ4_v1",0.25,0.948465952717107,32,188,142,46,24,8
"257","RMDQ20_v1","RMDQ4_v1",0.315789473684211,0.268004517929777,38,182,140,42,26,12
"258","RMDQ21_v1","RMDQ4_v1",0.458333333333333,0.000106233965949975,48,172,140,32,26,22
"259","RMDQ22_v1","RMDQ4_v1",0.394736842105263,0.0187244284221641,38,182,143,39,23,15
"260","RMDQ23_v1","RMDQ4_v1",0.297297297297297,0.421727933842598,37,183,140,43,26,11
"261","RMDQ24_v1","RMDQ4_v1",0.342857142857143,0.144244861954636,35,185,143,42,23,12
"262","Dor nas costas","RMDQ5_v1",0.346774193548387,0.64131499335514,124,67,46,21,81,43
"263","Dor nas pernas","RMDQ5_v1",0.338461538461538,0.997267956586687,65,124,82,42,43,22
"264","Livrar_costas","RMDQ5_v1",0.351851851851852,0.192183679105858,108,16,13,3,70,38
"265","Livrar_perna","RMDQ5_v1",0.214285714285714,0.325810897656119,14,110,72,38,11,3
"266","Lombalgia","RMDQ5_v1",0.387096774193548,0.00622015451316101,62,56,47,9,38,24
"267","RMDQ1_v1","RMDQ5_v1",0.529411764705882,2.38752129181465e-06,85,134,107,27,40,45
"268","RMDQ2_v1","RMDQ5_v1",0.544444444444444,7.65572292102654e-08,90,129,106,23,41,49
"269","RMDQ3_v1","RMDQ5_v1",0.9,6.61042041026502e-42,80,141,140,1,8,72
"270","RMDQ4_v1","RMDQ5_v1",0.854545454545454,1.4601745853292e-21,55,166,140,26,8,47
"271","RMDQ5_v1","RMDQ5_v1",1,5.47343909811787e-50,73,148,148,0,0,73
"272","RMDQ6_v1","RMDQ5_v1",0.947368421052632,1.34558574394274e-30,57,164,145,19,3,54
"273","RMDQ7_v1","RMDQ5_v1",0.897435897435897,5.94979007433809e-17,39,181,144,37,4,35
"274","RMDQ8_v1","RMDQ5_v1",1,3.61221198710401e-05,8,212,148,64,0,8
"275","RMDQ9_v1","RMDQ5_v1",0.941176470588235,1.06788944634653e-16,34,186,146,40,2,32
"276","RMDQ10_v1","RMDQ5_v1",0.85,6.73108324199017e-15,40,180,142,38,6,34
"277","RMDQ11_v1","RMDQ5_v1",0.904761904761905,7.48857863041968e-19,42,178,144,34,4,38
"278","RMDQ12_v1","RMDQ5_v1",0.863636363636364,2.30144275281162e-17,44,176,142,34,6,38
"279","RMDQ13_v1","RMDQ5_v1",0.782608695652174,1.35462118744328e-13,46,174,138,36,10,36
"280","RMDQ14_v1","RMDQ5_v1",0.755102040816326,4.50404679452514e-13,49,171,136,35,12,37
"281","RMDQ15_v1","RMDQ5_v1",0.870967741935484,3.38998765801881e-12,31,189,144,45,4,27
"282","RMDQ16_v1","RMDQ5_v1",0.864864864864865,2.15101371218421e-14,37,183,143,40,5,32
"283","RMDQ17_v1","RMDQ5_v1",0.836734693877551,6.64752924286541e-18,49,171,140,31,8,41
"284","RMDQ18_v1","RMDQ5_v1",0.916666666666667,1.70641682108911e-16,36,184,145,39,3,33
"285","RMDQ19_v1","RMDQ5_v1",0.96875,5.96423312338212e-17,32,188,147,41,1,31
"286","RMDQ20_v1","RMDQ5_v1",0.894736842105263,2.47371595353761e-16,38,182,144,38,4,34
"287","RMDQ21_v1","RMDQ5_v1",0.875,5.87766115702892e-20,48,172,142,30,6,42
"288","RMDQ22_v1","RMDQ5_v1",1,2.55197534833148e-22,38,182,148,34,0,38
"289","RMDQ23_v1","RMDQ5_v1",0.918918918918919,4.11481526565052e-17,37,183,145,38,3,34
"290","RMDQ24_v1","RMDQ5_v1",0.971428571428571,8.23563250271037e-19,35,185,147,38,1,34
"291","Dor nas costas","RMDQ6_v1",0.298387096774194,0.0412921038496754,124,67,56,11,87,37
"292","Dor nas pernas","RMDQ6_v1",0.276923076923077,0.599647884962992,65,124,94,30,47,18
"293","Livrar_costas","RMDQ6_v1",0.277777777777778,0.445713397608081,108,16,13,3,78,30
"294","Livrar_perna","RMDQ6_v1",0.214285714285714,0.64119291265472,14,110,80,30,11,3
"295","Lombalgia","RMDQ6_v1",0.32258064516129,0.0414143166396466,62,56,47,9,42,20
"296","RMDQ1_v1","RMDQ6_v1",0.352941176470588,0.0264557483071908,85,134,108,26,55,30
"297","RMDQ2_v1","RMDQ6_v1",0.344444444444444,0.0353763368153779,90,129,104,25,59,31
"298","RMDQ3_v1","RMDQ6_v1",0.6625,3.95177001935911e-25,80,141,137,4,27,53
"299","RMDQ4_v1","RMDQ6_v1",0.581818181818182,2.36888292597745e-10,55,166,141,25,23,32
"300","RMDQ5_v1","RMDQ6_v1",0.73972602739726,1.34558574394274e-30,73,148,145,3,19,54
"301","RMDQ6_v1","RMDQ6_v1",1,5.4734390981178e-50,57,164,164,0,0,57
"302","RMDQ7_v1","RMDQ6_v1",0.846153846153846,8.70464760196738e-21,39,181,158,23,6,33
"303","RMDQ8_v1","RMDQ6_v1",0.875,4.06104550807512e-05,8,212,163,49,1,7
"304","RMDQ9_v1","RMDQ6_v1",0.970588235294118,1.92401364300004e-25,34,186,163,23,1,33
"305","RMDQ10_v1","RMDQ6_v1",0.875,2.30046124551526e-23,40,180,159,21,5,35
"306","RMDQ11_v1","RMDQ6_v1",0.928571428571429,7.29724459206877e-29,42,178,161,17,3,39
"307","RMDQ12_v1","RMDQ6_v1",0.886363636363636,5.50913333201881e-27,44,176,159,17,5,39
"308","RMDQ13_v1","RMDQ6_v1",0.804347826086957,6.23262409158129e-22,46,174,155,19,9,37
"309","RMDQ14_v1","RMDQ6_v1",0.693877551020408,1.1681741522927e-15,49,171,149,22,15,34
"310","RMDQ15_v1","RMDQ6_v1",0.870967741935484,1.88715666965384e-17,31,189,160,29,4,27
"311","RMDQ16_v1","RMDQ6_v1",0.891891891891892,1.70176558457016e-22,37,183,160,23,4,33
"312","RMDQ17_v1","RMDQ6_v1",0.795918367346939,5.74846908770791e-23,49,171,154,17,10,39
"313","RMDQ18_v1","RMDQ6_v1",0.916666666666667,2.01386881098122e-23,36,184,161,23,3,33
"314","RMDQ19_v1","RMDQ6_v1",0.96875,1.08997105246467e-23,32,188,163,25,1,31
"315","RMDQ20_v1","RMDQ6_v1",0.973684210526316,4.6219951348945e-29,38,182,163,19,1,37
"316","RMDQ21_v1","RMDQ6_v1",0.729166666666667,1.37369259993242e-17,48,172,151,21,13,35
"317","RMDQ22_v1","RMDQ6_v1",1,4.20211794682366e-31,38,182,164,18,0,38
"318","RMDQ23_v1","RMDQ6_v1",0.918918918918919,2.64465390003181e-24,37,183,161,22,3,34
"319","RMDQ24_v1","RMDQ6_v1",1,2.43765345961036e-28,35,185,164,21,0,35
"320","Dor nas costas","RMDQ7_v1",0.227642276422764,0.0176626439468487,123,67,61,6,95,28
"321","Dor nas pernas","RMDQ7_v1",0.230769230769231,0.196112821438704,65,123,104,19,50,15
"322","Livrar_costas","RMDQ7_v1",0.224299065420561,0.36421929783921,107,16,14,2,83,24
"323","Livrar_perna","RMDQ7_v1",0.142857142857143,0.504714328746874,14,109,85,24,12,2
"324","Lombalgia","RMDQ7_v1",0.213114754098361,0.205966241630309,61,56,49,7,48,13
"325","RMDQ1_v1","RMDQ7_v1",0.388235294117647,6.58361960131162e-10,85,134,128,6,52,33
"326","RMDQ2_v1","RMDQ7_v1",0.388888888888889,6.97704241388092e-11,90,129,125,4,55,35
"327","RMDQ3_v1","RMDQ7_v1",0.430379746835443,1.86429770521999e-13,79,141,136,5,45,34
"328","RMDQ4_v1","RMDQ7_v1",0.185185185185185,0.860864600166572,54,166,137,29,44,10
